# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19
0, 0.0319375, -5.59463, -5.55641, -5.90008, -5.23173, -5.20547, -5.39129, -5.70304, -6.06865, -5.50505, -5.47963, -5.77264, -5.59851, -5.74179, -5.77448, -5.719, -5.57513, -5.59261, -5.59623, -5.66468, -5.86427
0.01, 0.0319375, -5.52781, -5.97023, -5.80275, -5.18242, -5.17615, -4.9586, -5.60568, -5.7476, -5.67148, -5.65506, -5.2388, -5.51386, -5.67058, -6.05131, -5.99376, -6.00818, -5.94959, -5.8713, -5.87065, -5.8404
0.02, 0.0319375, -5.43631, -5.78277, -5.98824, -5.39358, -5.00817, -4.87756, -5.65898, -6.02788, -5.80661, -5.53599, -5.32589, -5.54853, -5.87518, -6.14127, -6.10624, -6.04126, -6.09222, -6.17714, -6.02179, -5.77979
0.03, 0.0319375, -5.22984, -5.41193, -5.50666, -5.09076, -4.76298, -5.09856, -5.79181, -5.80965, -5.66464, -5.25674, -5.15374, -5.43455, -5.86883, -5.93077, -5.76283, -5.71779, -5.80985, -5.91609, -5.81774, -5.79361
0.04, 0.0319375, -5.2726, -5.51326, -5.81358, -5.55959, -5.12074, -5.30759, -6.08671, -5.76185, -5.09227, -5.0576, -5.02236, -5.62793, -6.01553, -5.85579, -5.45419, -5.39026, -5.61678, -5.70569, -5.89296, -5.63274
0.05, 0.0319375, -5.69986, -6.09923, -5.83811, -5.44394, -5.26618, -5.11981, -5.65696, -5.57554, -4.99662, -5.13061, -4.86595, -5.33967, -6.00776, -5.6614, -5.38544, -5.36677, -5.56289, -5.71785, -5.68256, -5.73141
0.06, 0.0319375, -5.66506, -5.98975, -5.68771, -5.29366, -5.09733, -4.99048, -5.62563, -5.75576, -5.29292, -4.93775, -4.5735, -5.52487, -5.32284, -5.32633, -5.36334, -5.13318, -5.31577, -5.86844, -5.84711, -5.73205
0.07, 0.0319375, -5.71121, -5.44693, -5.40981, -5.53828, -5.51247, -5.18677, -5.62159, -5.11749, -4.9659, -4.52275, -4.39107, -5.23347, -4.95397, -4.77971, -5.00246, -5.14674, -5.49176, -6.09231, -5.90146, -5.57958
0.08, 0.0319375, -5.41683, -5.84396, -6.29077, -6.05523, -5.5021, -5.0711, -5.524, -4.9787, -4.93009, -4.68252, -4.28341, -5.26724, -5.06704, -4.80626, -5.01432, -4.80617, -5.37073, -5.96051, -5.72376, -5.69372
0.09, 0.0319375, -5.326, -5.53644, -5.50585, -5.89286, -5.17682, -5.02083, -5.47667, -5.05928, -4.52377, -4.40824, -4.01718, -4.88594, -5.13643, -5.19262, -5.05404, -4.92058, -5.18215, -5.50597, -5.77644, -5.8257
