# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5
-0.194, 0, 0.00516456, -0.125814, -0.0178773, 0.445023, -0.0802188, 0.0744889
-0.174, 0, 0.0043089, -0.125019, -0.0173884, 0.385814, -0.181447, 0.0496593
-0.154, 0, 0.00427834, -0.124469, -0.0171745, 0.236836, -0.236836, 0.0133698
-0.134, 0, 0.0040033, -0.124286, -0.0170828, 0.0821288, -0.229197, -0.0286496
-0.114, 0, 0.00473673, -0.124683, -0.0173884, -0.0515692, -0.181447, -0.0935886
-0.094, 0, 0.00458393, -0.125966, -0.0176023, -0.0821288, -0.168077, -0.110778
-0.074, 0, 0.00467561, -0.126669, -0.0172356, -0.105048, -0.225377, -0.103138
-0.054, 0, 0.00537848, -0.127128, -0.0174801, -0.068759, -0.217737, -0.066849
-0.034, 0, 0.00586743, -0.127189, -0.0176023, 0.0210097, -0.210097, -0.0267396
-0.014, 0, 0.00583687, -0.126517, -0.0182135, 0.0935886, -0.213917, 0.00954986
0.006, 0, 0.00440057, -0.125783, -0.0185802, 0.127968, -0.202457, 0.0267396
0.026, 0, 0.0041561, -0.125202, -0.0183052, 0.106958, -0.177627, 0.00381994
0.046, 0, 0.0043089, -0.125202, -0.017694, 0.0439293, -0.192907, -0.0248296
0.066, 0, 0.00397274, -0.125569, -0.0171745, -0.00763989, -0.227287, -0.0515692
0.086, 0, 0.00403386, -0.125447, -0.0170217, -0.0477493, -0.271216, -0.0611191
0.106, 0, 0.00388106, -0.125783, -0.0171133, -0.101228, -0.299866, -0.0821288
0.126, 0, 0.00427834, -0.12615, -0.0176329, -0.103138, -0.318965, -0.0935886
0.146, 0, 0.00595911, -0.126792, -0.0178162, -0.0897687, -0.257846, -0.0802188
0.166, 0, 0.00721205, -0.12673, -0.0170522, -0.0343795, -0.141338, -0.0439293
0.186, 0, 0.00791492, -0.126639, -0.0185191, 0.0935886, 0.200547, 0.00190997
0.206, 0, 0.00770101, -0.126669, -0.0180607, 0.164258, 0.403004, 0.0343795
0.226, 0, 0.00712037, -0.125294, -0.0171745, 0.255936, 0.370534, 0.0783088
0.236, 0, 0.00644806, -0.124408, -0.0165022, 0.143248, 0.393454, 0.0954986
0.266, 0, 0.00770101, -0.125539, -0.0164105, -0.118418, 0.450753, 0.0859487
0.286, 0, 0.0064175, -0.12618, -0.0155548, -0.133698, 0.509962, 0.0916786
0.306, 0, 0.00699814, -0.123644, -0.0174189, -0.103138, 0.551982, 0.0802188
0.326, 0, 0.00614247, -0.123674, -0.017969, -0.324695, 0.64748, -0.0229197
0.346, 0, 0.00568408, -0.125141, -0.0187024, -0.488953, 0.611191, -0.0859487
0.366, 0, 0.00339211, -0.126853, -0.0184885, -0.479403, 0.496593, -0.066849
0.386, 0, 0.00152798, -0.128167, -0.0172661, -0.408734, 0.381994, 0.0401094
0.406, 0, 0.00220029, -0.12832, -0.0180301, -0.273126, 0.318965, 0.168077
0.426, 0, 0.00354491, -0.126547, -0.0184274, -0.225377, 0.284586, 0.248296
0.446, 0, 0.00339211, -0.126669, -0.0195275, -0.357165, 0.254026, 0.275036
0.466, 0, 0.00183357, -0.127922, -0.022828, -0.479403, 0.135608, 0.303685
0.486, 0, -0.00229197, -0.130184, -0.0242032, -0.67231, -0.0190997, 0.368625
0.506, 0, -0.00629527, -0.130978, -0.0237142, -0.64175, -0.555802, 0.521422
0.526, 0, -0.00678422, -0.129817, -0.0242032, -0.227287, -1.22811, 0.706689
0.546, 0, -0.00690646, -0.1289, -0.0247227, -0.120328, -1.69223, 1.04093
0.566, 0, -0.00583687, -0.126455, -0.0229197, 0.0954986, -2.26523, 1.29687
0.586, 0, -0.00495065, -0.126303, -0.0205055, 0.145158, -2.63576, 1.27777
0.606, 0, -0.00201693, -0.128686, -0.0179996, 0.173807, -3.06168, 1.30833
0.626, 0, 0.00305595, -0.128625, -0.0160132, 0.532882, -2.99102, 1.34462
0.646, 0, 0.00757877, -0.126975, -0.0162271, 0.754439, -2.55936, 1.36754
0.666, 0, 0.00870947, -0.12508, -0.0148825, 0.67804, -1.97491, 1.46495
0.686, 0, 0.00488953, -0.126028, -0.0129572, 0.6704, -1.44012, 1.49742
0.706, 0, -0.00223085, -0.127128, -0.0137824, 0.895777, -0.977905, 1.33507
0.726, 0, -0.00317819, -0.125691, -0.0130184, 1.0734, -0.884317, 1.23193
0.746, 0, -0.00583687, -0.121688, -0.0124683, 1.02183, -1.0925, 1.24339
0.766, 0, -0.00605079, -0.119977, -0.0122544, 0.6513, -1.2835, 1.16508
0.786, 0, -0.00381994, -0.120435, -0.0121933, 0.246386, -1.41529, 0.912966
0.806, 0, -0.00131406, -0.121688, -0.0117043, -0.187177, -1.27777, 0.70287
0.826, 0, -0.000550072, -0.120955, -0.0129267, -0.525242, -1.06385, 0.540522
0.846, 0, 0, -0.120374, -0.0135684, -0.998915, -0.882407, 0.318965
0.866, 0, 6.11191e-05, -0.121902, -0.0130184, -1.38282, -0.580631, 0.0592091
0.886, 0, 0.000550072, -0.123216, -0.0129572, -1.52416, -0.255936, -0.0611191
0.906, 0, 0.00152798, -0.124408, -0.0145158, -1.48978, 0.110778, -0.177627
0.926, 0, 0.00195581, -0.126517, -0.015402, -1.43821, 0.380084, -0.255936
0.946, 0, 0.00186413, -0.126272, -0.0142102, -1.34844, 0.540522, -0.351435
0.966, 0, -6.11191e-05, -0.124927, -0.010543, -1.33316, 0.718149, -0.368625
0.986, 0, -0.0027198, -0.124102, -0.00901507, -1.55854, 1.1116, -0.347615
1.006, 0, -0.00354491, -0.125844, -0.0103902, -1.85649, 1.30833, -0.278856
1.026, 0, -0.0041561, -0.127311, -0.0104208, -1.97682, 1.51843, -0.162348
1.046, 0, -0.00351435, -0.127647, -0.0108181, -1.96536, 1.64258, -0.0897687
1.066, 0, -0.0027198, -0.126761, -0.00877059, -1.67505, 1.76481, -0.0210097
1.086, 0, -0.00421722, -0.125905, -0.00828164, -1.4936, 2.05513, -0.0133698
1.106, 0, -0.00406442, -0.1267, -0.00767045, -1.29496, 2.32826, -0.0114598
1.126, 0, -0.00617303, -0.126119, -0.00696758, -1.0161, 2.43712, -0.0420194
1.136, 0, -0.00712037, -0.126303, -0.00794548, -0.983635, 2.46959, -0.068759
1.156, 0, -0.00751765, -0.128595, -0.00889283, -1.10587, 2.68351, -0.0229197
1.176, 0, -0.00791492, -0.136051, -0.021575, -1.15553, 3.11898, 0.360985
1.196, 0, -0.0111848, -0.139565, -0.0312319, -1.00465, 2.78283, 1.01228
1.216, 0, -0.0153103, -0.138954, -0.031293, -0.819378, 1.75717, 1.8775
1.236, 0, -0.015677, -0.134248, -0.0307429, -0.511872, 0.67804, 2.71789
1.256, 0, -0.0173273, -0.123277, -0.0254255, -0.112688, -0.370534, 3.26605
1.276, 0, -0.0126211, -0.113498, -0.0235309, -0.381994, -0.746799, 3.36155
1.296, 0, -0.00629527, -0.113284, -0.0242337, -1.46877, -0.492773, 3.12471
1.316, 0, -0.00317819, -0.118877, -0.0239587, -2.01502, 0.00381994, 2.90698
1.336, 0, -0.00638695, -0.122605, -0.0279009, -1.6082, 0.506142, 2.53262
1.356, 0, -0.0068759, -0.125172, -0.0328821, -0.874767, 0.945436, 2.05895
1.376, 0, -0.00791492, -0.125844, -0.0385356, -0.168077, 1.15362, 1.70369
1.396, 0, -0.00611191, -0.125325, -0.0393301, 0.345705, 1.04093, 1.49169
1.416, 0, -0.00803716, -0.123919, -0.0392079, 0.357165, 0.849937, 1.12879
1.436, 0, -0.00947346, -0.126761, -0.0375271, 0.148978, 0.607371, 0.762079
1.456, 0, -0.010268, -0.126241, -0.0367326, 0.064939, 0.374354, 0.0572991
1.476, 0, -0.00956514, -0.126394, -0.036977, -0.101228, 0.215827, -0.69905
1.496, 0, -0.0092901, -0.124989, -0.0350824, -0.066849, 0.152798, -1.29878
1.516, 0, -0.00763989, -0.122391, -0.0320264, 0.00572991, 0.183357, -1.68459
1.536, 0, -0.00342267, -0.119763, -0.032332, 0.0974085, 0.355255, -1.79537
1.556, 0, -0.00134462, -0.117899, -0.032821, 0.231107, 0.437384, -1.74953
1.576, 0, 0.0012835, -0.117685, -0.0337989, 0.131788, 0.615011, -1.6273
1.596, 0, 0.00629527, -0.117593, -0.0346851, -0.141338, 1.04475, -1.49742
1.616, 0, 0.0112154, -0.117257, -0.0367631, -0.584451, 1.67887, -1.43821
1.636, 0, 0.0109403, -0.120435, -0.0367326, -1.34844, 2.12771, -1.44967
1.656, 0, 0.0064175, -0.124133, -0.0362742, -1.64258, 2.4715, -1.61393
1.676, 0, 0.000886227, -0.12505, -0.0347156, -1.48405, 2.59183, -1.70751
1.696, 0, -0.00351435, -0.127525, -0.0310485, -1.28541, 2.37027, -1.47641
1.716, 0, -0.00464505, -0.130428, -0.0315069, -0.626471, 1.90997, -1.09441
1.736, 0, -0.00125294, -0.129603, -0.0341656, -0.234927, 1.52607, -1.00656
1.756, 0, -0.00134462, -0.126425, -0.032332, -0.584451, 1.19182, -1.2453
1.776, 0, 0.00189469, -0.123186, -0.0340433, -1.01228, 0.983635, -1.43439
1.796, 0, 0.00317819, -0.120038, -0.0353268, -1.20901, 0.832748, -1.4745
1.816, 0, 0.00311707, -0.117776, -0.035174, -1.27968, 0.572991, -1.37709
1.836, 0, 0.00351435, -0.118388, -0.035938, -1.55663, 0.202457, -1.35608
1.856, 0, 0.00372826, -0.121902, -0.038505, -1.56618, -0.244476, -1.29687
1.876, 0, 0.00507288, -0.120435, -0.0396052, -1.10969, -0.605461, -1.11542
1.896, 0, 0.00794548, -0.120282, -0.037741, -1.19182, -0.727699, -1.19182
1.916, 0, 0.00818996, -0.123247, -0.0365187, -1.22429, -0.806008, -1.34653
1.936, 0, 0.00712037, -0.127372, -0.0362742, -0.954986, -1.12306, -1.39428
1.956, 0, 0.00189469, -0.129022, -0.0336766, -0.368625, -1.44012, -1.41911
1.976, 0, -0.000244476, -0.126425, -0.0317208, 0.208187, -1.90233, -1.5127
1.996, 0, -9.16786e-05, -0.121413, -0.0307735, 0.561532, -2.25568, -1.47259
2.016, 0, 0.00253644, -0.116737, -0.0307429, 0.580631, -2.45431, -1.20901
2.026, 0, 0.00342267, -0.115546, -0.0295511, 0.152798, -2.52498, -1.11542
2.046, 0, 0.00397274, -0.115118, -0.0286954, -0.250206, -2.61475, -1.03138
2.066, 0, 0.00495065, -0.116768, -0.0263118, -0.66467, -2.58419, -0.752529
2.086, 0, 0.00507288, -0.119916, -0.023867, -0.66467, -2.52498, -0.315145
2.106, 0, 0.00669254, -0.120405, -0.021025, -0.215827, -2.39892, 0.414464
2.126, 0, 0.0124989, -0.120894, -0.0218806, 0.105048, -2.28242, 1.12879
2.146, 0, 0.0191303, -0.121933, -0.0253033, 0.395364, -1.70751, 1.77818
2.166, 0, 0.024356, -0.12123, -0.0308346, 0.0248296, -0.825108, 2.06086
2.186, 0, 0.025395, -0.13492, -0.0377716, -1.07913, 0.0420194, 1.40574
2.206, 0, 0.0211166, -0.149375, -0.0669254, -0.823198, 0.567262, 0.403004
2.226, 0, 0.00984017, -0.138465, -0.0580937, 1.29305, 1.33698, -0.66849
2.246, 0, -0.00797604, -0.114354, -0.0334627, 2.50206, 2.28051, -1.55472
2.266, 0, -0.017205, -0.106469, -0.0452281, 2.164, 2.05704, -1.16508
2.286, 0, -0.0243254, -0.106286, -0.0551294, 1.41529, 1.04475, 0.284586
2.306, 0, -0.0249977, -0.10867, -0.0576659, 0.70287, -0.445023, 1.42293
2.326, 0, -0.0162271, -0.113743, -0.0517067, -0.212007, -2.10097, 1.55281
2.346, 0, -0.00647862, -0.116707, -0.0457476, -0.758259, -3.352, 0.932066
2.366, 0, 0.00250588, -0.11524, -0.0415915, -0.811738, -4.18093, 0.0763989
2.386, 0, 0.00547016, -0.113834, -0.0355408, -0.731519, -4.29744, -0.525242
2.406, 0, 0.00663142, -0.118235, -0.0275647, -0.786908, -3.71298, -1.3217
2.426, 0, 0.00980961, -0.130336, -0.0201693, -1.07913, -2.41802, -1.61775
2.446, 0, 0.00406442, -0.143324, -0.0289704, -0.746799, -0.968356, -1.08104
2.466, 0, 0.00275036, -0.141521, -0.029765, -0.271216, -0.445023, -0.236836
2.476, 0, 0.000213917, -0.13709, -0.0249977, -0.145158, -0.305595, 0.299866
2.496, 0, -0.00296428, -0.13269, -0.0232864, 0.190997, -0.175717, 0.69714
2.516, 0, -0.00580631, -0.128961, -0.0257923, 0.485133, 0.192907, 1.05621
2.536, 0, -0.00803716, -0.123705, -0.0278092, 0.914876, 0.296046, 1.13834
2.556, 0, -0.00547016, -0.117135, -0.0265562, 0.817468, 0.150888, 0.958806
2.576, 0, -0.00482841, -0.116951, -0.0238364, 0.219647, 0.185267, 0.804098
2.596, 0, -0.00739541, -0.120099, -0.0256395, 0.0324695, 0.139428, 0.64939
2.616, 0, -0.0126517, -0.120313, -0.0253644, 0.194817, -0.00763989, 0.454573
2.636, 0, -0.0164716, -0.120649, -0.0260673, 0.336155, -0.200547, 0.129878
2.656, 0, -0.0199248, -0.122391, -0.0248144, 0.790728, -0.500413, -0.338065
2.676, 0, -0.0202304, -0.123247, -0.0210861, 1.51843, -0.966446, -0.899597
2.696, 0, -0.0201693, -0.11689, -0.0157076, 2.72171, -1.51652, -1.29687
2.716, 0, -0.0239587, -0.106897, -0.0209944, 3.13617, -2.02075, -1.27777
2.736, 0, -0.0109098, -0.111634, -0.0581854, 1.86031, -1.44585, -0.538612
2.756, 0, 0.0221862, -0.134768, -0.0867891, -1.4172, 0.210097, 0.330425
2.776, 0, 0.0390857, -0.158329, -0.0545488, -3.21639, 0.710509, 1.2453
2.796, 0, 0.036977, -0.157993, -0.0162577, -0.0362895, 0.156618, 2.01693
2.816, 0, 0.0207499, -0.125325, -0.0257923, 3.84859, 0.775448, 1.16317
2.836, 0, -0.00525624, -0.102588, -0.0326682, 3.82949, 0.65512, 0.240656
2.856, 0, -0.0167772, -0.0987685, -0.0315986, 2.40465, 0.718149, -0.276946
2.876, 0, -0.0217584, -0.102558, -0.0312624, 0.806008, 0.288406, -0.720059
2.896, 0, -0.0245088, -0.107875, -0.0293372, -0.742979, -0.744889, -0.987455
2.916, 0, -0.0161354, -0.124683, -0.0259145, -1.82784, -1.48596, -1.08104
2.926, 0, -0.00644806, -0.137732, -0.0207499, -1.09441, -1.57955, -0.746799
2.946, 0, 0.00333099, -0.134309, -0.020536, 0.67995, -1.56236, -0.276946
2.966, 0, 0.0155242, -0.120527, -0.0268007, 1.73234, -1.379, 0.0114598
2.986, 0, 0.0161049, -0.111237, -0.0312319, 0.895777, -0.538612, -0.190997
3.006, 0, 0.0115209, -0.113529, -0.0366715, -0.603551, 0.481313, -0.844207
3.026, 0, 0.0101763, -0.124408, -0.0436085, -1.76481, 1.59101, -1.33698
3.046, 0, 0.00953458, -0.136234, -0.0454115, -1.8966, 2.40656, -1.02565
3.066, 0, 0.0068759, -0.138649, -0.0425389, -1.03902, 2.56891, -0.286496
3.086, 0, 0.00333099, -0.130978, -0.0368243, 0.141338, 2.3359, 0.225377
3.106, 0, 0.0015891, -0.124163, -0.0328515, 1.0925, 1.88705, 0.511872
3.126, 0, 0.00210861, -0.11961, -0.0296122, 1.45158, 1.50506, 0.571082
3.146, 0, 0.00308651, -0.116401, -0.027473, 1.38091, 1.37709, 0.368625
3.166, 0, -0.000825108, -0.118388, -0.0275647, 0.786908, 1.40383, 0.064939
3.186, 0, -0.00488953, -0.122085, -0.0268007, 0.387724, 1.3217, -0.290316
3.206, 0, -0.00684534, -0.121749, -0.0289093, 0.244476, 1.06194, -0.374354
3.226, 0, -0.00739541, -0.122085, -0.0305595, -0.273126, 0.714329, -0.519512
3.246, 0, -0.00614247, -0.123002, -0.0325765, -0.718149, 0.362895, -0.475583
3.266, 0, -6.11191e-05, -0.125936, -0.0341961, -1.00465, -0.070669, -0.280766
3.286, 0, 0.00617303, -0.126761, -0.0330349, -0.813648, -0.190997, -0.0515692
3.306, 0, 0.0091373, -0.126028, -0.0312624, -0.523332, -0.0821288, 0.0534792
3.326, 0, 0.0102986, -0.125172, -0.0301317, -0.175717, 0.148978, 0.0878587
3.346, 0, 0.00968738, -0.123063, -0.0288482, 0.0802188, 0.450753, 0.0859487
3.366, 0, 0.0078538, -0.121444, -0.0288482, 0.116508, 0.712419, 0.0229197
3.386, 0, 0.00562296, -0.121902, -0.0304067, 0.0572991, 0.857577, -0.0401094
3.406, 0, 0.0030254, -0.123186, -0.0315986, 0.00572991, 0.859487, -0.0878587
3.426, 0, 0.00110014, -0.124836, -0.0313235, -0.0458393, 0.67613, -0.0783088
3.446, 0, 0.000183357, -0.126578, -0.0308651, 0.0324695, 0.429744, 0.00763989
3.466, 0, -0.000244476, -0.12673, -0.0302234, 0.208187, 0.185267, 0.0954986
3.486, 0, -0.00152798, -0.125905, -0.02949, 0.362895, 0.0611191, 0.143248
3.506, 0, -0.0014363, -0.125264, -0.0287565, 0.500413, -0.112688, 0.139428
3.526, 0, -0.000397274, -0.124591, -0.0307429, 0.66276, -0.292226, 0.194817
3.546, 0, 0.00161966, -0.123308, -0.032057, 0.754439, -0.414464, 0.204367
3.566, 0, 0.00342267, -0.122513, -0.0297039, 0.706689, -0.498503, 0.129878
3.586, 0, 0.00452281, -0.122452, -0.0265562, 0.582541, -0.532882, 0.0534792
