Time (seconds),accel0,accel1,accel2,gyro0,gyro1,gyro2
-0.154,0.0569629929,-1.0021085739,0.1782232671,0.8403875231,12.1015796661,-3.6518657207
-0.134,0.0562295615,-1.0023530721,0.1757785081,1.4821379184,11.8265438079,-3.5143477916
-0.114,0.060385663,-1.0018640756,0.1743116527,1.8030132055,11.5056686401,-3.4685084819
-0.0939999999,0.0655196681,-1.0018640756,0.1765119284,1.6654952764,11.7807044982,-3.3768298625
-0.074,0.0679644271,-1.0043089389,0.1792011708,2.0322098731,11.8723831176,-3.3921096324
-0.054,0.0708981454,-1.0038199424,0.177489832,2.948996067,12.0557403564,-3.453228712
-0.034,0.06943129,-1.0008862018,0.1794456541,3.2545914649,12.3766155242,-3.5449073314
-0.014,0.0650307089,-0.9996638298,0.1855575591,3.1629128456,13.0642051696,-3.4685084819
0.006,0.0662530958,-0.9977080225,0.1828683167,3.5449073314,13.4309206008,-3.8505027294
0.026,0.068208903,-0.9996638298,0.1792011708,3.5143477916,14.1796293258,-4.3852949142
0.0459999999,0.0628304257,-0.9893958568,0.1833572685,3.9727408885,14.3935461044,-4.4464139938
0.066,0.0608746148,-0.9891513586,0.1833572685,3.1323533058,14.3324270248,-4.4005746841
0.0859999999,0.0613635666,-0.990129292,0.1816459298,2.9031567573,14.6227426528,-4.706170082
0.106,0.0630749017,-1.0013751983,0.1845796555,2.1238884925,15.1269750595,-5.0576047897
0.126,0.0669865235,-0.9945298433,0.1792011708,2.8267579078,14.9741773605,-5.01176548
0.1459999999,0.0611190907,-0.9947743415,0.1745561212,2.796198368,15.8451242446,-4.8895273208
0.166,0.0594077557,-0.9996638298,0.1848241239,1.9099715948,16.3493576049,-5.164563179
0.1859999999,0.0696757659,-1.0016196966,0.1860465109,1.4515783786,15.8298444747,-5.9285516738
0.206,0.0767655745,-1.0052868127,0.1792011708,2.3989243507,16.7466316223,-5.9591112136
0.226,0.0799437686,-1.0028420686,0.1767564117,3.2240319252,17.6634178161,-6.356385231
0.2459999999,0.078965865,-0.994285345,0.1723558306,4.0338602066,19.1455554962,-6.8758978843
0.266,0.0836109146,-0.9918406009,0.1757785081,3.2698712348,19.9248237609,-7.9913210868
0.2859999999,0.0902117788,-0.9955077171,0.1647770702,2.3989243507,21.0708065032,-9.1067447662
0.306,0.092167586,-0.9911071658,0.1662439256,2.8878769874,21.7278366088,-9.1984233856
0.316,0.0865446329,-1.0008862018,0.1591541171,1.8488525152,23.3016529083,-9.137304306
0.3459999999,0.1019466444,-1.0013751983,0.1635546833,1.9099715948,23.4544506072,-11.2000732421
0.366,0.1100143641,-0.9981969594,0.1571982949,1.0390245914,25.578338623,-12.2238178253
0.386,0.127127707,-1.0003973245,0.1547535359,1.1459829807,26.9535198211,-13.0489253997
0.406,0.1376401931,-0.9977080225,0.1422852426,2.4294838905,30.2692298889,-12.7891693115
0.4259999999,0.1613543927,-1.0111541748,0.1469302922,0.9779054522,31.9347248077,-14.5005044937
0.4459999999,0.1880023181,-1.0109097957,0.121015802,3.0101151466,33.6460609436,-15.7840051651
0.466,0.2097607254,-0.9849952459,0.1435076296,1.726614356,35.510192871,-18.1982097625
0.4859999999,0.2256516814,-0.9859731793,0.1483971476,-2.2308468818,38.5967063903,-19.772026062
0.506,0.2378755062,-0.9796167612,0.1591541171,-2.4753232002,42.5541687011,-19.9706630706
0.5259999999,0.2434984594,-0.9769275188,0.1691776365,-4.3241758346,44.6322174072,-21.3458423614
0.546,0.246921122,-0.9854842424,0.171377927,-4.6603307723,44.2502212524,-23.1641349792
0.5659999999,0.2258961647,-0.9898847937,0.1946031898,-6.356385231,43.5473518371,-26.0978507995
0.5859999999,0.2036488056,-0.9981969594,0.2021819502,-7.7468447685,42.9208831787,-28.1911811828
0.6059999999,0.1804235577,-1.0021085739,0.2087828069,-10.0540904998,44.8919715881,-31.5985698699
0.6259999999,0.2092717587,-1.0082205533,0.2170950025,-13.996272087,48.0548858642,-36.2588996887
0.6459999999,0.2359196841,-1.0138434171,0.2295633107,-17.9078941345,51.1872367858,-39.6662902832
0.666,0.2373865544,-0.9742382764,0.2559667527,-18.870519638,52.348499298,-39.03981781
0.686,0.2364086359,-0.9512575268,0.2637899816,-21.0096874237,52.1193046569,-37.0840072631
0.7059999999,0.2615897059,-0.9637258052,0.2567001879,-18.5496444702,55.1752586364,-33.0195884704
0.7259999999,0.2324970215,-0.953213334,0.2581670284,-15.5395288467,57.3602676391,-28.8176517486
0.7459999999,0.2183173894,-0.9625034332,0.2378755062,-15.0352964401,60.4314994812,-26.8465614318
