Time (seconds),accel0,accel1,accel2,gyro0,gyro1,gyro2
-0.264,0.0726094767,-0.7344070076,0.7043364048,0.4125538468,-1.0237448215,0.3361549973
-0.2439999999,0.0713870972,-0.7363628149,0.7038474678,0.1222381815,-1.0237448215,0.1833572685
-0.224,0.0704091936,-0.7363628149,0.7018916606,0.4889527261,-1.2071020603,0.244476363
-0.204,0.0711426213,-0.7366072535,0.7018916606,0.9626256823,-1.1154234409,0.244476363
-0.1839999999,0.0708981454,-0.7363628149,0.7011582255,1.1154234409,-1.0848639011,0.2903156876
-0.164,0.0701647177,-0.7361183166,0.6994468569,1.0084650516,-0.9320661425,0.2750359177
-0.1439999999,0.0730984359,-0.7361183166,0.6999358534,0.8098279237,-0.9320661425,0.2903156876
-0.1239999999,0.0726094767,-0.7397854924,0.7014026641,0.626470685,-0.9779054522,0.244476363
-0.104,0.0711426213,-0.7439415454,0.7001802921,1.0848639011,-0.9626256823,0.3208752274
-0.084,0.0743208155,-0.7373406887,0.7018916606,1.8946918249,-0.9015066027,0.381994307
-0.064,0.0770100504,-0.7341625094,0.7016471624,1.9863704442,-1.100143671,0.381994307
-0.0439999999,0.0765210986,-0.7304953932,0.7036029696,1.4821379184,-1.2987806797,0.1527977287
-0.0239999999,0.071876049,-0.7317177653,0.7048253417,1.1154234409,-1.2376616001,0.0305595453
-0.004,0.0730984359,-0.7295174598,0.7048253417,1.0084650516,-1.0084650516,0.1986370384
0.016,0.0713870972,-0.7278061509,0.7014026641,0.7945481538,-1.1307032108,0.3361549973
0.0359999999,0.0750542432,-0.7292729616,0.69895792,0.9931852221,-1.100143671,0.3972740769
0.056,0.0748097673,-0.728539586,0.7001802921,1.6349356174,-0.8098279237,0.3055954575
0.0759999999,0.0752987191,-0.7307398319,0.704580903,1.4057390689,-0.381994307,0.3667145371
0.0959999999,0.0738318637,-0.7304953932,0.7043364048,1.6043760776,-0.3208752274,0.5042325258
0.116,0.0723650008,-0.7287840247,0.704580903,1.6502153873,-0.4583931863,0.381994307
0.136,0.071876049,-0.7268282175,0.7018916606,1.3598997592,-0.6111909151,0.1527977287
0.156,0.0726094767,-0.7324512004,0.7026250362,1.2223818302,-0.4431134164,0.1680774986
0.1759999999,0.071876049,-0.7326956391,0.7055587768,1.2987806797,-0.2750359177,0.1986370384
0.1959999999,0.0743208155,-0.7334290742,0.7092259526,1.2987806797,-0.3514347672,0.2750359177
0.206,0.0752987191,-0.7341625094,0.7102038264,1.4821379184,-0.1986370384,0.4125538468
0.226,0.0728539526,-0.731473267,0.7116706967,1.7418941259,-0.0763988643,0.3514347672
0.2459999999,0.0723650008,-0.7282950878,0.7077590823,1.4668581485,-0.3055954575,0.1833572685
0.266,0.0679644271,-0.7265837192,0.7053142786,0.8251076936,-0.7334290742,0.1375179588
0.2859999999,0.065764144,-0.7270727157,0.7077590823,0.2597561478,-1.0543043613,0.0611190907
0.306,0.0689423307,-0.7273171544,0.7119151949,-0.1222381815,-0.9626256823,-0.0305595453
0.326,0.0723650008,-0.7253613471,0.7114261984,0.0,-0.6111909151,-0.0763988643
0.3459999999,0.0711426213,-0.728539586,0.7116706967,0.2903156876,-0.2291965931,-0.2597561478
0.366,0.0699202418,-0.7241389751,0.7102038264,0.6417504549,-0.0611190907,-0.2291965931
