x0,x1,x2,x3,x4,x5
1465,1190,275,1199,1194,0
1466,1190,276,1193,1194,0
1466,1190,276,1207,1194,0
1469,1190,279,1196,1194,0
1466,1190,276,1197,1194,0
1468,1190,278,1198,1194,0
1466,1190,276,1200,1194,0
1467,1190,277,1193,1194,0
1466,1190,276,1197,1194,0
1464,1190,274,1199,1194,0
1468,1190,278,1191,1194,0
1466,1190,276,1201,1194,0
1469,1190,279,1197,1194,0
1463,1190,273,1189,1194,0
1462,1190,272,1194,1194,0
1423,1190,233,1190,1194,0
1256,1190,66,1196,1194,0
1208,1190,0,1195,1194,0
1188,1190,0,1205,1194,0
1186,1190,0,1200,1194,0
1190,1190,0,1197,1194,0
1179,1190,0,1191,1194,0
1185,1190,0,1198,1194,0
1180,1190,0,1196,1194,0
1177,1190,0,1194,1194,0
1181,1190,0,1198,1195,0
1180,1190,0,1197,1195,0
1183,1190,0,1197,1195,0
1181,1190,0,1203,1195,0
1184,1190,0,1192,1195,0
1185,1190,0,1201,1195,0
1186,1190,0,1196,1195,0
1196,1190,0,1195,1195,0
1201,1190,0,1197,1195,0
1218,1190,0,1194,1195,0
1240,1190,50,1192,1195,0
1292,1190,102,1192,1195,0
1411,1190,221,1196,1195,0
1448,1190,258,1193,1194,0
1450,1190,260,1194,1194,0
1458,1190,268,1194,1194,0
1464,1190,274,1195,1194,0
1461,1190,271,1198,1194,0
1466,1190,276,1194,1194,0
1462,1190,272,1196,1194,0
1459,1190,269,1196,1195,0
1464,1190,274,1192,1194,0
1464,1190,274,1195,1194,0
1469,1190,279,1196,1194,0
1466,1190,276,1198,1195,0
1466,1190,276,1190,1194,0
1465,1190,275,1191,1194,0
1454,1190,264,1195,1194,0
1419,1190,229,1198,1194,0
1259,1190,69,1195,1194,0
1209,1190,0,1192,1194,0
1190,1190,0,1198,1194,0
1186,1190,0,1193,1194,0
1182,1190,0,1192,1194,0
1184,1190,0,1198,1194,0
1186,1190,0,1198,1194,0
1190,1190,0,1191,1194,0
1195,1190,0,1196,1194,0
1186,1190,0,1193,1194,0
1192,1190,0,1197,1194,0
1201,1190,0,1198,1194,0
1212,1190,0,1193,1194,0
1245,1190,55,1195,1194,0
1427,1190,237,1191,1194,0
1455,1190,265,1199,1194,0
1462,1190,272,1195,1194,0
1460,1190,270,1199,1194,0
1466,1190,276,1199,1195,0
1465,1190,275,1198,1195,0
1461,1190,271,1194,1195,0
1464,1190,274,1202,1195,0
1467,1190,277,1198,1195,0
1465,1190,275,1201,1195,0
1460,1190,270,1194,1195,0
1461,1190,271,1192,1195,0
1453,1190,263,1191,1195,0
1425,1190,235,1195,1195,0
1271,1190,81,1193,1194,0
1223,1190,0,1196,1195,0
1198,1190,0,1193,1194,0
1191,1190,0,1193,1194,0
1195,1190,0,1189,1194,0
1194,1190,0,1192,1194,0
1193,1190,0,1199,1194,0
1203,1190,0,1194,1194,0
1225,1190,0,1194,1194,0
1263,1190,73,1200,1194,0
1384,1190,194,1194,1194,0
1453,1190,263,1192,1194,0
1460,1190,270,1195,1194,0
1459,1190,269,1196,1194,0
1460,1190,270,1194,1194,0
1467,1190,277,1201,1194,0
1468,1190,278,1199,1195,0
1474,1190,284,1199,1195,0
1477,1190,287,1202,1195,0
1467,1190,277,1191,1195,0
1474,1190,284,1200,1195,0
1470,1190,280,1199,1195,0
1469,1190,279,1201,1195,0
1467,1190,277,1189,1195,0
1471,1190,281,1194,1195,0
1476,1190,286,1201,1195,0
1464,1190,274,1190,1195,0
1466,1190,276,1201,1195,0
1466,1190,276,1200,1195,0
1463,1190,273,1193,1195,0
1472,1190,282,1208,1195,0
1471,1190,281,1198,1195,0
1471,1190,281,1194,1195,0
1475,1190,285,1195,1195,0
1471,1190,281,1197,1195,0
1466,1190,276,1199,1195,0
1471,1190,281,1202,1195,0
1468,1190,278,1194,1195,0
1464,1190,274,1202,1195,0
1469,1190,279,1200,1195,0
1463,1190,273,1195,1195,0
1467,1190,277,1193,1195,0
1467,1190,277,1193,1195,0
1466,1190,276,1195,1195,0
1473,1190,283,1202,1195,0
1471,1190,281,1194,1195,0
1468,1190,278,1198,1195,0
1475,1190,285,1195,1195,0
1470,1190,280,1195,1195,0
1469,1190,279,1197,1195,0
1469,1190,279,1200,1195,0
1466,1190,276,1195,1195,0
1465,1190,275,1199,1195,0
1466,1190,276,1194,1195,0
1461,1190,271,1199,1195,0
1456,1190,266,1195,1195,0
1431,1190,241,1197,1195,0
1282,1190,92,1203,1195,0
1223,1190,0,1196,1195,0
1202,1190,0,1191,1195,0
1197,1190,0,1201,1195,0
1197,1190,0,1196,1195,0
1190,1190,0,1193,1195,0
1191,1190,0,1199,1195,0
1185,1190,0,1195,1195,0
1189,1190,0,1193,1195,0
1192,1190,0,1191,1195,0
1194,1190,0,1189,1195,0
1204,1190,0,1193,1195,0
1212,1190,0,1197,1195,0
1229,1191,0,1195,1195,0
1272,1191,81,1201,1195,0
1442,1191,251,1192,1195,0
1456,1191,265,1191,1195,0
1461,1191,270,1197,1195,0
1460,1191,269,1195,1195,0
1462,1191,271,1199,1195,0
1460,1191,269,1195,1195,0
1462,1191,271,1198,1195,0
1473,1191,282,1195,1195,0
1465,1191,274,1195,1195,0
1463,1191,272,1198,1195,0
1470,1191,279,1196,1195,0
1468,1191,277,1194,1195,0
1463,1191,272,1195,1195,0
1469,1191,278,1189,1195,0
1465,1191,274,1196,1195,0
1464,1191,273,1194,1195,0
1456,1191,265,1195,1195,0
1422,1191,231,1202,1195,0
1250,1191,59,1199,1195,0
1205,1191,0,1197,1195,0
1193,1191,0,1195,1195,0
1189,1191,0,1190,1195,0
1189,1191,0,1196,1195,0
1193,1191,0,1190,1195,0
1204,1191,0,1201,1195,0
1203,1191,0,1195,1195,0
1213,1191,0,1191,1195,0
1230,1191,0,1196,1195,0
1275,1191,84,1196,1195,0
1399,1191,208,1188,1195,0
1432,1191,241,1192,1195,0
1442,1191,251,1194,1195,0
1445,1191,254,1194,1195,0
1443,1191,252,1193,1194,0
1445,1191,254,1191,1194,0
1446,1191,255,1193,1194,0
1449,1191,258,1197,1194,0
1440,1191,249,1199,1194,0
1429,1191,238,1198,1195,0
1416,1191,225,1197,1195,0
1323,1191,132,1200,1195,0
1245,1191,54,1197,1195,0
1210,1191,0,1197,1195,0
1196,1191,0,1191,1195,0
1188,1191,0,1191,1194,0
1185,1191,0,1200,1195,0
1183,1191,0,1188,1194,0
1185,1191,0,1194,1194,0
1180,1191,0,1195,1194,0
1186,1191,0,1193,1194,0
1188,1191,0,1197,1194,0
1189,1191,0,1191,1194,0
1198,1191,0,1199,1194,0
1197,1191,0,1194,1194,0
1208,1191,0,1195,1194,0
1221,1191,0,1193,1194,0
1259,1191,68,1189,1194,0
1406,1191,215,1195,1194,0
1449,1191,258,1195,1194,0
1452,1191,261,1198,1194,0
1459,1191,268,1191,1194,0
1454,1191,263,1195,1194,0
1456,1191,265,1194,1194,0
1459,1191,268,1197,1194,0
1463,1191,272,1198,1194,0
1457,1191,266,1198,1194,0
1458,1191,267,1199,1194,0
1458,1191,267,1192,1194,0
1463,1191,272,1191,1194,0
1461,1191,270,1198,1194,0
1444,1191,253,1198,1194,0
1403,1191,212,1203,1195,0
1260,1191,69,1195,1195,0
1208,1191,0,1196,1195,0
1189,1191,0,1194,1194,0
1186,1191,0,1196,1195,0
1182,1191,0,1198,1195,0
1183,1191,0,1194,1195,0
1185,1191,0,1195,1195,0
1183,1191,0,1202,1195,0
1186,1191,0,1196,1195,0
1192,1191,0,1198,1195,0
1198,1191,0,1199,1195,0
1221,1191,0,1194,1195,0
1277,1191,86,1190,1195,0
1436,1191,245,1190,1194,0
1449,1191,258,1193,1194,0
1453,1191,262,1195,1194,0
1458,1191,267,1194,1194,0
1455,1191,264,1196,1194,0
1461,1191,270,1196,1194,0
1460,1191,269,1198,1195,0
1466,1191,275,1194,1194,0
1463,1191,272,1194,1194,0
1460,1191,269,1199,1195,0
1463,1191,272,1197,1195,0
1455,1191,264,1197,1195,0
1454,1191,263,1193,1195,0
1449,1191,258,1202,1195,0
1446,1191,255,1192,1195,0
1436,1191,245,1191,1194,0
1366,1191,175,1191,1194,0
1255,1191,64,1198,1194,0
1217,1191,0,1205,1195,0
1204,1191,0,1195,1195,0
1198,1191,0,1198,1195,0
1194,1191,0,1204,1195,0
1195,1191,0,1192,1195,0
1194,1191,0,1192,1195,0
1201,1191,0,1192,1195,0
1205,1191,0,1196,1195,0
1213,1191,0,1194,1195,0
1247,1191,56,1198,1195,0
1361,1191,170,1197,1195,0
1444,1191,253,1199,1195,0
1454,1191,263,1195,1195,0
1454,1191,263,1191,1195,0
1457,1191,266,1192,1194,0
1457,1191,266,1194,1194,0
1463,1191,272,1196,1194,0
1456,1191,265,1194,1194,0
1452,1191,261,1191,1194,0
1460,1191,269,1192,1194,0
1456,1191,265,1192,1194,0
1457,1191,266,1199,1194,0
1447,1191,256,1196,1194,0
1438,1191,247,1193,1194,0
1365,1191,174,1189,1194,0
1272,1191,81,1194,1194,0
1219,1192,0,1193,1194,0
1208,1192,0,1196,1194,0
1194,1192,0,1188,1194,0
1186,1192,0,1191,1194,0
1188,1192,0,1197,1194,0
1187,1192,0,1189,1194,0
1191,1192,0,1195,1194,0
1197,1192,0,1201,1194,0
1201,1192,0,1195,1194,0
1208,1192,0,1198,1194,0
1228,1192,0,1196,1194,0
1280,1192,88,1195,1194,0
1416,1192,224,1198,1194,0
1447,1192,255,1191,1194,0
1443,1192,251,1193,1194,0
1449,1192,257,1188,1194,0
1453,1192,261,1197,1194,0
1449,1192,257,1194,1194,0
1444,1192,252,1196,1194,0
1439,1192,247,1201,1194,0
1405,1192,213,1193,1194,0
1258,1192,66,1193,1194,0
1206,1192,0,1195,1194,0
1193,1192,0,1192,1194,0
1186,1192,0,1198,1194,0
1184,1192,0,1190,1194,0
1189,1192,0,1203,1194,0
1180,1192,0,1198,1194,0
1180,1192,0,1196,1194,0
1183,1192,0,1193,1194,0
1191,1192,0,1196,1194,0
1198,1192,0,1197,1194,0
1208,1192,0,1196,1194,0
1247,1192,55,1191,1194,0
1413,1192,221,1193,1194,0
1442,1192,250,1194,1194,0
1449,1192,257,1191,1194,0
1452,1192,260,1193,1194,0
1451,1192,259,1194,1194,0
1457,1192,265,1202,1194,0
1457,1192,265,1193,1194,0
1454,1192,262,1195,1194,0
1457,1192,265,1194,1194,0
1464,1192,272,1197,1194,0
1459,1192,267,1190,1194,0
1459,1192,267,1186,1194,0
1459,1192,267,1198,1194,0
1462,1192,270,1193,1194,0
1466,1192,274,1204,1194,0
1464,1192,272,1195,1194,0
1459,1192,267,1196,1194,0
1462,1192,270,1201,1194,0
1457,1192,265,1197,1194,0
1461,1192,269,1199,1194,0
1465,1192,273,1196,1194,0
1461,1192,269,1193,1194,0
1461,1192,269,1193,1194,0
1462,1192,270,1194,1194,0
1462,1192,270,1198,1194,0
1463,1192,271,1193,1194,0
1464,1192,272,1195,1194,0
1461,1192,269,1193,1194,0
1455,1192,263,1196,1194,0
1454,1192,262,1194,1194,0
1460,1192,268,1192,1194,0
1452,1192,260,1198,1194,0
1454,1192,262,1197,1194,0
1445,1192,253,1198,1194,0
1419,1192,227,1195,1194,0
1276,1192,84,1202,1194,0
1212,1192,0,1195,1194,0
1196,1192,0,1197,1194,0
1189,1192,0,1198,1194,0
1186,1192,0,1198,1194,0
1190,1192,0,1192,1194,0
1179,1192,0,1191,1194,0
1183,1192,0,1189,1194,0
1181,1192,0,1195,1194,0
1182,1192,0,1197,1194,0
1179,1191,0,1193,1194,0
1183,1191,0,1196,1194,0
1178,1191,0,1197,1194,0
1186,1191,0,1199,1194,0
1178,1191,0,1193,1194,0
1180,1191,0,1193,1194,0
1182,1191,0,1197,1194,0
1181,1191,0,1193,1194,0
1181,1191,0,1199,1194,0
1186,1191,0,1194,1194,0
1186,1191,0,1195,1194,0
1194,1191,0,1191,1194,0
1199,1191,0,1191,1194,0
1215,1191,0,1193,1194,0
1242,1191,51,1195,1194,0
1336,1191,145,1197,1194,0
1442,1191,251,1191,1194,0
1452,1191,261,1191,1194,0
1452,1191,261,1187,1194,0
1460,1191,269,1195,1194,0
1457,1191,266,1201,1194,0
1457,1191,266,1197,1194,0
1460,1191,269,1198,1194,0
1457,1191,266,1195,1194,0
1460,1191,269,1193,1194,0
1456,1191,265,1195,1194,0
1464,1191,273,1190,1194,0
1461,1191,270,1201,1194,0
1461,1191,270,1189,1194,0
1456,1191,265,1199,1194,0
1455,1191,264,1195,1194,0
1460,1191,269,1193,1194,0
1450,1191,259,1190,1194,0
1390,1191,199,1194,1194,0
1248,1191,57,1197,1194,0
1210,1191,0,1193,1194,0
1196,1191,0,1200,1194,0
1191,1191,0,1195,1194,0
1188,1191,0,1190,1194,0
1181,1191,0,1195,1194,0
1186,1191,0,1194,1194,0
1181,1191,0,1195,1194,0
1186,1191,0,1192,1194,0
1191,1191,0,1202,1194,0
1185,1191,0,1198,1194,0
1194,1191,0,1197,1194,0
1200,1191,0,1194,1194,0
1209,1191,0,1192,1194,0
1207,1191,0,1194,1194,0
1228,1191,0,1196,1194,0
1256,1191,65,1194,1194,0
1334,1191,143,1198,1194,0
1442,1191,251,1191,1194,0
1448,1191,257,1198,1194,0
1447,1191,256,1193,1194,0
1452,1191,261,1191,1194,0
1458,1191,267,1197,1194,0
1452,1191,261,1197,1194,0
1447,1191,256,1202,1194,0
1453,1191,262,1199,1194,0
1457,1191,266,1204,1194,0
1451,1191,260,1199,1194,0
1437,1191,246,1196,1194,0
1417,1191,226,1196,1194,0
1292,1191,101,1194,1194,0
1228,1192,0,1203,1195,0
1200,1192,0,1196,1195,0
1189,1192,0,1201,1195,0
1188,1192,0,1192,1195,0
1187,1192,0,1193,1194,0
1184,1191,0,1200,1195,0
1191,1191,0,1197,1195,0
1191,1191,0,1201,1195,0
1191,1191,0,1194,1195,0
1188,1191,0,1194,1195,0
1187,1191,0,1198,1195,0
1204,1191,0,1201,1195,0
1205,1192,0,1191,1195,0
1222,1192,0,1198,1195,0
1251,1192,59,1197,1195,0
1339,1192,147,1195,1195,0
1449,1192,257,1195,1195,0
1450,1192,258,1192,1195,0
1460,1192,268,1198,1195,0
1462,1192,270,1196,1195,0
1462,1192,270,1197,1195,0
1461,1192,269,1201,1195,0
1467,1192,275,1198,1195,0
1463,1192,271,1200,1195,0
1463,1192,271,1196,1195,0
1465,1192,273,1194,1195,0
1460,1192,268,1194,1195,0
1461,1192,269,1192,1195,0
1460,1192,268,1197,1195,0
1459,1192,267,1199,1195,0
1452,1192,260,1197,1195,0
1437,1192,245,1193,1195,0
1334,1192,142,1192,1195,0
1231,1192,0,1197,1195,0
1205,1192,0,1202,1195,0
1192,1192,0,1193,1195,0
1196,1192,0,1191,1195,0
1198,1192,0,1200,1195,0
1204,1192,0,1200,1195,0
1200,1192,0,1199,1195,0
1212,1192,0,1196,1195,0
1230,1192,0,1194,1195,0
1303,1192,111,1193,1195,0
1436,1192,244,1201,1195,0
1448,1192,256,1191,1195,0
1457,1192,265,1193,1195,0
1461,1192,269,1192,1195,0
1463,1192,271,1197,1195,0
1460,1192,268,1191,1195,0
1463,1192,271,1200,1195,0
1461,1192,269,1198,1195,0
1464,1192,272,1197,1195,0
1462,1192,270,1191,1195,0
1466,1192,274,1198,1195,0
1460,1192,268,1196,1195,0
1465,1192,273,1196,1195,0
1461,1192,269,1197,1195,0
1464,1192,272,1203,1195,0
1462,1192,270,1193,1195,0
1455,1192,263,1196,1195,0
1441,1192,249,1197,1195,0
1277,1192,85,1194,1195,0
1217,1192,0,1195,1195,0
1197,1192,0,1196,1195,0
1189,1192,0,1199,1195,0
1185,1192,0,1195,1195,0
1192,1192,0,1199,1195,0
1182,1192,0,1200,1195,0
1184,1192,0,1196,1195,0
1190,1192,0,1196,1195,0
1195,1192,0,1195,1195,0
1206,1192,0,1194,1195,0
1250,1192,58,1197,1195,0
1403,1192,211,1199,1195,0
1447,1192,255,1197,1195,0
1450,1192,258,1193,1195,0
1459,1192,267,1193,1195,0
1455,1192,263,1196,1195,0
1460,1192,268,1194,1195,0
1462,1192,270,1195,1195,0
1464,1192,272,1198,1195,0
1459,1192,267,1200,1195,0
1459,1192,267,1197,1195,0
1464,1192,272,1194,1195,0
1467,1192,275,1195,1195,0
1463,1192,271,1195,1195,0
1460,1192,268,1206,1195,0
1458,1192,266,1194,1195,0
1453,1192,261,1200,1195,0
1453,1192,261,1199,1195,0
1434,1192,242,1196,1195,0
1332,1192,140,1201,1195,0
1239,1192,47,1191,1195,0
1201,1192,0,1197,1195,0
1194,1192,0,1194,1195,0
1188,1192,0,1195,1195,0
1187,1192,0,1193,1195,0
1186,1192,0,1195,1195,0
1186,1192,0,1194,1195,0
1193,1192,0,1193,1195,0
1200,1192,0,1191,1195,0
1221,1192,0,1193,1195,0
1322,1192,130,1191,1195,0
1440,1192,248,1193,1195,0
1450,1192,258,1197,1195,0
1456,1192,264,1194,1195,0
1453,1192,261,1200,1195,0
1459,1192,267,1204,1195,0
1450,1192,258,1203,1195,0
1451,1192,259,1195,1195,0
1454,1192,262,1199,1195,0
1442,1192,250,1198,1195,0
1383,1192,191,1200,1195,0
1238,1192,46,1195,1195,0
1199,1192,0,1205,1195,0
1185,1192,0,1192,1195,0
1181,1192,0,1193,1195,0
1190,1192,0,1195,1195,0
1180,1192,0,1194,1195,0
1183,1192,0,1192,1195,0
1183,1192,0,1200,1195,0
1186,1192,0,1199,1195,0
1193,1192,0,1193,1195,0
1189,1192,0,1195,1195,0
1201,1192,0,1196,1195,0
1209,1192,0,1196,1195,0
1222,1192,0,1196,1195,0
1280,1192,88,1203,1195,0
1432,1192,240,1195,1195,0
1441,1192,249,1197,1195,0
1451,1192,259,1197,1195,0
1455,1192,263,1204,1195,0
1455,1192,263,1193,1195,0
1460,1192,268,1202,1195,0
1456,1192,264,1197,1195,0
1462,1192,270,1198,1195,0
1463,1192,271,1197,1195,0
1463,1192,271,1191,1195,0
1462,1192,270,1191,1195,0
1458,1192,266,1199,1195,0
1461,1192,269,1194,1195,0
1468,1192,276,1197,1195,0
1465,1192,273,1194,1195,0
1460,1192,268,1199,1195,0
1466,1192,274,1195,1195,0
1458,1192,266,1197,1195,0
1466,1192,274,1210,1195,0
1465,1192,273,1196,1195,0
1467,1192,275,1196,1195,0
1465,1192,273,1200,1195,0
1464,1192,272,1193,1195,0
1462,1192,270,1197,1195,0
1461,1192,269,1194,1195,0
1465,1192,273,1193,1195,0
1464,1192,272,1198,1195,0
1465,1192,273,1198,1195,0
1463,1192,271,1197,1195,0
1466,1192,274,1199,1195,0
1469,1192,277,1194,1195,0
1467,1192,275,1200,1195,0
1466,1192,274,1196,1195,0
1465,1192,273,1190,1195,0
1462,1192,270,1200,1195,0
1464,1192,272,1197,1195,0
1467,1192,275,1191,1195,0
1469,1192,277,1200,1195,0
1463,1192,271,1194,1195,0
1466,1192,274,1202,1195,0
1466,1192,274,1201,1195,0
1465,1192,273,1197,1195,0
1469,1192,277,1190,1195,0
1462,1192,270,1192,1195,0
1463,1192,271,1198,1195,0
1466,1192,274,1197,1195,0
1460,1192,268,1196,1195,0
1447,1192,255,1190,1195,0
1431,1192,239,1200,1195,0
1335,1192,143,1191,1195,0
1261,1192,69,1197,1195,0
1235,1192,43,1195,1195,0
1229,1192,0,1195,1195,0
1222,1192,0,1199,1195,0
1220,1193,0,1196,1195,0
1222,1193,0,1197,1195,0
1224,1193,0,1196,1195,0
1227,1193,0,1196,1195,0
1240,1193,47,1194,1195,0
1240,1193,47,1201,1195,0
1250,1193,57,1196,1195,0
1254,1193,61,1202,1195,0
1263,1193,70,1195,1195,0
1279,1193,86,1197,1195,0
1294,1193,101,1192,1195,0
1320,1193,127,1199,1195,0
1371,1193,178,1193,1195,0
1399,1193,206,1194,1195,0
1419,1193,226,1196,1195,0
1435,1193,242,1193,1195,0
1441,1193,248,1194,1195,0
1452,1193,259,1194,1195,0
1450,1193,257,1195,1195,0
1452,1193,259,1199,1195,0
1462,1193,269,1195,1195,0
1462,1193,269,1194,1195,0
1456,1193,263,1195,1195,0
1456,1193,263,1194,1195,0
1467,1193,274,1193,1195,0
1459,1193,266,1197,1195,0
1467,1193,274,1197,1195,0
1462,1193,269,1199,1195,0
1465,1193,272,1195,1195,0
1466,1193,273,1194,1195,0
1465,1193,272,1196,1195,0
1465,1193,272,1196,1195,0
1465,1193,272,1198,1195,0
1466,1193,273,1197,1195,0
1466,1193,273,1194,1195,0
1471,1193,278,1197,1195,0
1470,1193,277,1201,1195,0
1463,1193,270,1195,1195,0
1464,1193,271,1193,1195,0
1465,1193,272,1190,1195,0
1463,1193,270,1198,1195,0
1460,1193,267,1197,1195,0
1461,1193,268,1195,1195,0
1463,1193,270,1197,1195,0
1463,1193,270,1192,1195,0
1461,1193,268,1199,1195,0
1458,1193,265,1195,1195,0
1455,1193,262,1194,1195,0
1445,1193,252,1197,1195,0
1441,1193,248,1196,1195,0
1431,1193,238,1195,1195,0
1415,1193,222,1191,1195,0
1291,1193,98,1194,1195,0
1222,1193,0,1202,1195,0
1197,1193,0,1193,1195,0
1186,1193,0,1198,1195,0
1181,1193,0,1193,1195,0
1181,1193,0,1196,1195,0
1182,1193,0,1194,1195,0
1178,1193,0,1187,1195,0
1183,1193,0,1190,1195,0
1182,1193,0,1191,1195,0
1177,1193,0,1202,1195,0
1178,1193,0,1192,1195,0
1176,1193,0,1202,1195,0
1185,1192,0,1192,1195,0
1181,1192,0,1196,1195,0
1182,1192,0,1198,1195,0
1182,1192,0,1193,1195,0
1180,1192,0,1190,1195,0
1182,1192,0,1196,1195,0
1179,1192,0,1199,1195,0
1184,1192,0,1193,1195,0
1181,1192,0,1194,1195,0
1181,1192,0,1193,1195,0
1188,1192,0,1199,1195,0
1188,1192,0,1199,1195,0
1197,1192,0,1201,1195,0
1193,1192,0,1191,1195,0
1200,1192,0,1192,1195,0
1206,1192,0,1188,1195,0
1229,1192,0,1203,1195,0
1357,1192,165,1193,1195,0
1425,1192,233,1198,1195,0
1434,1192,242,1197,1195,0
1442,1192,250,1193,1195,0
1447,1192,255,1198,1195,0
1450,1192,258,1201,1195,0
1460,1192,268,1195,1195,0
1458,1192,266,1199,1195,0
1453,1192,261,1197,1195,0
1453,1192,261,1195,1195,0
1453,1192,261,1193,1195,0
1460,1192,268,1196,1195,0
1463,1192,271,1195,1195,0
1467,1192,275,1196,1195,0
1457,1192,265,1196,1195,0
1457,1192,265,1199,1195,0
1460,1192,268,1198,1195,0
1465,1192,273,1199,1195,0
1462,1192,270,1196,1195,0
1460,1192,268,1199,1195,0
1459,1192,267,1200,1195,0
1460,1192,268,1191,1195,0
1462,1192,270,1197,1195,0
1467,1192,275,1203,1195,0
1462,1192,270,1196,1195,0
1462,1192,270,1198,1195,0
1462,1192,270,1201,1195,0
1459,1192,267,1194,1195,0
1464,1192,272,1196,1195,0
1460,1192,268,1200,1195,0
1463,1192,271,1201,1195,0
1464,1192,272,1196,1195,0
1451,1192,259,1193,1195,0
1449,1192,257,1193,1195,0
1443,1192,251,1192,1195,0
1423,1192,231,1196,1195,0
1329,1192,137,1201,1195,0
1249,1192,57,1194,1195,0
1214,1192,0,1194,1195,0
1197,1192,0,1201,1195,0
1190,1192,0,1193,1195,0
1186,1192,0,1195,1195,0
1185,1192,0,1191,1195,0
1185,1192,0,1190,1195,0
1190,1192,0,1198,1195,0
1186,1192,0,1190,1195,0
1195,1192,0,1191,1195,0
1194,1192,0,1200,1195,0
1199,1192,0,1193,1195,0
1205,1192,0,1194,1195,0
1215,1192,0,1193,1195,0
1217,1192,0,1188,1195,0
1229,1193,0,1196,1195,0
1233,1193,0,1190,1195,0
1238,1193,45,1194,1194,0
1243,1193,50,1197,1195,0
1251,1193,58,1195,1195,0
1253,1193,60,1190,1194,0
1258,1193,65,1195,1194,0
1269,1193,76,1196,1194,0
1312,1193,119,1196,1194,0
1386,1193,193,1194,1194,0
1412,1193,219,1191,1194,0
1424,1193,231,1199,1194,0
1438,1193,245,1198,1194,0
1441,1193,248,1197,1195,0
1453,1193,260,1195,1195,0
1458,1193,265,1201,1195,0
1456,1193,263,1196,1195,0
1456,1193,263,1198,1195,0
1459,1193,266,1194,1195,0
1459,1193,266,1193,1195,0
1462,1193,269,1196,1195,0
1458,1193,265,1200,1195,0
1456,1193,263,1191,1195,0
1459,1193,266,1198,1195,0
1463,1193,270,1196,1195,0
1459,1193,266,1203,1195,0
1460,1193,267,1200,1195,0
1454,1193,261,1196,1195,0
1448,1193,255,1194,1195,0
1437,1193,244,1193,1195,0
1402,1193,209,1192,1195,0
1282,1193,89,1196,1195,0
1224,1193,0,1193,1195,0
1200,1193,0,1197,1195,0
1188,1193,0,1195,1195,0
1184,1193,0,1192,1194,0
1185,1193,0,1195,1194,0
1183,1193,0,1194,1194,0
1190,1193,0,1196,1194,0
1182,1193,0,1193,1194,0
1188,1193,0,1193,1194,0
1192,1193,0,1195,1194,0
1192,1193,0,1198,1194,0
1205,1193,0,1188,1194,0
1227,1193,0,1198,1194,0
1324,1193,131,1197,1194,0
1435,1193,242,1198,1194,0
1441,1193,248,1196,1195,0
1450,1193,257,1195,1195,0
1458,1193,265,1195,1195,0
1456,1193,263,1197,1195,0
1462,1193,269,1198,1195,0
1463,1193,270,1201,1195,0
1458,1193,265,1197,1195,0
1466,1193,273,1195,1195,0
1468,1193,275,1196,1195,0
1465,1193,272,1202,1195,0
1464,1193,271,1200,1195,0
1459,1193,266,1196,1195,0
1465,1193,272,1191,1195,0
1464,1193,271,1194,1195,0
1460,1193,267,1195,1195,0
1457,1193,264,1202,1195,0
1455,1193,262,1195,1195,0
1449,1193,256,1201,1195,0
1432,1193,239,1195,1195,0
1362,1193,169,1197,1195,0
1271,1193,78,1193,1195,0
1234,1193,41,1195,1195,0
1212,1193,0,1194,1195,0
1198,1193,0,1194,1195,0
1194,1193,0,1191,1195,0
1188,1193,0,1197,1195,0
1191,1193,0,1197,1195,0
1187,1193,0,1193,1195,0
1185,1193,0,1197,1195,0
1185,1193,0,1194,1195,0
1193,1193,0,1193,1195,0
1195,1193,0,1201,1195,0
1204,1193,0,1196,1195,0
1221,1193,0,1193,1195,0
1266,1193,73,1199,1195,0
1404,1193,211,1195,1195,0
1437,1193,244,1197,1195,0
1441,1193,248,1197,1195,0
1449,1193,256,1195,1195,0
1450,1193,257,1198,1195,0
1460,1193,267,1197,1195,0
1454,1193,261,1198,1195,0
1456,1193,263,1200,1195,0
1455,1193,262,1200,1195,0
1459,1193,266,1194,1195,0
1459,1193,266,1193,1195,0
1460,1193,267,1193,1195,0
1460,1193,267,1191,1195,0
1462,1193,269,1205,1195,0
1458,1193,265,1194,1195,0
1462,1193,269,1198,1195,0
1460,1193,267,1194,1195,0
1463,1193,270,1199,1195,0
1462,1193,269,1198,1195,0
1462,1193,269,1195,1195,0
1468,1193,275,1200,1195,0
1460,1193,267,1196,1195,0
1462,1193,269,1195,1195,0
1461,1193,268,1194,1195,0
1461,1193,268,1193,1195,0
1462,1193,269,1193,1195,0
1467,1193,274,1202,1195,0
1464,1193,271,1197,1195,0
1464,1193,271,1191,1195,0
1456,1193,263,1200,1195,0
1464,1193,271,1195,1195,0
1463,1193,270,1192,1195,0
1466,1193,273,1196,1195,0
1462,1193,269,1208,1195,0
1463,1193,270,1199,1195,0
1458,1193,265,1195,1195,0
1463,1193,270,1193,1195,0
1462,1193,269,1197,1195,0
1468,1193,275,1191,1195,0
1463,1193,270,1201,1195,0
1470,1193,277,1197,1195,0
1465,1193,272,1202,1195,0
1459,1193,266,1200,1195,0
1461,1193,268,1194,1195,0
1465,1193,272,1195,1195,0
1460,1193,267,1191,1195,0
1458,1193,265,1197,1195,0
1463,1193,270,1194,1195,0
