x0,x1,x2,x3,x4,x5
1188,1186,0,1198,1199,0
1193,1186,0,1194,1199,0
1182,1186,0,1195,1199,0
1179,1186,0,1194,1199,0
1183,1186,0,1190,1199,0
1188,1186,0,1197,1199,0
1183,1186,0,1190,1199,0
1186,1186,0,1189,1199,0
1188,1186,0,1192,1199,0
1186,1186,0,1197,1199,0
1192,1186,0,1197,1199,0
1189,1186,0,1192,1199,0
1197,1186,0,1194,1199,0
1193,1186,0,1196,1199,0
1194,1186,0,1199,1199,0
1202,1186,0,1193,1199,0
1206,1187,0,1197,1199,0
1224,1187,0,1194,1199,0
1241,1187,54,1191,1199,0
1305,1187,118,1199,1199,0
1435,1187,248,1202,1199,0
1449,1187,262,1196,1199,0
1459,1187,272,1194,1199,0
1466,1187,279,1193,1199,0
1471,1187,284,1189,1199,0
1468,1187,281,1190,1199,0
1467,1187,280,1191,1199,0
1467,1187,280,1194,1198,0
1469,1187,282,1202,1198,0
1464,1187,277,1199,1198,0
1446,1187,259,1196,1198,0
1426,1187,239,1193,1198,0
1283,1187,96,1194,1198,0
1225,1187,0,1198,1198,0
1206,1187,0,1195,1198,0
1200,1187,0,1195,1198,0
1198,1187,0,1192,1198,0
1189,1187,0,1193,1198,0
1186,1187,0,1191,1198,0
1194,1187,0,1192,1198,0
1184,1187,0,1193,1198,0
1183,1187,0,1194,1198,0
1182,1187,0,1194,1198,0
1189,1187,0,1192,1198,0
1185,1187,0,1193,1198,0
1187,1187,0,1196,1198,0
1183,1187,0,1196,1198,0
1193,1187,0,1195,1198,0
1201,1187,0,1200,1198,0
1204,1187,0,1194,1198,0
1221,1187,0,1196,1198,0
1252,1187,65,1196,1198,0
1388,1187,201,1194,1198,0
1451,1187,264,1198,1198,0
1457,1187,270,1197,1198,0
1461,1187,274,1193,1198,0
1471,1187,284,1198,1198,0
1467,1187,280,1192,1198,0
1465,1187,278,1200,1198,0
1470,1187,283,1198,1198,0
1471,1187,284,1196,1198,0
1469,1187,282,1193,1198,0
1465,1187,278,1197,1198,0
1472,1187,285,1198,1198,0
1471,1187,284,1196,1198,0
1468,1187,281,1198,1198,0
1470,1187,283,1198,1198,0
1470,1187,283,1193,1198,0
1471,1187,284,1193,1198,0
1460,1187,273,1193,1198,0
1461,1187,274,1199,1198,0
1452,1187,265,1197,1198,0
1438,1187,251,1192,1198,0
1394,1187,207,1191,1198,0
1320,1187,133,1190,1198,0
1278,1187,91,1195,1198,0
1262,1187,75,1192,1198,0
1256,1187,69,1191,1198,0
1251,1187,64,1195,1198,0
1246,1187,59,1195,1198,0
1244,1187,57,1201,1198,0
1236,1187,49,1192,1198,0
1236,1187,49,1194,1198,0
1229,1187,42,1198,1198,0
1228,1187,41,1200,1198,0
1231,1187,44,1192,1198,0
1236,1187,49,1199,1198,0
1236,1187,49,1194,1198,0
1230,1187,43,1194,1198,0
1234,1187,47,1194,1198,0
1235,1187,48,1189,1198,0
1239,1187,52,1189,1197,0
1251,1187,64,1189,1197,0
1270,1187,83,1193,1197,0
1328,1187,141,1191,1197,0
1416,1187,229,1194,1197,0
1433,1187,246,1197,1197,0
1445,1187,258,1189,1197,0
1458,1187,271,1200,1197,0
1459,1187,272,1194,1197,0
1460,1187,273,1189,1197,0
1463,1187,276,1195,1197,0
1469,1187,282,1194,1197,0
1468,1187,281,1193,1197,0
1464,1187,277,1192,1197,0
1470,1187,283,1200,1197,0
1468,1187,281,1191,1197,0
1462,1187,275,1197,1197,0
1465,1187,278,1200,1197,0
1464,1187,277,1192,1197,0
1463,1187,276,1195,1197,0
1456,1187,269,1191,1197,0
1454,1187,267,1196,1197,0
1423,1187,236,1192,1197,0
1297,1187,110,1195,1197,0
1235,1187,48,1191,1197,0
1201,1187,0,1201,1197,0
1192,1187,0,1193,1197,0
1186,1187,0,1197,1197,0
1181,1187,0,1193,1197,0
1178,1187,0,1191,1197,0
1186,1187,0,1190,1197,0
1181,1187,0,1193,1197,0
1178,1187,0,1197,1197,0
1176,1187,0,1194,1197,0
1183,1187,0,1189,1197,0
1181,1187,0,1191,1197,0
1190,1187,0,1190,1197,0
1189,1187,0,1193,1197,0
1203,1187,0,1191,1197,0
1244,1187,57,1198,1197,0
1454,1187,267,1192,1197,0
1463,1187,276,1192,1197,0
1472,1187,285,1193,1197,0
1465,1187,278,1198,1197,0
1466,1187,279,1199,1197,0
1468,1187,281,1194,1197,0
1465,1187,278,1196,1197,0
1468,1187,281,1196,1197,0
1466,1187,279,1192,1197,0
1467,1187,280,1197,1197,0
1474,1187,287,1200,1197,0
1466,1187,279,1196,1197,0
1465,1187,278,1198,1197,0
1464,1187,277,1191,1197,0
1464,1187,277,1192,1197,0
1469,1187,282,1201,1197,0
1461,1187,274,1198,1197,0
1458,1187,271,1192,1197,0
1429,1187,242,1195,1197,0
1282,1187,95,1195,1197,0
1211,1187,0,1196,1197,0
1197,1187,0,1198,1197,0
1190,1187,0,1195,1197,0
1188,1187,0,1193,1197,0
1189,1187,0,1196,1197,0
1189,1187,0,1200,1197,0
1187,1187,0,1194,1197,0
1182,1187,0,1191,1197,0
1187,1187,0,1196,1197,0
1185,1187,0,1192,1196,0
1186,1187,0,1190,1196,0
1190,1187,0,1196,1196,0
1195,1187,0,1191,1196,0
1205,1187,0,1199,1196,0
1210,1187,0,1190,1196,0
1235,1187,48,1201,1196,0
1342,1187,155,1198,1196,0
1450,1187,263,1195,1196,0
1462,1187,275,1198,1196,0
1460,1187,273,1192,1196,0
1469,1187,282,1197,1196,0
1465,1187,278,1199,1196,0
1465,1187,278,1202,1196,0
1464,1187,277,1197,1196,0
1464,1187,277,1195,1196,0
1465,1187,278,1193,1196,0
1465,1187,278,1190,1196,0
1473,1187,286,1199,1196,0
1463,1187,276,1196,1196,0
1464,1187,277,1190,1196,0
1460,1187,273,1202,1196,0
1452,1187,265,1187,1196,0
1413,1187,226,1193,1196,0
1316,1187,129,1199,1196,0
1241,1187,54,1195,1196,0
1206,1187,0,1190,1196,0
1196,1187,0,1198,1196,0
1196,1187,0,1195,1196,0
1185,1187,0,1194,1196,0
1184,1187,0,1197,1196,0
1183,1187,0,1201,1196,0
1182,1187,0,1188,1196,0
1185,1187,0,1194,1196,0
1184,1187,0,1197,1196,0
1181,1187,0,1193,1196,0
1188,1187,0,1195,1196,0
1184,1187,0,1194,1196,0
1186,1187,0,1194,1196,0
1182,1187,0,1194,1196,0
1183,1187,0,1199,1196,0
1187,1187,0,1200,1196,0
1193,1187,0,1190,1196,0
1187,1187,0,1194,1196,0
1193,1187,0,1200,1196,0
1202,1187,0,1193,1196,0
1208,1187,0,1201,1196,0
1232,1187,45,1191,1196,0
1329,1187,142,1194,1196,0
1452,1187,265,1194,1196,0
1458,1187,271,1193,1196,0
1461,1187,274,1201,1196,0
1466,1187,279,1192,1196,0
1470,1187,283,1194,1196,0
1464,1187,277,1195,1196,0
1470,1187,283,1193,1196,0
1463,1187,276,1199,1196,0
1467,1187,280,1194,1196,0
1459,1187,272,1201,1196,0
1436,1187,249,1195,1196,0
1297,1187,110,1198,1196,0
1215,1188,0,1199,1196,0
1192,1188,0,1196,1196,0
1184,1188,0,1195,1196,0
1181,1188,0,1194,1196,0
1183,1187,0,1196,1196,0
1181,1187,0,1198,1196,0
1178,1187,0,1192,1196,0
1186,1187,0,1196,1196,0
1185,1187,0,1197,1196,0
1179,1187,0,1190,1196,0
1185,1187,0,1191,1196,0
1181,1187,0,1200,1196,0
1179,1187,0,1193,1196,0
1185,1187,0,1197,1196,0
1201,1187,0,1204,1196,0
1275,1187,88,1194,1196,0
1446,1187,259,1188,1196,0
1452,1187,265,1196,1196,0
1459,1187,272,1194,1196,0
1461,1187,274,1194,1196,0
1464,1187,277,1196,1196,0
1462,1187,275,1194,1196,0
1461,1187,274,1195,1196,0
1457,1187,270,1200,1196,0
1462,1187,275,1192,1196,0
1464,1187,277,1194,1196,0
1458,1187,271,1193,1196,0
1459,1187,272,1192,1196,0
1460,1187,273,1193,1196,0
1457,1187,270,1200,1196,0
1448,1187,261,1195,1196,0
1451,1187,264,1193,1196,0
1435,1187,248,1195,1196,0
1399,1187,212,1200,1196,0
1247,1187,60,1196,1196,0
1197,1187,0,1196,1196,0
1188,1187,0,1194,1196,0
1184,1187,0,1194,1196,0
1187,1187,0,1200,1196,0
1184,1187,0,1191,1196,0
1184,1187,0,1194,1196,0
1184,1187,0,1197,1196,0
1181,1187,0,1192,1196,0
1183,1187,0,1200,1196,0
1185,1187,0,1198,1196,0
1188,1187,0,1194,1196,0
1187,1187,0,1197,1196,0
1184,1187,0,1186,1196,0
1184,1187,0,1192,1196,0
1181,1187,0,1195,1196,0
1188,1187,0,1195,1196,0
1187,1187,0,1194,1196,0
1182,1187,0,1196,1196,0
1181,1187,0,1195,1196,0
1191,1187,0,1190,1196,0
1186,1187,0,1195,1196,0
1184,1187,0,1198,1196,0
1185,1187,0,1196,1196,0
1187,1187,0,1192,1196,0
1188,1187,0,1193,1196,0
1188,1187,0,1190,1196,0
1190,1187,0,1196,1196,0
1195,1187,0,1198,1196,0
1201,1187,0,1196,1196,0
1209,1187,0,1193,1196,0
1222,1187,0,1195,1196,0
1239,1187,52,1199,1196,0
1281,1187,94,1190,1196,0
1403,1187,216,1195,1196,0
1438,1187,251,1196,1196,0
1442,1187,255,1197,1196,0
1457,1187,270,1189,1195,0
1460,1187,273,1198,1195,0
1459,1187,272,1196,1195,0
1461,1187,274,1193,1195,0
1465,1187,278,1195,1195,0
1468,1187,281,1196,1195,0
1467,1187,280,1201,1195,0
1468,1187,281,1194,1195,0
1464,1187,277,1194,1195,0
1468,1187,281,1190,1195,0
1461,1187,274,1190,1195,0
1471,1187,284,1200,1195,0
1467,1187,280,1195,1195,0
1465,1187,278,1193,1195,0
1465,1187,278,1194,1195,0
1460,1187,273,1194,1195,0
1458,1187,271,1192,1195,0
1442,1187,255,1195,1195,0
1323,1187,136,1189,1195,0
1236,1187,49,1192,1195,0
1201,1187,0,1196,1195,0
1189,1187,0,1199,1195,0
1191,1187,0,1200,1195,0
1190,1187,0,1197,1195,0
1187,1187,0,1195,1195,0
1192,1187,0,1195,1195,0
1187,1187,0,1191,1195,0
1190,1187,0,1196,1195,0
1197,1188,0,1197,1195,0
1199,1188,0,1193,1195,0
1192,1188,0,1192,1195,0
1197,1188,0,1198,1195,0
1195,1188,0,1198,1195,0
1199,1188,0,1205,1195,0
1201,1188,0,1197,1195,0
1209,1188,0,1193,1195,0
1211,1188,0,1192,1195,0
1216,1188,0,1197,1195,0
1216,1188,0,1196,1195,0
1215,1188,0,1194,1195,0
1228,1188,0,1193,1195,0
1246,1188,58,1195,1195,0
1300,1188,112,1198,1195,0
1402,1188,214,1201,1195,0
1433,1188,245,1194,1195,0
1451,1188,263,1194,1195,0
1462,1188,274,1196,1195,0
1455,1188,267,1188,1195,0
1472,1188,284,1200,1195,0
1464,1188,276,1200,1195,0
1465,1188,277,1189,1195,0
1470,1188,282,1192,1195,0
1468,1188,280,1197,1195,0
1471,1188,283,1192,1195,0
1466,1188,278,1193,1195,0
1466,1188,278,1196,1195,0
1462,1188,274,1194,1195,0
1459,1188,271,1195,1195,0
1442,1188,254,1194,1195,0
1301,1188,113,1199,1195,0
1222,1188,0,1193,1195,0
1204,1189,0,1196,1195,0
1194,1189,0,1200,1195,0
1192,1189,0,1195,1195,0
1188,1189,0,1189,1195,0
1190,1189,0,1191,1195,0
1190,1189,0,1191,1195,0
1187,1189,0,1187,1195,0
1199,1189,0,1195,1195,0
1193,1189,0,1198,1195,0
1192,1189,0,1193,1195,0
1204,1189,0,1190,1195,0
1199,1189,0,1198,1195,0
1205,1189,0,1188,1195,0
1218,1189,0,1191,1195,0
1239,1189,50,1198,1195,0
1284,1189,95,1193,1195,0
1393,1189,204,1192,1195,0
1442,1189,253,1193,1195,0
1450,1189,261,1193,1195,0
1459,1189,270,1195,1195,0
1469,1189,280,1198,1195,0
1463,1189,274,1190,1195,0
1468,1189,279,1191,1195,0
1470,1189,281,1198,1195,0
1465,1189,276,1192,1195,0
1469,1189,280,1192,1195,0
1461,1189,272,1201,1195,0
1465,1189,276,1197,1195,0
1471,1189,282,1199,1195,0
1468,1189,279,1190,1195,0
1464,1189,275,1199,1195,0
1462,1189,273,1196,1195,0
1469,1189,280,1194,1195,0
1470,1189,281,1190,1195,0
1474,1189,285,1190,1195,0
1466,1189,277,1198,1195,0
1466,1189,277,1191,1195,0
1466,1189,277,1197,1195,0
1471,1189,282,1191,1195,0
1463,1189,274,1190,1195,0
1468,1189,279,1201,1195,0
1463,1189,274,1195,1195,0
1467,1189,278,1195,1195,0
1470,1189,281,1192,1195,0
1465,1189,276,1194,1195,0
1466,1189,277,1193,1195,0
1469,1189,280,1197,1195,0
1473,1189,284,1204,1195,0
1462,1189,273,1194,1195,0
1465,1189,276,1193,1195,0
1438,1189,249,1196,1195,0
1281,1189,92,1192,1195,0
1218,1189,0,1195,1195,0
1194,1189,0,1196,1195,0
1185,1189,0,1202,1195,0
1183,1189,0,1197,1195,0
1184,1189,0,1195,1195,0
1182,1189,0,1195,1195,0
1182,1189,0,1198,1195,0
1185,1189,0,1197,1195,0
1188,1189,0,1197,1195,0
1187,1189,0,1195,1195,0
1192,1189,0,1192,1195,0
1198,1189,0,1190,1195,0
1200,1189,0,1196,1195,0
1218,1189,0,1195,1195,0
1220,1189,0,1194,1195,0
1224,1189,0,1195,1195,0
1234,1189,45,1195,1195,0
1264,1189,75,1194,1195,0
1355,1189,166,1189,1195,0
1443,1189,254,1193,1195,0
1458,1189,269,1195,1195,0
1465,1189,276,1196,1195,0
1462,1189,273,1198,1195,0
1465,1189,276,1195,1195,0
1467,1189,278,1205,1195,0
1472,1189,283,1193,1195,0
1464,1189,275,1191,1195,0
1470,1189,281,1201,1195,0
1462,1189,273,1197,1195,0
1470,1189,281,1195,1195,0
1468,1189,279,1190,1195,0
1464,1189,275,1190,1195,0
1465,1189,276,1193,1195,0
1457,1189,268,1193,1195,0
1445,1189,256,1201,1195,0
1358,1189,169,1198,1195,0
1267,1189,78,1201,1195,0
1221,1189,0,1200,1195,0
1204,1189,0,1190,1195,0
1199,1189,0,1191,1195,0
1189,1189,0,1195,1195,0
1189,1189,0,1199,1195,0
1186,1189,0,1197,1195,0
1190,1189,0,1194,1195,0
1185,1189,0,1189,1195,0
1198,1189,0,1197,1195,0
1203,1189,0,1195,1195,0
1216,1190,0,1197,1195,0
1233,1190,43,1196,1195,0
1297,1190,107,1191,1195,0
1438,1190,248,1193,1195,0
1445,1190,255,1195,1195,0
1454,1190,264,1191,1195,0
1456,1190,266,1196,1195,0
1458,1190,268,1195,1195,0
1454,1190,264,1195,1195,0
1461,1190,271,1196,1195,0
1459,1190,269,1200,1195,0
1454,1190,264,1196,1195,0
1452,1190,262,1193,1195,0
1445,1190,255,1194,1195,0
1423,1190,233,1196,1195,0
1278,1190,88,1193,1195,0
1219,1190,0,1200,1195,0
1200,1190,0,1192,1195,0
1198,1190,0,1195,1195,0
1195,1190,0,1197,1195,0
1188,1190,0,1198,1195,0
1189,1190,0,1199,1195,0
1193,1190,0,1200,1195,0
1200,1190,0,1200,1195,0
1216,1190,0,1196,1195,0
1238,1190,48,1188,1195,0
1307,1190,117,1191,1195,0
1434,1190,244,1192,1195,0
1445,1190,255,1194,1195,0
1453,1190,263,1198,1195,0
1456,1190,266,1199,1195,0
1458,1190,268,1198,1195,0
1457,1190,267,1199,1195,0
1460,1190,270,1195,1195,0
1455,1190,265,1201,1195,0
1458,1190,268,1192,1195,0
1457,1190,267,1192,1195,0
1460,1190,270,1192,1195,0
1461,1190,271,1191,1195,0
1460,1190,270,1194,1195,0
1466,1190,276,1192,1195,0
1462,1190,272,1195,1195,0
1461,1190,271,1192,1195,0
1466,1190,276,1191,1195,0
1462,1190,272,1195,1195,0
1459,1190,269,1194,1195,0
1463,1190,273,1195,1195,0
1462,1190,272,1196,1195,0
1464,1190,274,1191,1195,0
1462,1190,272,1193,1195,0
1462,1190,272,1198,1195,0
1460,1190,270,1196,1195,0
1460,1190,270,1197,1195,0
1458,1190,268,1190,1195,0
1459,1190,269,1198,1195,0
1459,1190,269,1196,1195,0
1458,1190,268,1194,1195,0
1448,1190,258,1200,1195,0
1448,1190,258,1191,1195,0
1440,1190,250,1196,1195,0
1381,1190,191,1199,1195,0
1277,1190,87,1191,1195,0
1239,1190,49,1193,1195,0
1201,1190,0,1197,1195,0
1195,1190,0,1196,1195,0
1191,1190,0,1195,1195,0
1185,1190,0,1189,1194,0
1185,1190,0,1192,1194,0
1186,1190,0,1192,1194,0
1185,1190,0,1189,1194,0
1187,1190,0,1198,1194,0
1186,1190,0,1194,1194,0
1185,1190,0,1194,1194,0
1184,1190,0,1196,1194,0
1185,1190,0,1193,1194,0
1194,1190,0,1198,1194,0
1194,1190,0,1194,1194,0
1190,1190,0,1187,1194,0
1195,1190,0,1195,1194,0
1197,1190,0,1194,1194,0
1201,1190,0,1197,1194,0
1201,1190,0,1196,1194,0
1211,1190,0,1195,1194,0
1243,1190,53,1197,1194,0
1303,1190,113,1197,1194,0
1423,1190,233,1198,1194,0
1446,1190,256,1190,1194,0
1452,1190,262,1189,1194,0
1460,1190,270,1193,1194,0
1453,1190,263,1192,1194,0
1464,1190,274,1198,1194,0
1467,1190,277,1194,1194,0
1461,1190,271,1196,1194,0
1466,1190,276,1194,1194,0
1461,1190,271,1198,1194,0
1465,1190,275,1198,1194,0
1457,1190,267,1190,1194,0
1456,1190,266,1195,1194,0
1459,1190,269,1201,1194,0
1461,1190,271,1195,1194,0
1459,1190,269,1194,1194,0
1458,1190,268,1193,1194,0
1446,1190,256,1193,1194,0
1423,1190,233,1198,1194,0
1296,1190,106,1193,1194,0
1227,1190,0,1193,1194,0
1207,1190,0,1202,1194,0
1191,1190,0,1198,1194,0
1189,1190,0,1199,1194,0
1181,1190,0,1200,1194,0
1177,1190,0,1201,1194,0
1178,1190,0,1193,1194,0
1179,1190,0,1195,1194,0
1179,1190,0,1202,1195,0
1179,1190,0,1192,1195,0
1180,1190,0,1193,1194,0
1181,1190,0,1192,1194,0
1190,1190,0,1196,1194,0
1185,1190,0,1192,1194,0
1184,1190,0,1198,1194,0
1182,1190,0,1192,1194,0
1190,1190,0,1193,1194,0
1194,1190,0,1200,1194,0
1212,1190,0,1192,1194,0
1271,1190,81,1196,1194,0
1433,1190,243,1195,1194,0
1443,1190,253,1197,1194,0
1452,1190,262,1186,1194,0
1451,1190,261,1191,1194,0
1453,1190,263,1189,1194,0
1456,1190,266,1191,1194,0
1455,1190,265,1194,1194,0
1446,1190,256,1195,1194,0
1440,1190,250,1194,1194,0
1426,1190,236,1201,1194,0
1331,1190,141,1194,1194,0
1239,1190,49,1196,1194,0
1216,1190,0,1195,1194,0
1201,1190,0,1193,1194,0
1193,1190,0,1196,1194,0
1189,1190,0,1195,1194,0
1184,1190,0,1199,1194,0
1187,1190,0,1194,1194,0
1184,1190,0,1192,1194,0
1183,1190,0,1198,1194,0
1184,1190,0,1195,1194,0
1191,1190,0,1199,1194,0
1192,1190,0,1191,1194,0
1208,1190,0,1199,1194,0
1235,1190,45,1193,1194,0
1266,1190,76,1192,1194,0
1343,1190,153,1188,1194,0
1431,1190,241,1192,1194,0
1448,1190,258,1195,1194,0
1456,1190,266,1190,1194,0
1454,1190,264,1196,1194,0
1462,1190,272,1192,1194,0
1462,1190,272,1194,1194,0
1462,1190,272,1197,1194,0
1467,1190,277,1192,1194,0
