# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19
0, 0.0319375, -3.23008, -3.38049, -3.75872, -3.02524, -2.77726, -3.03601, -3.48274, -3.83982, -4.07223, -4.41375, -4.66392, -4.85901, -4.48203, -4.51298, -4.27795, -4.33439, -4.20596, -4.1557, -4.34348, -4.32331
0.01, 0.0319375, -3.46959, -3.25954, -3.74846, -2.9636, -3.38018, -2.89267, -3.37522, -3.49632, -4.04342, -4.32177, -4.26366, -4.53378, -4.5399, -4.45194, -4.22315, -4.14825, -4.27078, -4.17533, -4.38331, -4.1859
0.02, 0.0319375, -3.01951, -3.20827, -3.11282, -3.18719, -3.2897, -3.35519, -3.71027, -4.05692, -4.55818, -4.76057, -4.39262, -4.52257, -4.36784, -4.37902, -4.57896, -4.34484, -4.1521, -3.98059, -4.07384, -4.03301
0.03, 0.0319375, -3.25761, -3.24208, -3.09332, -3.49693, -2.97417, -3.36129, -3.8176, -3.93726, -4.32347, -4.31313, -4.20077, -4.54698, -4.48862, -4.2246, -4.31958, -4.1225, -3.90327, -3.99766, -3.76255, -3.91878
0.04, 0.0319375, -3.00533, -3.35445, -2.73326, -2.93069, -3.19481, -3.17614, -3.7251, -4.24209, -4.16835, -4.36735, -4.17284, -4.58396, -4.41997, -4.42092, -4.08509, -4.11456, -3.79159, -3.92355, -3.63933, -3.69372
0.05, 0.0319375, -3.17142, -3.53252, -3.20549, -3.29842, -2.63038, -3.06898, -3.83423, -4.05986, -4.15742, -4.22708, -4.20413, -4.52509, -4.36034, -4.12023, -4.2459, -4.07128, -3.76323, -3.77942, -3.75971, -3.6386
0.06, 0.0319375, -2.87904, -3.1999, -2.96917, -3.3537, -3.01189, -3.51242, -3.63788, -3.57687, -3.4622, -3.60173, -3.59697, -4.27628, -4.26259, -4.13457, -4.09154, -3.88917, -3.49994, -3.36772, -3.43518, -3.55976
0.07, 0.0319375, -3.32154, -3.22897, -3.12707, -3.58916, -3.08346, -3.19288, -3.34042, -3.71512, -3.27792, -3.52805, -3.87078, -4.19728, -4.02232, -3.99782, -3.86159, -3.58171, -3.15615, -3.33708, -2.96728, -3.14753
0.08, 0.0319375, -3.25479, -3.58874, -2.95529, -2.99031, -2.74078, -2.8451, -3.37353, -3.46486, -3.14567, -3.53839, -3.79486, -3.88307, -3.90481, -3.63345, -3.47365, -3.31497, -3.06129, -3.12928, -2.84097, -2.88167
0.09, 0.0319375, -3.51964, -3.1067, -3.14229, -2.98586, -2.79799, -2.99839, -3.49412, -3.21626, -3.08276, -3.65066, -4.52796, -4.19705, -3.4046, -3.42123, -3.80512, -3.16345, -2.91427, -3.20159, -2.4985, -2.55381
0.1, 0.0319375, -2.79651, -2.38544, -2.57254, -2.97546, -3.32024, -3.2463, -3.4946, -3.37066, -3.14358, -3.43938, -4.04185, -4.02067, -3.62903, -3.6698, -3.77253, -3.13509, -3.02786, -3.17219, -2.66349, -2.89243
0.11, 0.0319375, -2.96144, -2.84705, -2.85245, -2.93157, -3.16631, -3.34634, -3.35333, -3.38669, -3.24963, -3.59941, -3.9604, -4.19574, -4.13587, -4.13518, -3.81045, -3.35148, -3.12242, -3.09521, -2.78307, -3.17404
0.12, 0.0319375, -2.89308, -3.19473, -2.78705, -2.92132, -3.32432, -3.33805, -3.08279, -3.55396, -4.3461, -4.16303, -3.82928, -4.36294, -4.28686, -4.26582, -3.76279, -3.64098, -3.38814, -3.12749, -3.18317, -3.52987
0.13, 0.0319375, -3.06689, -3.07927, -3.04156, -2.98566, -3.09808, -3.11333, -3.12797, -3.39333, -4.06135, -3.92278, -4.21868, -4.16953, -4.07823, -4.21061, -3.98804, -3.53069, -3.31801, -3.26408, -3.25793, -3.60855
0.14, 0.0319375, -3.59395, -3.42826, -3.25405, -3.24541, -2.95241, -3.27894, -3.45793, -3.16901, -3.77174, -4.07707, -4.05861, -4.18898, -4.35846, -4.3039, -4.04482, -3.60119, -3.41641, -3.3629, -3.19112, -3.43121
0.15, 0.0319375, -3.15072, -3.12789, -3.24722, -3.1366, -2.79205, -3.11849, -3.65657, -3.43315, -3.66123, -4.04117, -4.26308, -4.31582, -4.63395, -4.63209, -3.92532, -3.53988, -3.60296, -3.28606, -3.21288, -3.33707
0.16, 0.0319375, -2.55956, -2.43685, -2.48563, -2.67964, -3.07784, -3.06088, -3.25574, -3.59984, -3.77058, -3.50182, -4.37054, -4.22845, -4.39926, -4.15095, -3.77196, -3.86695, -3.59037, -3.28801, -3.30202, -3.52791
0.17, 0.0319375, -2.97908, -3.16126, -2.92173, -3.19575, -3.14375, -3.2078, -3.7346, -3.55346, -3.33865, -2.46806, -3.91885, -4.19457, -4.3522, -4.07746, -3.41999, -3.60276, -3.42596, -3.28024, -3.15046, -3.39757
0.18, 0.0319375, -3.56417, -3.06952, -3.26452, -3.32525, -2.66531, -3.44711, -3.76593, -3.57555, -2.70452, -2.19907, -3.76878, -4.25779, -4.07416, -4.19969, -3.14374, -3.60888, -3.40933, -3.15506, -3.16062, -3.12469
0.19, 0.0319375, -3.0089, -3.11975, -2.99526, -2.878, -2.49924, -3.28828, -3.44713, -3.2442, -2.66566, -2.70162, -3.68467, -3.91613, -4.26653, -4.3263, -3.58964, -3.72363, -3.51929, -3.36393, -3.25404, -3.23843
0.2, 0.0319375, -3.3782, -3.06338, -3.05953, -2.85358, -2.59203, -3.3803, -2.87929, -2.29395, -2.61699, -2.95642, -3.66861, -4.09876, -4.47113, -4.07793, -3.97296, -3.80334, -3.58216, -3.47481, -3.0794, -3.12583
0.21, 0.0319375, -3.47516, -3.0789, -2.71606, -2.55303, -2.71505, -2.93385, -2.42226, -2.64132, -3.68611, -3.3469, -3.5818, -4.07236, -4.14515, -4.11612, -3.90941, -3.59711, -3.63456, -3.40792, -3.07273, -3.04591
