# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.0319375, 0.270095, 0.160817, 0.234612, 0.360956, 1.31852, 1.00842, 0.470024, 0.323407, 0.182383, 0.25992, 0.165353, 0.371289, 0.476852, 0.88321, 0.585254, 0.436751, 0.674405, 0.588371, 0.636349, 0.321683, 0.338768, 0.591608, 0.681602, 0.651071, 0.66535, 0.609901, 0.63818, 0.684442, 0.68219, 0.59072, 0.807569, 0.655904, 0.500468, 0.360174, 0.621773, 0.659773, 0.451101, 0.598524, 0.549064, 0.527249, 0.905443, 1.06897, 1.407, 1.65571, 1.32555, 1.31484, 0.975265, 0.754631, 0.683477, 0.79784
0.01, 0.0319375, 0.14662, 0.13509, 0.0838442, 0.281742, 1.27704, 0.960009, 0.529742, 0.566001, 0.312254, 0.165675, 0.188281, 0.238251, 0.49067, 0.706369, 0.695185, 0.463074, 0.764469, 0.681094, 0.557005, 0.678917, 0.536633, 0.543018, 0.687352, 0.688156, 0.684603, 0.501817, 0.654213, 0.900923, 0.801843, 0.612905, 0.640532, 0.749125, 0.641441, 0.448575, 0.723308, 0.64624, 0.507691, 0.686703, 0.612683, 0.625127, 0.939369, 1.0098, 1.32997, 1.84837, 1.72412, 1.31001, 0.898043, 0.728463, 0.74904, 0.657673
0.02, 0.0319375, 0.247222, 0.091905, 0.0899742, 0.372804, 1.32606, 1.06812, 0.587834, 0.405922, 0.380935, 0.207598, 0.28508, 0.536689, 0.559731, 0.289179, 0.329049, 0.384495, 0.699736, 0.58185, 0.62679, 0.721276, 0.659387, 0.365089, 0.417981, 0.556762, 0.567081, 0.502569, 0.628597, 0.556116, 0.598977, 0.542815, 0.645021, 0.929004, 0.704204, 0.460713, 0.732811, 0.578595, 0.529095, 0.641233, 0.753479, 0.905786, 0.935573, 0.924202, 1.26555, 1.5551, 1.68153, 1.44075, 0.852645, 0.724855, 0.615093, 0.718492
0.03, 0.0319375, 0.189298, 0.0752375, 0.101262, 0.330173, 1.35829, 0.993042, 0.360361, 0.254448, 0.508058, 0.292709, 0.264121, 0.411647, 0.418586, 0.406862, 0.648437, 0.552043, 0.747867, 0.635851, 0.642434, 0.609281, 0.873053, 0.319558, 0.398783, 0.43718, 0.331513, 0.462797, 0.445042, 0.521981, 0.674171, 0.767254, 0.764409, 0.850185, 0.564679, 0.566261, 0.686353, 0.587392, 0.394827, 0.656901, 0.776069, 0.86346, 1.01184, 0.875196, 1.15645, 1.03182, 1.17833, 1.17074, 0.940852, 0.861634, 0.673584, 0.559099
0.04, 0.0319375, 0.395689, 0.209971, 0.0474614, 0.304434, 1.29559, 1.06171, 0.488525, 0.32797, 0.38962, 0.183321, 0.222102, 0.211148, 0.398679, 0.45988, 0.708951, 0.594063, 0.475576, 0.47456, 0.406611, 0.660399, 0.616512, 0.489714, 0.437682, 0.503033, 0.221273, 0.375734, 0.35863, 0.63593, 0.523857, 0.818679, 0.848958, 0.684957, 0.611002, 0.763554, 0.860706, 0.508335, 0.422768, 0.67034, 0.649278, 0.818252, 0.883692, 0.937088, 1.31706, 1.16222, 1.24966, 1.02737, 0.959001, 0.854055, 0.663317, 0.725308
0.05, 0.0319375, 0.423336, 0.132712, 0.268207, 0.550189, 1.26462, 0.97048, 0.565733, 0.457405, 0.389995, 0.212914, 0.376669, 0.486253, 0.464952, 0.686456, 0.354308, 0.686117, 0.610308, 0.339787, 0.414681, 0.627916, 0.680059, 0.448448, 0.608954, 0.669135, 0.315624, 0.504913, 0.315905, 0.392099, 0.444579, 0.617405, 0.783401, 0.683705, 0.491485, 0.556373, 0.886945, 0.688385, 0.606533, 0.578447, 0.58521, 0.835808, 0.825786, 0.910026, 1.36604, 1.28266, 1.49439, 1.45836, 0.902297, 0.595678, 0.566875, 0.866867
0.06, 0.0319375, 0.253441, 0.196015, 0.286685, 0.651892, 1.29056, 0.940208, 0.199706, 0.336457, 0.464057, 0.295332, 0.324977, 0.496144, 0.636533, 0.676539, 0.418722, 0.582689, 0.732954, 0.506917, 0.412848, 0.625116, 0.617147, 0.455417, 0.451112, 0.531469, 0.425721, 0.490825, 0.467883, 0.466756, 0.637607, 0.736953, 0.665984, 0.537889, 0.398903, 0.380644, 0.683776, 0.680105, 0.571672, 0.540863, 0.396836, 0.602081, 1.01555, 0.834598, 1.36571, 1.35566, 1.59768, 1.70001, 0.93996, 0.60777, 0.692291, 0.635266
0.07, 0.0319375, 0.237656, 0.165835, 0.147742, 0.396596, 1.25468, 0.984111, 0.459521, 0.504784, 0.328658, 0.405693, 0.292149, 0.513031, 0.489578, 0.867978, 0.506693, 0.562373, 0.765961, 0.562014, 0.524479, 0.663697, 0.789383, 0.677809, 0.411716, 0.615531, 0.523223, 0.386384, 0.539578, 0.493418, 0.737639, 0.690818, 0.68417, 0.72745, 0.622241, 0.537813, 0.689896, 0.661087, 0.595795, 0.525208, 0.66975, 0.702144, 1.17186, 0.910829, 1.20178, 1.36889, 1.4615, 1.42592, 0.839688, 0.778105, 0.681145, 0.70083
0.08, 0.0319375, 0.21986, 0.162405, 0.0884797, 0.432455, 1.31106, 0.93341, 0.643247, 0.389356, 0.233484, 0.356279, 0.367738, 0.498464, 0.397291, 0.535029, 0.462727, 0.56878, 0.494083, 0.401667, 0.561632, 0.77102, 0.685912, 0.638216, 0.363325, 0.453967, 0.445078, 0.387119, 0.625096, 0.681394, 0.756735, 0.58899, 0.757097, 0.621642, 0.519384, 0.513401, 0.83643, 0.683376, 0.585439, 0.459544, 0.587777, 0.81019, 1.06575, 0.904783, 1.14184, 1.55723, 1.33487, 1.1077, 0.979943, 0.874859, 0.615014, 0.72228
0.09, 0.0319375, 0.305811, 0.196301, 0.138806, 0.418988, 1.27359, 1.0788, 0.634614, 0.479074, 0.277089, 0.246675, 0.528933, 0.372528, 0.445349, 0.633896, 0.397505, 0.512407, 0.370479, 0.348861, 0.294798, 0.580407, 0.399305, 0.482623, 0.426268, 0.590521, 0.404141, 0.434329, 0.643997, 0.663337, 0.61748, 0.660834, 0.743899, 0.643212, 0.363358, 0.678447, 0.760241, 0.614394, 0.552829, 0.580411, 0.443507, 0.936969, 1.17783, 1.01082, 1.299, 1.67361, 1.41364, 1.20754, 0.957247, 0.751959, 0.746003, 0.754302
