Time (seconds),x0,x1,x2,x3,x4,x5
0.0,1211,1213,0,1174,1173,0
0.011,1213,1213,0,1175,1173,0
0.022,1212,1213,0,1173,1173,0
0.033,1212,1213,0,1178,1173,0
0.042,1211,1213,0,1176,1174,0
0.053,1215,1213,0,1174,1174,0
0.063,1208,1213,0,1172,1173,0
0.075,1209,1213,0,1175,1173,0
0.085,1207,1213,0,1173,1173,0
0.096,1212,1212,0,1170,1173,0
0.107,1208,1212,0,1184,1174,0
0.117,1206,1212,0,1171,1174,0
0.128,1208,1212,0,1176,1174,0
0.14,1205,1212,0,1174,1174,0
0.149,1210,1212,0,1177,1174,0
0.16,1208,1212,0,1178,1174,0
0.169,1208,1212,0,1173,1174,0
0.178,1207,1212,0,1177,1174,0
0.186,1205,1212,0,1172,1174,0
0.196,1208,1212,0,1172,1174,0
0.204,1203,1212,0,1176,1174,0
0.215,1204,1212,0,1173,1174,0
0.225,1204,1212,0,1173,1173,0
0.234,1207,1212,0,1173,1173,0
0.245,1204,1212,0,1178,1174,0
0.253,1207,1212,0,1172,1173,0
0.262,1209,1212,0,1168,1173,0
0.272,1206,1212,0,1172,1173,0
0.284,1211,1212,0,1178,1173,0
0.293,1223,1212,0,1177,1173,0
0.302,1220,1212,0,1175,1173,0
0.312,1244,1212,0,1174,1173,0
0.321,1283,1212,71,1172,1173,0
0.331,1393,1212,181,1174,1173,0
0.34,1440,1212,228,1171,1173,0
0.35,1451,1212,239,1178,1173,0
0.36,1459,1212,247,1179,1174,0
0.369,1463,1212,251,1180,1174,0
0.379,1468,1212,256,1174,1174,0
0.391,1461,1212,249,1177,1174,0
0.402,1471,1212,259,1175,1174,0
0.413,1469,1212,257,1174,1174,0
0.425,1467,1212,255,1175,1174,0
0.436,1471,1212,259,1175,1174,0
0.449,1466,1212,254,1176,1174,0
0.462,1459,1212,247,1177,1174,0
0.471,1467,1212,255,1174,1174,0
0.48,1465,1212,253,1181,1174,0
0.49,1476,1212,264,1172,1174,0
0.502,1469,1212,257,1177,1174,0
0.513,1466,1212,254,1172,1174,0
0.522,1465,1212,253,1178,1174,0
0.532,1460,1212,248,1174,1174,0
0.541,1468,1212,256,1175,1174,0
0.553,1468,1212,256,1172,1174,0
0.563,1463,1212,251,1175,1174,0
0.575,1468,1212,256,1175,1174,0
0.584,1465,1212,253,1178,1174,0
0.594,1458,1212,246,1177,1174,0
0.602,1449,1212,237,1169,1174,0
0.611,1439,1212,227,1174,1174,0
0.62,1433,1212,221,1177,1174,0
0.628,1411,1212,199,1178,1174,0
0.639,1328,1212,116,1173,1174,0
0.648,1273,1212,61,1175,1174,0
0.658,1254,1212,42,1178,1174,0
0.668,1242,1212,0,1179,1174,0
0.677,1241,1212,0,1175,1174,0
0.687,1243,1213,0,1176,1174,0
0.696,1235,1213,0,1170,1174,0
0.704,1232,1213,0,1172,1174,0
0.713,1231,1213,0,1174,1174,0
0.725,1228,1213,0,1176,1174,0
0.736,1227,1213,0,1176,1174,0
0.747,1224,1213,0,1177,1174,0
0.757,1230,1213,0,1177,1174,0
0.769,1224,1213,0,1177,1174,0
0.779,1226,1213,0,1176,1174,0
0.79,1223,1213,0,1177,1174,0
0.799,1220,1213,0,1176,1174,0
0.809,1220,1213,0,1168,1174,0
0.819,1220,1213,0,1172,1174,0
0.828,1222,1213,0,1176,1174,0
0.837,1217,1213,0,1178,1174,0
0.847,1216,1213,0,1174,1174,0
0.857,1216,1213,0,1175,1174,0
0.867,1216,1213,0,1173,1174,0
0.877,1214,1213,0,1172,1174,0
0.888,1217,1213,0,1171,1174,0
0.898,1215,1213,0,1175,1174,0
0.908,1216,1213,0,1176,1174,0
0.918,1214,1213,0,1173,1174,0
0.928,1215,1213,0,1175,1174,0
0.937,1216,1213,0,1176,1174,0
0.949,1210,1213,0,1167,1173,0
0.962,1209,1213,0,1173,1173,0
0.974,1203,1213,0,1179,1174,0
0.986,1208,1213,0,1175,1174,0
0.996,1211,1213,0,1173,1174,0
1.007,1206,1213,0,1176,1174,0
1.015,1209,1213,0,1170,1173,0
1.028,1206,1213,0,1169,1173,0
1.039,1202,1213,0,1171,1173,0
1.051,1202,1213,0,1172,1173,0
1.063,1203,1213,0,1175,1173,0
1.074,1211,1213,0,1172,1173,0
1.085,1211,1213,0,1174,1173,0
1.097,1215,1213,0,1180,1173,0
1.108,1213,1213,0,1174,1173,0
1.12,1211,1213,0,1172,1173,0
1.129,1213,1213,0,1172,1173,0
1.138,1215,1213,0,1171,1173,0
1.148,1215,1213,0,1179,1173,0
1.156,1214,1213,0,1170,1173,0
1.163,1226,1213,0,1181,1173,0
1.171,1218,1213,0,1178,1173,0
1.178,1225,1213,0,1173,1173,0
1.184,1219,1213,0,1180,1174,0
1.191,1219,1213,0,1176,1174,0
1.2,1219,1213,0,1178,1174,0
1.207,1221,1213,0,1173,1174,0
1.215,1228,1213,0,1172,1174,0
1.222,1221,1213,0,1168,1173,0
1.228,1219,1213,0,1175,1173,0
1.236,1220,1213,0,1180,1174,0
1.244,1222,1213,0,1176,1174,0
1.252,1230,1213,0,1173,1174,0
1.26,1233,1213,0,1172,1173,0
1.268,1234,1213,0,1173,1173,0
1.277,1234,1214,0,1173,1173,0
1.285,1236,1214,0,1175,1173,0
1.293,1240,1214,0,1174,1173,0
1.302,1240,1214,0,1178,1174,0
1.31,1247,1214,0,1173,1173,0
1.319,1262,1214,48,1173,1173,0
1.327,1276,1214,62,1173,1173,0
1.336,1310,1214,96,1174,1173,0
1.347,1370,1214,156,1177,1174,0
1.356,1412,1214,198,1176,1174,0
1.365,1422,1214,208,1180,1174,0
1.374,1435,1214,221,1172,1174,0
1.382,1446,1214,232,1175,1174,0
1.392,1461,1214,247,1177,1174,0
1.401,1462,1214,248,1173,1174,0
1.409,1457,1214,243,1177,1174,0
1.417,1462,1214,248,1177,1174,0
1.427,1462,1214,248,1179,1174,0
1.439,1464,1214,250,1176,1174,0
1.45,1466,1214,252,1172,1174,0
1.459,1464,1214,250,1181,1174,0
1.468,1472,1214,258,1172,1174,0
1.478,1468,1214,254,1176,1174,0
1.488,1460,1214,246,1171,1174,0
1.498,1462,1214,248,1176,1174,0
1.51,1461,1214,247,1173,1174,0
1.521,1461,1214,247,1174,1174,0
1.532,1453,1214,239,1175,1174,0
1.542,1449,1214,235,1171,1174,0
1.551,1435,1214,221,1177,1174,0
1.56,1397,1214,183,1183,1174,0
1.57,1295,1214,81,1171,1174,0
1.579,1242,1214,0,1172,1174,0
1.588,1225,1214,0,1172,1174,0
1.598,1216,1214,0,1170,1173,0
1.607,1214,1214,0,1172,1173,0
1.618,1215,1214,0,1175,1173,0
1.63,1215,1214,0,1172,1173,0
1.639,1213,1214,0,1174,1173,0
1.65,1213,1214,0,1176,1173,0
1.661,1213,1214,0,1172,1173,0
1.672,1213,1214,0,1173,1173,0
1.681,1208,1214,0,1179,1174,0
1.691,1213,1214,0,1170,1173,0
1.702,1206,1214,0,1175,1173,0
1.713,1210,1214,0,1176,1173,0
1.723,1203,1214,0,1172,1173,0
1.734,1207,1214,0,1175,1173,0
1.745,1208,1214,0,1180,1174,0
1.757,1209,1214,0,1177,1174,0
1.768,1211,1214,0,1178,1174,0
1.78,1213,1214,0,1182,1174,0
1.788,1219,1214,0,1179,1174,0
1.799,1208,1214,0,1172,1174,0
1.809,1211,1214,0,1172,1174,0
1.822,1213,1214,0,1177,1174,0
1.832,1224,1214,0,1177,1174,0
1.845,1221,1214,0,1172,1174,0
1.857,1223,1214,0,1180,1174,0
1.869,1217,1214,0,1172,1174,0
1.878,1222,1214,0,1174,1174,0
1.886,1220,1214,0,1176,1174,0
1.895,1223,1214,0,1173,1174,0
1.903,1224,1214,0,1174,1174,0
1.912,1226,1214,0,1182,1174,0
1.922,1225,1214,0,1176,1174,0
1.932,1228,1214,0,1175,1174,0
1.941,1228,1214,0,1178,1174,0
1.952,1235,1214,0,1171,1174,0
1.963,1236,1214,0,1173,1174,0
1.973,1235,1214,0,1173,1174,0
1.983,1240,1215,0,1170,1174,0
1.992,1238,1215,0,1174,1174,0
2.0,1244,1215,0,1178,1174,0
2.008,1242,1215,0,1172,1174,0
2.016,1254,1215,0,1178,1174,0
2.027,1246,1215,0,1172,1174,0
2.035,1254,1215,0,1178,1174,0
2.045,1254,1215,0,1180,1174,0
2.055,1250,1216,0,1178,1174,0
2.067,1256,1216,0,1174,1174,0
2.078,1258,1216,42,1175,1174,0
2.091,1267,1216,51,1177,1174,0
2.103,1258,1216,42,1173,1174,0
2.112,1259,1216,43,1174,1174,0
2.121,1263,1216,47,1176,1174,0
2.131,1268,1216,52,1176,1174,0
2.141,1278,1216,62,1183,1174,0
2.152,1282,1216,66,1182,1174,0
2.162,1294,1216,78,1175,1174,0
2.173,1306,1216,90,1173,1174,0
2.184,1349,1216,133,1176,1174,0
2.194,1386,1216,170,1177,1174,0
2.204,1400,1216,184,1168,1174,0
2.215,1414,1216,198,1178,1174,0
2.225,1422,1216,206,1180,1174,0
2.233,1433,1216,217,1175,1174,0
2.241,1445,1216,229,1170,1174,0
2.25,1443,1216,227,1173,1174,0
2.261,1451,1216,235,1174,1174,0
2.272,1457,1216,241,1174,1174,0
2.282,1453,1216,237,1177,1174,0
2.292,1460,1216,244,1169,1174,0
2.302,1458,1216,242,1178,1174,0
2.312,1466,1216,250,1178,1174,0
2.322,1462,1216,246,1179,1174,0
2.331,1460,1216,244,1185,1174,0
2.342,1462,1216,246,1174,1174,0
2.352,1464,1216,248,1178,1174,0
2.363,1461,1216,245,1177,1174,0
2.374,1464,1216,248,1180,1174,0
2.386,1464,1216,248,1178,1174,0
2.397,1466,1216,250,1175,1174,0
2.409,1467,1216,251,1179,1174,0
2.42,1463,1216,247,1177,1174,0
2.433,1462,1216,246,1176,1174,0
2.441,1461,1216,245,1174,1174,0
2.45,1458,1216,242,1175,1174,0
2.461,1457,1216,241,1171,1174,0
2.47,1451,1216,235,1176,1174,0
2.479,1441,1216,225,1177,1174,0
2.49,1409,1216,193,1179,1174,0
2.501,1308,1216,92,1175,1174,0
2.51,1257,1216,41,1176,1174,0
2.52,1240,1216,0,1180,1174,0
2.529,1236,1216,0,1176,1174,0
2.54,1226,1216,0,1176,1174,0
2.549,1222,1216,0,1172,1174,0
2.557,1222,1216,0,1173,1174,0
2.567,1209,1216,0,1174,1174,0
2.576,1216,1216,0,1173,1174,0
2.586,1211,1216,0,1181,1174,0
2.595,1215,1216,0,1179,1174,0
2.605,1218,1216,0,1176,1174,0
2.616,1217,1216,0,1174,1174,0
2.628,1213,1216,0,1177,1174,0
2.639,1213,1216,0,1181,1174,0
2.651,1216,1216,0,1177,1174,0
2.66,1217,1216,0,1168,1174,0
2.669,1213,1216,0,1175,1174,0
2.68,1215,1216,0,1177,1174,0
2.689,1215,1216,0,1170,1174,0
2.7,1218,1216,0,1175,1174,0
2.713,1217,1216,0,1170,1174,0
2.722,1218,1216,0,1173,1174,0
2.734,1220,1216,0,1174,1174,0
2.746,1219,1216,0,1175,1174,0
2.758,1226,1216,0,1177,1174,0
2.768,1220,1216,0,1179,1174,0
2.778,1222,1216,0,1172,1174,0
2.787,1232,1216,0,1179,1174,0
2.797,1230,1216,0,1174,1174,0
2.809,1230,1216,0,1176,1174,0
2.822,1232,1216,0,1174,1174,0
2.832,1228,1216,0,1174,1174,0
2.843,1231,1216,0,1180,1174,0
2.853,1231,1216,0,1177,1174,0
2.861,1230,1216,0,1175,1174,0
2.872,1231,1216,0,1174,1174,0
2.882,1231,1216,0,1174,1174,0
2.891,1221,1216,0,1171,1174,0
2.901,1228,1216,0,1174,1174,0
2.91,1229,1217,0,1177,1174,0
2.92,1224,1217,0,1180,1174,0
2.929,1227,1217,0,1183,1174,0
2.938,1226,1217,0,1178,1174,0
2.947,1223,1217,0,1174,1174,0
2.96,1225,1217,0,1178,1174,0
2.972,1233,1217,0,1174,1174,0
2.983,1235,1217,0,1172,1174,0
2.991,1234,1217,0,1175,1174,0
3.0,1252,1217,0,1170,1174,0
3.011,1259,1217,42,1175,1174,0
3.023,1293,1217,76,1176,1174,0
3.033,1383,1217,166,1178,1174,0
3.045,1424,1217,207,1177,1174,0
3.057,1435,1217,218,1185,1174,0
3.07,1444,1217,227,1175,1174,0
3.08,1455,1217,238,1172,1174,0
3.091,1464,1217,247,1175,1174,0
3.101,1464,1217,247,1177,1174,0
3.111,1453,1217,236,1176,1174,0
3.119,1462,1217,245,1178,1174,0
3.131,1464,1217,247,1174,1174,0
3.143,1460,1217,243,1174,1174,0
3.153,1464,1217,247,1176,1174,0
3.163,1458,1217,241,1179,1174,0
3.173,1458,1217,241,1182,1174,0
3.184,1465,1217,248,1177,1174,0
3.194,1461,1217,244,1175,1174,0
3.203,1457,1217,240,1175,1174,0
3.211,1457,1217,240,1175,1174,0
3.221,1455,1217,238,1176,1174,0
3.23,1455,1217,238,1176,1174,0
3.24,1449,1217,232,1178,1174,0
3.25,1442,1217,225,1180,1174,0
3.258,1438,1217,221,1173,1174,0
3.266,1396,1217,179,1178,1174,0
3.275,1314,1217,97,1174,1174,0
3.283,1260,1217,43,1177,1174,0
3.293,1237,1217,0,1173,1174,0
3.304,1221,1217,0,1180,1174,0
3.314,1215,1217,0,1173,1174,0
3.322,1208,1217,0,1173,1174,0
3.329,1204,1217,0,1170,1174,0
3.339,1207,1217,0,1175,1174,0
3.347,1207,1217,0,1178,1174,0
3.355,1213,1217,0,1179,1174,0
3.362,1209,1217,0,1177,1174,0
3.369,1210,1217,0,1173,1174,0
3.376,1206,1217,0,1170,1174,0
3.383,1209,1217,0,1178,1174,0
3.392,1211,1217,0,1177,1174,0
3.399,1213,1217,0,1177,1174,0
3.406,1210,1217,0,1176,1174,0
3.414,1209,1217,0,1175,1174,0
3.421,1214,1217,0,1169,1174,0
3.429,1214,1217,0,1172,1174,0
3.436,1209,1217,0,1171,1174,0
3.444,1213,1216,0,1175,1174,0
3.452,1209,1216,0,1174,1174,0
3.459,1209,1216,0,1170,1174,0
3.466,1213,1216,0,1177,1174,0
3.473,1214,1216,0,1175,1174,0
3.481,1215,1216,0,1169,1174,0
3.489,1216,1216,0,1173,1174,0
3.495,1216,1216,0,1174,1174,0
3.503,1221,1216,0,1172,1174,0
3.512,1224,1216,0,1179,1174,0
3.52,1228,1216,0,1176,1174,0
3.528,1229,1217,0,1173,1174,0
3.539,1224,1217,0,1171,1174,0
3.549,1230,1217,0,1174,1174,0
3.559,1233,1217,0,1176,1174,0
3.567,1233,1217,0,1171,1174,0
3.575,1231,1217,0,1181,1174,0
3.583,1233,1217,0,1170,1174,0
3.592,1239,1217,0,1174,1174,0
3.603,1238,1217,0,1174,1174,0
3.614,1236,1217,0,1175,1174,0
3.623,1235,1217,0,1182,1174,0
3.633,1237,1217,0,1169,1174,0
3.642,1236,1217,0,1179,1174,0
3.651,1236,1217,0,1175,1174,0
3.661,1236,1217,0,1174,1174,0
3.673,1237,1217,0,1174,1174,0
3.682,1232,1218,0,1172,1174,0
3.693,1236,1218,0,1173,1174,0
3.702,1235,1218,0,1173,1174,0
3.715,1235,1218,0,1174,1174,0
3.727,1229,1218,0,1174,1174,0
3.737,1227,1218,0,1172,1174,0
3.748,1236,1218,0,1177,1174,0
3.757,1235,1218,0,1172,1174,0
3.768,1238,1218,0,1170,1174,0
3.778,1230,1218,0,1175,1174,0
3.789,1237,1218,0,1174,1174,0
3.801,1231,1218,0,1174,1174,0
3.814,1240,1218,0,1174,1174,0
3.826,1229,1218,0,1175,1174,0
3.838,1241,1218,0,1172,1174,0
3.85,1232,1218,0,1178,1174,0
3.86,1232,1218,0,1173,1174,0
3.869,1247,1219,0,1174,1174,0
3.88,1244,1219,0,1179,1174,0
3.89,1252,1219,0,1171,1174,0
3.899,1281,1219,62,1179,1174,0
3.907,1337,1219,118,1178,1174,0
3.915,1415,1219,196,1178,1174,0
3.924,1439,1219,220,1170,1174,0
3.935,1445,1219,226,1173,1174,0
3.943,1451,1219,232,1175,1174,0
3.95,1454,1219,235,1174,1174,0
3.959,1462,1219,243,1170,1174,0
3.967,1460,1219,241,1175,1174,0
3.977,1466,1219,247,1174,1174,0
3.988,1462,1219,243,1171,1174,0
3.998,1462,1219,243,1176,1174,0
