Time (seconds),accel0,accel1,accel2,gyro0,gyro1,gyro2
-0.644,0.0525624193,-1.0065091848,0.0122238183,3.9269015789,-2.0627694129,-1.543256998
-0.624,0.0581853725,-1.0126210451,0.0156464874,3.4990680217,-1.1918222904,-0.9473459124
-0.604,0.0601411834,-1.0155547857,0.0171133447,4.0033006668,0.2750359177,-0.5347920656
-0.5839999999,0.0613635666,-1.0184885263,0.0151575347,4.706170082,0.626470685,-0.2139168232
-0.5639999999,0.060385663,-1.0148214101,0.0151575347,5.3632001876,1.1918222904,-0.2139168232
-0.544,0.0540292747,-0.9991748929,0.0183357279,5.9438314437,3.0865139961,-0.8098279237
-0.524,0.0474284142,-1.0030865669,0.0056229564,0.7487088441,1.4515783786,0.4125538468
-0.504,0.0542737506,-1.0069981813,0.0224918257,4.4769735336,4.5839319229,0.1833572685
-0.4839999999,0.0413165055,-0.9989303946,0.016379917,1.4974176883,4.7520093917,-0.8709470629
-0.464,0.0381383113,-0.9898847937,0.0251810643,1.0237448215,4.6450510025,-0.7487088441
-0.444,0.0388717427,-0.9906182289,0.0281147807,-0.5653516054,3.7435443401,-0.0152797726
-0.424,0.0381383113,-0.9864621162,0.0325153544,-1.3446199893,3.6671454906,-0.2139168232
-0.404,0.0354490727,-0.9981969594,0.0234697312,-2.0933289527,3.1934723854,-0.7028695344
-0.3839999999,0.0339822135,-0.9969745874,0.0283592585,-2.2614064216,2.2614064216,-1.0390245914
-0.3639999999,0.0371604077,-1.0150659084,0.0305595453,-1.9405311346,1.8335727453,-0.7181493043
-0.3439999999,0.0354490727,-1.0224001407,0.0264034476,-1.879412055,1.4515783786,-0.6570302248
-0.324,0.0491397492,-1.0162882804,0.0342266894,-0.5806313753,0.0152797726,-1.5890963077
-0.304,0.0454726032,-1.0153102874,0.0383827872,0.0611190907,-0.9167863726,-1.5890963077
-0.2839999999,0.0413165055,-1.0177551507,0.0420499332,-0.1375179588,-1.390459299,-0.8862268328
-0.264,0.0408275537,-1.0135990381,0.0437612682,0.5806313753,-2.1238884925,-0.3514347672
-0.2439999999,0.0349601209,-1.0082205533,0.045961555,1.0848639011,-2.047489643,-0.9626256823
-0.234,0.0356935486,-1.0121321678,0.0491397492,1.3446199893,-1.9558109045,-1.6043760776
-0.214,0.0396051704,-1.010176301,0.0388717427,1.6349356174,-2.50588274,-1.7724536657
-0.1939999999,0.0432723164,-1.0065091848,0.0356935486,2.2155671119,-2.9337162971,-1.8946918249
-0.1739999999,0.0486507974,-1.0047978162,0.0440057441,1.8946918249,-2.3989243507,-2.1086087226
-0.154,0.0510955601,-1.0162882804,0.0457170791,1.9863704442,-2.9184365272,-1.6654952764
-0.134,0.0508510842,-1.011398673,0.0425388887,4.0949792861,-2.7350792884,-1.6807750463
-0.114,0.0581853725,-0.9908626675,0.0283592585,2.3683648109,-2.4906029701,-1.543256998
-0.0939999999,0.0640528053,-1.0165326595,0.0359380245,0.2139168232,-1.1307032108,-1.1154234409
-0.074,0.0669865235,-1.0358463525,0.0469394624,6.7231001853,-0.4736729562,-2.3378052711
-0.054,0.0528068952,-1.0111541748,0.0491397492,9.3053817749,1.3598997592,-3.1476330757
-0.034,0.0562295615,-0.9920850992,0.0542737506,6.8147788047,-0.0763988643,-2.3683648109
-0.014,0.0596522316,-0.9896402955,0.0552516579,4.2172174453,-1.3140604496,-0.8403875231
0.006,0.0638083294,-0.994285345,0.0591632798,1.7113345861,-1.4515783786,0.8098279237
0.026,0.0733429118,-0.9955077171,0.0572074688,1.4974176883,-1.8488525152,1.0390245914
0.0459999999,0.075543195,-0.999908328,0.0540292747,0.5347920656,-0.9931852221,0.2291965931
0.066,0.0779879614,-1.0033309459,0.0481618419,-0.2597561478,0.1680774986,0.1986370384
0.0859999999,0.0767655745,-1.0268007516,0.0484063215,1.9863704442,1.7113345861,-1.1307032108
0.106,0.0650307089,-1.0062646865,0.0501176528,4.2324972152,2.4600434303,-2.796198368
0.126,0.060385663,-0.9918406009,0.049628701,3.5296275615,2.8267579078,-2.8420376777
0.1459999999,0.0623414739,-1.0033309459,0.0572074688,2.4294838905,3.1629128456,-2.2766861915
0.166,0.0591632798,-1.0040644407,0.060385663,3.0101151466,2.8725972175,-2.9031567573
0.1859999999,0.0625859498,-1.0018640756,0.0630749017,2.3683648109,2.9642758369,-2.8267579078
0.206,0.058674328,-1.0050423145,0.056718517,0.5347920656,2.8114781379,-2.1086087226
0.216,0.0625859498,-1.0272896289,0.0523179396,0.2291965931,2.3989243507,-1.4821379184
0.2359999999,0.0625859498,-1.0258227586,0.064786233,1.1307032108,1.4668581485,-1.3751795291
0.256,0.055007182,-1.0089539289,0.0611190907,2.8114781379,1.6196558475,-2.0016503334
0.276,0.0562295615,-0.9962411522,0.0576964206,2.4294838905,1.8335727453,-1.25294137
0.2959999999,0.0576964206,-0.9974635839,0.055007182,0.9015066027,1.4210188388,-0.5042325258
0.316,0.055007182,-1.0030865669,0.0569629929,-0.3055954575,0.5347920656,-0.4889527261
0.336,0.0559850856,-1.005531311,0.0576964206,-0.7792683839,0.4889527261,-0.2597561478
0.3559999999,0.0523179396,-1.0069981813,0.0581853725,-1.3598997592,0.4889527261,0.2139168232
0.3759999999,0.0572074688,-1.0109097957,0.056718517,-1.8488525152,-0.4583931863,0.6723099946
0.3959999999,0.0545182302,-1.0194664001,0.0581853725,-0.0305595453,-1.3446199893,0.4431134164
0.416,0.0503621287,-1.0038199424,0.0562295615,1.7724536657,-1.9863704442,0.0763988643
0.436,0.0503621287,-1.0050423145,0.0564740411,-0.0611190907,-2.3836445808,0.5959111452
0.456,0.0562295615,-1.0140879154,0.0613635666,0.2139168232,-2.8573174476,0.9626256823
0.4759999999,0.0606301389,-1.0148214101,0.0581853725,2.4142041206,-2.6128411293,0.5806313753
0.4959999999,0.0635638535,-1.0135990381,0.0562295615,3.3309905529,-2.3072457313,0.8862268328
0.516,0.068208903,-0.9940409064,0.0572074688,4.858967781,-3.5296275615,0.7945481538
0.536,0.060385663,-0.9871955513,0.0584298521,2.796198368,-4.0949792861,0.4736729562
0.556,0.0537847988,-0.9977080225,0.0669865235,0.8403875231,-5.0881643295,1.1918222904
0.5759999999,0.0537847988,-1.0153102874,0.0799437686,0.7028695344,-4.7367296218,0.9626256823
0.5959999999,0.0684533789,-1.0314457416,0.0660086199,0.6570302248,-5.5159978866,1.0543043613
0.616,0.0774990096,-1.0201998949,0.0640528053,2.4906029701,-5.4243192672,0.6111909151
0.636,0.0782324373,-1.0016196966,0.0606301389,3.9269015789,-4.6908903121,1.0237448215
0.656,0.0787213891,-1.0008862018,0.0523179396,2.8267579078,-4.5380926132,2.4600434303
0.666,0.0765210986,-1.0126210451,0.0552516579,2.5517220497,-4.415854454,2.3989243507
0.686,0.0674754753,-1.0062646865,0.0625859498,3.1476330757,-3.7893836498,1.4668581485
0.7059999999,0.0618525184,-1.0006417036,0.0716315731,3.3615500926,-2.5975613594,1.1154234409
0.7259999999,0.060385663,-1.0006417036,0.0655196681,2.7809185981,-2.6586804389,2.0322098731
0.7459999999,0.0613635666,-1.0035754442,0.060385663,2.6281208992,-3.453228712,1.8946918249
0.766,0.0515845119,-1.0013751983,0.060385663,2.1086087226,-4.0796995162,0.6570302248
0.786,0.0572074688,-0.990129292,0.0515845119,2.3072457313,-3.5601871013,0.3208752274
0.806,0.0620969943,-1.0060201883,0.0508510842,1.4057390689,-3.453228712,1.3140604496
0.8259999999,0.0704091936,-1.0179995298,0.0572074688,0.5959111452,-3.3921096324,1.0390245914
0.8459999999,0.0836109146,-1.0072425603,0.0664975717,0.2291965931,-2.8878769874,0.7028695344
0.866,0.0997463539,-1.0272896289,0.0616080425,2.3378052711,0.0152797726,1.1918222904
