Time (seconds),X,Y,Z
0,-0.3143966,-1.0091984,0.01075696
0.02,-0.315619,-1.0466033,0.051828988
0.04,-0.33737737,-1.0901201,0.06551967
0.06,-0.33591053,-1.0818079,0.06796443
0.08,-0.31830823,-1.0258228,0.06894233
0.1,-0.3205085,-0.94050056,0.08654463
0.12,-0.3371329,-0.87106925,0.1210158
0.14,-0.34764537,-0.8121505,0.15915412
0.15,-0.35204595,-0.780613,0.16819973
0.17,-0.35840234,-0.77596796,0.16453259
0.19,-0.35717997,-0.7867249,0.15622039
0.21,-0.34471166,-0.80603856,0.15573144
0.23,-0.3227088,-0.84271,0.16282126
0.25,-0.3063289,-0.8681356,0.1386181
0.27,-0.26427895,-0.848333,0.101946644
0.29,-0.22174007,-0.8211961,0.08189958
0.31,-0.19166946,-0.8576231,0.08287749
0.33,-0.16819973,-0.9429453,0.07627662
0.35,-0.12761666,-1.0035754,0.055007182
0.37,-0.09803502,-1.0419582,0.033737738
0.39,-0.11025884,-1.0942762,0.04302784
0.41,-0.1034135,-1.2018458,0.0268924
0.43,-0.06527519,-1.2145586,-0.049384225
0.45,-0.027625829,-1.1744645,-0.13103934
0.47,-0.017357823,-1.1113895,-0.1924029
0.49,0.019313633,-0.98523974,-0.19973719
0.51,-0.062096994,-0.96152556,-0.14864163
0.53,-0.11417046,-1.0422027,-0.1386181
0.55,-0.13299514,-1.0928093,-0.1405739
0.57,-0.0931455,-1.1150566,-0.15353115
0.59,-0.060874615,-1.158329,-0.18555756
0.606,-0.025914494,-1.1153011,-0.22320692
0.626,-0.044739176,-0.9989304,-0.21587263
0.646,-0.11539284,-0.89502794,-0.17406717
0.666,-0.19191395,-0.8385539,-0.13372856
0.686,-0.2855484,-0.81532866,-0.10096874
0.706,-0.34788987,-0.80579406,-0.06600862
0.726,-0.39556277,-0.8275525,-0.0361825
0.746,-0.423922,-0.86520183,-0.02151392
0.766,-0.43003392,-0.88989395,-0.021024967
0.786,-0.43394554,-0.90456253,-0.023714207
0.806,-0.42905602,-0.90871865,-0.019802585
0.826,-0.43761268,-0.9118968,-0.008801149
0.846,-0.46572748,-0.93658894,0.012712771
0.866,-0.49457568,-1.0016197,0.0044005746
0.886,-0.5307582,-1.0407358,-0.025181064
0.906,-0.5554503,-1.0529597,-0.05109556
0.926,-0.5598509,-1.0847416,-0.07798796
0.946,-0.5713413,-1.1258136,-0.08287749
0.966,-0.5921217,-1.2424289,-0.10928094
0.986,-0.6243926,-1.2942579,-0.13984048
1.006,-0.68282247,-1.3470647,-0.18555756
1.026,-0.73856306,-1.2954803,-0.25401095
1.04,-0.6701097,-1.1500168,-0.2948385
1.06,-0.53931487,-1.0184885,-0.2728356
1.08,-0.45130336,-1.0179995,-0.23078568
1.1,-0.42025486,-1.0744736,-0.17382269
1.12,-0.42538887,-1.1417046,-0.110503316
1.14,-0.4209883,-1.2284937,-0.057940897
1.16,-0.36573663,-1.2810562,-0.03349326
1.18,-0.315619,-1.2526969,-0.01809125
1.2,-0.21073863,-1.1637075,-0.011490389
1.22,-0.14424105,-1.064939,0
1.24,-0.106591694,-0.97277147,0.017113345
1.26,-0.10610274,-0.88451546,0.028603734
1.28,-0.13397305,-0.81361735,0.033737738
1.3,-0.19289185,-0.7564099,0.04645051
1.32,-0.2058491,-0.7155823,0.055985086
1.34,-0.22736302,-0.71118176,0.061363567
1.36,-0.24887693,-0.7322067,0.06063014
1.38,-0.23078568,-0.745164,0.0630749
1.4,-0.20536014,-0.74418604,0.07480977
1.42,-0.19386975,-0.7471198,0.09118968
1.44,-0.18971366,-0.80383825,0.10268007
1.46,-0.17504507,-0.8605568,0.09656816
1.48,-0.1540201,-0.8742475,0.09021178
1.5,-0.13519543,-0.89380556,0.0899673
1.52,-0.15915412,-0.9488128,0.08336644
1.54,-0.1831128,-1.0451365,0.08507778
1.56,-0.2100052,-1.1749533,0.07480977
1.58,-0.25743362,-1.2341167,0.055251658
1.6,-0.2728356,-1.2375393,0.02224735
1.62,-0.25376648,-1.2546527,-0.0765211
1.64,-0.24276502,-1.2500076,-0.2036488
1.66,-0.258656,-1.1981786,-0.2513217
1.68,-0.31610793,-1.22556,-0.27356905
1.7,-0.35351282,-1.3297069,-0.31366318
1.72,-0.27014637,-1.3820249,-0.35351282
1.74,-0.10928094,-1.3072151,-0.34984568
1.76,0.0007334291,-1.169086,-0.25987837
1.78,-0.058185373,-1.0280231,-0.18115698
1.8,-0.115148365,-0.9074963,-0.15108639
1.82,-0.20315985,-0.8219295,-0.14399658
1.84,-0.28505945,-0.73685175,-0.1479082
1.86,-0.336155,-0.67279893,-0.13226171
1.88,-0.3662256,-0.66962075,-0.10952541
1.9,-0.366959,-0.69260156,-0.07872139
1.92,-0.33957767,-0.7148489,-0.05769642
1.94,-0.29850563,-0.7571433,-0.06478623
1.96,-0.24545427,-0.7757235,-0.06845338
1.98,-0.21122758,-0.73489594,-0.08605568
1.997,-0.24227607,-0.6598417,-0.06600862
2.017,-0.2977722,-0.7414968,-0.03031507
2.037,-0.3249091,-0.91800874,-0.034715645
2.057,-0.33957767,-1.0800966,-0.043272316
2.077,-0.3774715,-1.2443846,-0.05109556
2.097,-0.43174526,-1.3512208,-0.05231794
2.117,-0.45448157,-1.4250528,-0.05647404
2.137,-0.49628702,-1.4634355,-0.07505424
2.157,-0.57671976,-1.4507227,-0.10781407
2.177,-0.69333494,-1.4612352,-0.17969012
2.197,-0.78012407,-1.3209058,-0.26036733
2.217,-0.76985604,-1.0896312,-0.23200807
2.237,-0.6539743,-1.0561379,-0.1872689
2.257,-0.51242244,-1.0764294,-0.12419399
2.277,-0.44103536,-1.0942762,-0.05451823
2.297,-0.41120926,-1.1216575,-0.020291539
2.317,-0.35962474,-1.1549064,-0.006111909
2.337,-0.30290622,-1.1448828,-0.010512483
2.357,-0.25523332,-1.0686061,-0.0134462
2.377,-0.20829386,-0.9676374,-0.009779055
2.397,-0.19191395,-0.8634905,-0.0063563855
2.417,-0.2058491,-0.77621245,0.009045625
2.437,-0.2410537,-0.7209608,0.029092686
2.457,-0.23029673,-0.6970021,0.061363567
2.467,-0.21880634,-0.69749105,0.083610915
2.48,-0.20756043,-0.69773555,0.08776701
2.5,-0.21049415,-0.70702565,0.089233875
2.52,-0.20511566,-0.7192495,0.08409987
2.54,-0.18775785,-0.734407,0.08752254
2.56,-0.17920117,-0.7622773,0.10096874
2.58,-0.16599946,-0.8255967,0.11148122
2.6,-0.16673288,-0.9121413,0.113925986
2.62,-0.14913058,-0.9681264,0.110503316
2.64,-0.19729242,-1.0365797,0.12639427
2.66,-0.26183417,-1.1439049,0.14717478
2.68,-0.3060844,-1.2717661,0.14521895
2.7,-0.33664396,-1.3534211,0.118571036
2.72,-0.35326836,-1.3172387,0.07383186
2.74,-0.30168384,-1.2245821,-0.0029337164
2.76,-0.26281208,-1.1549064,-0.13079485
2.78,-0.20438224,-1.0776519,-0.28188124
2.8,-0.217095,-0.9693488,-0.31806374
2.82,-0.2669682,-0.9901293,-0.33591053
2.84,-0.36964825,-1.168597,-0.35840234
2.86,-0.3009504,-1.2759222,-0.34104452
2.88,-0.16526602,-1.240473,-0.31292975
2.9,-0.061363567,-1.147572,-0.24325398
2.92,-0.013690677,-1.0766739,-0.18800232
2.94,-0.059896708,-0.99281853,-0.16575497
2.95,-0.100235306,-0.9329218,-0.15695383
2.97,-0.15133087,-0.8698469,-0.16624393
2.99,-0.21880634,-0.79699296,-0.17455612
3.01,-0.28946,-0.7300064,-0.15548697
3.03,-0.35326836,-0.7043364,-0.12957247
3.05,-0.36060265,-0.7187605,-0.08141063
3.07,-0.279192,-0.74614185,-0.054029275
3.09,-0.2026709,-0.7828133,-0.04620603
3.11,-0.17162241,-0.78330225,-0.04302784
3.13,-0.1613544,-0.74638635,-0.045472603
3.15,-0.1850686,-0.698469,-0.04571708
3.17,-0.22687407,-0.7187605,-0.048650797
3.19,-0.25156617,-0.7632552,-0.06503071
3.21,-0.2567002,-0.8177734,-0.07969929
3.23,-0.26916847,-0.9172753,-0.09436788
3.25,-0.28359258,-1.0483147,-0.11539284
3.27,-0.31586346,-1.1461052,-0.121504754
3.29,-0.37673807,-1.2954803,-0.09876845
3.31,-0.42269963,-1.3781133,-0.12297161
3.33,-0.44714728,-1.281545,-0.14008495
3.35,-0.49359778,-1.2715216,-0.13103934
3.37,-0.56547385,-1.4006051,-0.17528956
