# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.0319375, 0.00446383, 0.00163683, 0.00372918, 0.00495575, 0.00355066, 0.00522533, 0.00430657, 0.00428959, 0.00478338, 0.00538553, 0.00349435, 0.00302322, 0.0041437, 0.00360755, 0.00213098, 0.00275435, 0.00318211, 0.00278835, 0.0028781, 0.00313862, 0.00167444, 0.00214858, 0.00180106, 0.00114256, 0.00173418, 0.00396371, 0.00250586, 0.00303725, 0.00494341, 0.00300753, 0.00316868, 0.00282175, 0.00215834, 0.00288, 0.00221008, 0.00227205, 0.00277242, 0.00396882, 0.00247399, 0.00338553, 0.0021418, 0.00358261, 0.00298246, 0.00374367, 0.00414631, 0.00488979, 0.0042179, 0.0029928, 0.00375008, 0.00483071
0.01, 0.0319375, 0.00467019, 0.00248017, 0.00410417, 0.00285801, 0.00237338, 0.00444579, 0.00522106, 0.00365388, 0.00667698, 0.00569981, 0.00216464, 0.00221888, 0.00273176, 0.00210564, 0.0026074, 0.00402082, 0.00391503, 0.00298471, 0.00331757, 0.00451581, 0.00306886, 0.00236149, 0.00205413, 0.00178238, 0.00189125, 0.00299589, 0.00237956, 0.00187388, 0.00275875, 0.00234793, 0.00357382, 0.00336248, 0.00145068, 0.00246305, 0.00270168, 0.00291887, 0.00312008, 0.00328786, 0.00180689, 0.00168123, 0.00185175, 0.0039928, 0.00265603, 0.00315799, 0.00288654, 0.00358106, 0.00324461, 0.00299814, 0.00354959, 0.00402711
0.02, 0.0319375, 0.0116658, 0.00557131, 0.0062391, 0.00439843, 0.00438538, 0.00399945, 0.00474885, 0.00613414, 0.00516035, 0.00351692, 0.00216738, 0.00408695, 0.00338517, 0.00210041, 0.00227015, 0.00312531, 0.00283162, 0.00193016, 0.00592452, 0.00498742, 0.00261299, 0.00313339, 0.00298864, 0.00296784, 0.00292172, 0.00196347, 0.00173549, 0.00193897, 0.00158387, 0.0018596, 0.00274638, 0.00189911, 0.00129282, 0.00233116, 0.00334311, 0.00299375, 0.00319839, 0.002486, 0.0025168, 0.00190363, 0.00193778, 0.00302964, 0.00294894, 0.00313933, 0.00296522, 0.00352428, 0.0030956, 0.00219176, 0.00298947, 0.00367217
0.03, 0.0319375, 0.00596849, 0.00604172, 0.00413883, 0.00600356, 0.00401833, 0.00444057, 0.00557226, 0.00571806, 0.00449338, 0.00556325, 0.00424603, 0.00586242, 0.00458024, 0.00389733, 0.00284541, 0.00203224, 0.00215025, 0.00273675, 0.0044789, 0.00469522, 0.00343531, 0.0034226, 0.00421232, 0.0037173, 0.00286348, 0.00332137, 0.0026294, 0.00292433, 0.00227038, 0.00397986, 0.00267315, 0.00240537, 0.0022893, 0.00263035, 0.0026546, 0.00222531, 0.00254034, 0.00332101, 0.00358534, 0.00253368, 0.00216298, 0.00252785, 0.00319245, 0.00285397, 0.00343685, 0.00362193, 0.00315834, 0.00296831, 0.00293777, 0.00348259
0.04, 0.0319375, 0.0104654, 0.00547292, 0.00486571, 0.00775304, 0.0023, 0.00383107, 0.00426716, 0.00547351, 0.00237148, 0.00842671, 0.00419938, 0.00414156, 0.00346216, 0.0022014, 0.00362394, 0.00349494, 0.00207661, 0.00390387, 0.00353201, 0.00304081, 0.00363273, 0.00227455, 0.00281426, 0.00206567, 0.00166278, 0.00226884, 0.002564, 0.00241798, 0.0023157, 0.00244604, 0.00182069, 0.00251787, 0.00136818, 0.00258112, 0.00230702, 0.00274068, 0.00297188, 0.00387786, 0.00264592, 0.00271155, 0.00164635, 0.00198144, 0.00200619, 0.00280784, 0.00226384, 0.0038338, 0.00310416, 0.00243415, 0.00332078, 0.0030445
0.05, 0.0319375, 0.00625687, 0.00232153, 0.0101135, 0.0153012, 0.00182438, 0.00223101, 0.00658651, 0.00952273, 0.00307195, 0.00536253, 0.0033045, 0.00273129, 0.00220009, 0.00136544, 0.00143866, 0.00274305, 0.00173026, 0.00226765, 0.0030281, 0.0031202, 0.00285159, 0.0030256, 0.00194599, 0.00210017, 0.00210255, 0.00165849, 0.00258885, 0.00206139, 0.00238289, 0.0025709, 0.00199108, 0.00218141, 0.00148936, 0.00276957, 0.0025992, 0.0030376, 0.00258683, 0.00291447, 0.00225766, 0.00242642, 0.00220211, 0.00199346, 0.00206662, 0.00235411, 0.00332612, 0.00359211, 0.00288452, 0.00260883, 0.00402854, 0.00367621
0.06, 0.0319375, 0.00829537, 0.00407995, 0.0202846, 0.0297986, 0.00548667, 0.00150984, 0.00822443, 0.00628661, 0.00653748, 0.00826215, 0.00515857, 0.00672186, 0.00692882, 0.0078621, 0.00594929, 0.00539585, 0.00370245, 0.0036559, 0.00442656, 0.00519723, 0.0040936, 0.00202022, 0.00414619, 0.00649342, 0.00561885, 0.0041494, 0.00251133, 0.00295072, 0.00300135, 0.00278787, 0.00455331, 0.00553611, 0.00904593, 0.0119916, 0.0100216, 0.0103791, 0.00983748, 0.0110415, 0.0121064, 0.00912661, 0.00702151, 0.00394685, 0.00277777, 0.0041748, 0.00680711, 0.00430004, 0.00310903, 0.0032761, 0.00402011, 0.00447629
0.07, 0.0319375, 0.0666653, 0.0487365, 0.0583251, 0.059522, 0.0156093, 0.0217094, 0.0392217, 0.0451238, 0.0501891, 0.0502133, 0.0383009, 0.0434983, 0.05229, 0.0686907, 0.0499539, 0.026021, 0.0373578, 0.0222962, 0.0393033, 0.0450602, 0.0204098, 0.0065646, 0.0232645, 0.0508005, 0.0360025, 0.02374, 0.01438, 0.0113976, 0.02126, 0.0122358, 0.0240506, 0.0279597, 0.0612835, 0.0745434, 0.0594897, 0.0621684, 0.0566619, 0.0687895, 0.0758615, 0.0553549, 0.0443092, 0.0193987, 0.0125757, 0.0237223, 0.0399203, 0.0238453, 0.0138937, 0.0143641, 0.0178087, 0.017365
0.08, 0.0319375, 0.0521381, 0.0684561, 0.0944093, 0.0987199, 0.0237793, 0.0198752, 0.0295972, 0.0437857, 0.0448111, 0.0424378, 0.0311319, 0.0334759, 0.0456239, 0.076352, 0.0530856, 0.0178044, 0.0409386, 0.0391011, 0.0558889, 0.0485818, 0.0202902, 0.00841347, 0.0269592, 0.0520361, 0.0329225, 0.0202897, 0.0213405, 0.0128912, 0.02188, 0.0158586, 0.026962, 0.0258153, 0.0506977, 0.0588899, 0.0444043, 0.0498752, 0.0452024, 0.056104, 0.0613827, 0.0420287, 0.0364036, 0.0146361, 0.0117776, 0.0232027, 0.0333419, 0.0239614, 0.0141957, 0.0122777, 0.0143984, 0.0143823
0.09, 0.0319375, 0.0219092, 0.0255704, 0.0219624, 0.0546736, 0.010318, 0.00832433, 0.00666834, 0.00745254, 0.00700399, 0.009614, 0.00778486, 0.0173418, 0.0219961, 0.0177294, 0.0162358, 0.00602975, 0.00860518, 0.0160697, 0.0174954, 0.00942484, 0.00984456, 0.00786269, 0.00610357, 0.0131906, 0.0130924, 0.00838403, 0.00905762, 0.0103842, 0.00985566, 0.0156216, 0.0177156, 0.0119925, 0.0126559, 0.0178646, 0.0154633, 0.0174506, 0.0186864, 0.0181617, 0.0166706, 0.0117816, 0.0122398, 0.00878068, 0.00714095, 0.00821899, 0.0104084, 0.0109415, 0.00571202, 0.0056032, 0.00465512, 0.00667379
