# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19
0, 0.0319375, -1.11547, -2.82033, -0.104447, -0.068057, -0.873481, -1.06901, -2.04671, -2.51517, -2.52843, -2.50366, -2.94294, -2.31454, -2.90416, -3.42409, -3.22906, -2.25734, -2.20163, -2.91329, -2.99587, -2.13817
0.01, 0.0319375, -1.3464, -2.66086, 0.382922, -0.238019, -0.394749, -1.01207, -1.19991, -1.99738, -2.08476, -2.2473, -2.54311, -1.98467, -2.13142, -2.89832, -2.82026, -1.73388, -1.40734, -1.89442, -1.86001, -1.65543
0.02, 0.0319375, -1.61901, -2.16562, 0.602543, -0.983263, -0.00936396, -1.36077, -0.853704, -1.88969, -2.09139, -2.35794, -2.67116, -1.92689, -1.98578, -2.63967, -2.44116, -1.27444, -0.874753, -1.25806, -1.43455, -1.14729
0.03, 0.0319375, -1.02606, -1.74729, 0.803176, -0.25781, -0.183643, -0.86451, -0.776204, -1.62227, -1.91427, -2.34351, -2.25385, -1.58074, -1.76997, -2.48126, -2.1297, -1.03937, -0.645848, -0.893669, -0.949636, -0.925987
0.04, 0.0319375, -0.349598, -1.67626, 0.578577, 0.567497, -0.656686, -0.256086, -1.08273, -1.24778, -1.92724, -1.9844, -1.86277, -1.62021, -1.96813, -2.54373, -2.14492, -1.16844, -0.607371, -1.1027, -0.876179, -1.09932
0.05, 0.0319375, -0.361253, -1.28091, -0.694018, 0.179726, -0.512877, -0.445911, -0.881023, -1.51016, -1.76495, -1.6543, -1.79231, -2.18964, -2.26383, -2.38181, -2.21539, -1.00662, -0.285219, -1.10583, -1.06584, -1.1803
0.06, 0.0319375, -0.347264, -0.481067, -2.49687, -0.364631, -0.15057, -1.62227, -0.756268, -2.19889, -1.5097, -1.58893, -1.68214, -2.57083, -2.2587, -2.79845, -2.09489, -1.08946, -0.185119, -0.927707, -0.596374, -0.969003
0.07, 0.0319375, -0.495889, -0.145892, -2.25675, -1.04277, -0.164419, -2.87808, -1.16283, -2.42467, -1.75896, -2.12764, -1.71523, -2.02469, -2.57317, -3.29373, -2.7299, -1.76212, -0.279339, -1.09074, -0.684336, -1.08517
0.08, 0.0319375, -0.656918, 0.0363531, -1.93186, -1.08357, -0.0961472, -2.63917, -1.3229, -2.25666, -2.01741, -2.37918, -1.67585, -1.89336, -2.41026, -2.81367, -2.5454, -1.36506, -0.37547, -0.858876, -0.791604, -1.19669
0.09, 0.0319375, -0.671387, 0.294817, -2.02392, -1.18799, -0.0204086, -2.43031, -1.62076, -2.08385, -2.27824, -2.63605, -1.45595, -2.1404, -2.35711, -2.7323, -2.47766, -1.14242, -0.466084, -0.634078, -0.485283, -0.860774
