# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5
-0.164, 0, 0.00883171, -0.109159, 0.0122238, 0.487043, -6.76894, 4.51899
-0.144, 0, -0.00797604, -0.11307, 0.00293372, 0.998915, -6.8759, 6.59322
-0.124, 0, -0.0143019, -0.11139, -0.00595911, 2.31489, -6.49008, 7.07453
-0.104, 0, -0.00941234, -0.109311, -0.00644806, 2.16591, -5.97248, 6.3774
-0.084, 0, -0.00476729, -0.120007, -0.0043089, 0.328515, -5.58667, 4.87043
-0.064, 0, 0.00394218, -0.134676, 0.00889283, 0.523332, -5.06333, 3.64996
-0.044, 0, 0.0100846, -0.131039, 0.0220029, 1.13261, -5.30399, 3.03303
-0.024, 0, 0.0146075, -0.126364, 0.0278397, 0.794548, -4.57438, 3.18201
-0.004, 0, 0.0147297, -0.131375, 0.035938, 0.985545, -3.66715, 3.85814
0.016, 0, 0.00953458, -0.132934, 0.0367631, 2.13535, -3.42649, 3.99948
0.036, 0, 0.00122238, -0.133454, 0.0264951, 2.49251, -3.93645, 3.65378
0.056, 0, -0.00394218, -0.127586, 0.0208111, 3.05977, -3.7359, 3.56974
0.076, 0, -0.00867891, -0.11906, 0.0173273, 3.09415, -3.13235, 3.70725
0.096, 0, -0.00901507, -0.110442, 0.015891, 2.59374, -2.70834, 3.73781
0.116, 0, -0.00699814, -0.10543, 0.017694, 1.1689, -2.74463, 3.35773
0.136, 0, -0.00204749, -0.107478, 0.0208111, -0.586361, -2.98529, 2.70261
0.156, 0, 0.00207805, -0.11194, 0.0242337, -1.53562, -3.01585, 2.02648
0.176, 0, 0.00342267, -0.11799, 0.0266785, -2.17164, -2.85923, 1.35035
0.196, 0, 0.00464505, -0.127403, 0.0309568, -1.93671, -2.43903, 0.884317
0.216, 0, 0.00366715, -0.129572, 0.0332488, -0.67613, -1.70369, 0.594001
0.236, 0, 0.00366715, -0.127953, 0.0332182, 0.0515692, -0.912966, 0.395364
0.256, 0, 0.00311707, -0.124897, 0.0341656, 0.164258, -0.164258, 0.204367
0.276, 0, 0.00216973, -0.123186, 0.0322403, -0.0935886, 0.488953, 0.0553892
0.296, 0, 0.00161966, -0.122208, 0.0318736, -0.622651, 1.12879, -0.0744889
0.316, 0, 0.000427834, -0.12178, 0.0329126, -0.979815, 1.63685, -0.166168
0.336, 0, -0.0052868, -0.120038, 0.0351129, -1.16126, 1.92334, -0.223467
