Time (seconds),X,Y,Z
0,-0.4261223,-0.9338997,-0.06674205
0.02,-0.4175656,-0.92509854,-0.060141183
0.04,-0.39482933,-0.92949915,-0.05427375
0.06,-0.372582,-0.9341442,-0.0361825
0.08,-0.34373376,-0.9537023,-0.033982214
0.1,-0.31195185,-0.9588363,-0.02811478
0.12,-0.29850563,-0.94490117,-0.024936588
0.14,-0.29459402,-0.9321884,-0.022491826
0.16,-0.2989946,-0.9214314,-0.024936588
0.18,-0.3051065,-0.915075,-0.018580204
0.2,-0.31097394,-0.91385263,-0.01955811
0.22,-0.30877364,-0.91042995,-0.027625829
0.24,-0.3063289,-0.9021178,-0.03764936
0.26,-0.30339515,-0.8891605,-0.04767289
0.28,-0.305351,-0.8798704,-0.05965223
0.3,-0.3121963,-0.8793815,-0.07358739
0.32,-0.31513003,-0.8835376,-0.08727806
0.34,-0.32710937,-0.89209425,-0.09363445
0.36,-0.31806374,-0.8984506,-0.12590532
0.38,-0.33444366,-0.91580844,-0.12126028
0.4,-0.3371329,-0.93341076,-0.11417046
0.42,-0.33542156,-0.96128106,-0.1354399
0.44,-0.34153348,-0.97619414,-0.14595239
0.46,-0.3425114,-0.99110717,-0.149864
0.47,-0.34813434,-0.997708,-0.1354399
0.48,-0.35717997,-0.9969746,-0.13910705
0.5,-0.37404883,-0.9957522,-0.12957247
0.52,-0.3848058,-0.9898848,-0.118571036
0.54,-0.38211656,-0.98523974,-0.1210158
0.56,-0.37771598,-0.9842618,-0.111725695
0.58,-0.3723375,-0.98206156,-0.09803502
0.6,-0.37111512,-0.97814995,-0.09021178
0.62,-0.37600464,-0.97399384,-0.07921034
0.64,-0.38358343,-0.9656816,-0.06454176
0.66,-0.38920638,-0.9598142,-0.05060661
0.68,-0.393118,-0.9512575,-0.043272316
0.7,-0.39556277,-0.9488128,-0.031292975
0.72,-0.39189562,-0.9451456,-0.02078049
0.74,-0.38553923,-0.93634444,-0.021024967
0.76,-0.38113865,-0.93634444,-0.02420316
0.78,-0.37478226,-0.9321884,-0.017846774
0.8,-0.36793694,-0.930477,-0.014913058
0.82,-0.36011368,-0.9397671,-0.02078049
0.84,-0.35106805,-0.94050056,-0.024936588
0.86,-0.34520063,-0.9419674,-0.027870305
0.88,-0.34373376,-0.93658894,-0.034715645
0.9,-0.3425114,-0.9287657,-0.043516792
0.92,-0.3425114,-0.9233872,-0.05060661
0.94,-0.3390887,-0.91972005,-0.059407756
0.96,-0.33542156,-0.92192036,-0.06429728
0.98,-0.33346575,-0.91996455,-0.07187605
1,-0.33004308,-0.92363167,-0.07921034
1.02,-0.3278428,-0.92901015,-0.08385539
1.04,-0.32808727,-0.93634444,-0.087033585
1.06,-0.32955414,-0.9444122,-0.08972283
1.08,-0.33248785,-0.94563454,-0.095101304
1.1,-0.34104452,-0.94416773,-0.0941234
1.12,-0.3454451,-0.941234,-0.103657976
1.14,-0.34813434,-0.9397671,-0.10561379
1.16,-0.33982214,-0.93683344,-0.13372856
1.18,-0.33248785,-0.92192036,-0.13666229
1.2,-0.33737737,-0.909941,-0.13275066
1.22,-0.34520063,-0.9118968,-0.14350763
1.24,-0.3588913,-0.93683344,-0.14228524
1.26,-0.37062615,-0.9434343,-0.1354399
1.28,-0.36940378,-0.96641505,-0.14081839
1.3,-0.35938025,-1.0003973,-0.13690676
1.32,-0.3403111,-1.0150659,-0.10805855
1.34,-0.32613146,-1.0216668,-0.09290102
1.36,-0.30461755,-1.0260673,-0.11832656
1.38,-0.27576932,-0.9940409,-0.12248266
1.4,-0.27796963,-0.9307215,-0.11148122
1.42,-0.2916603,-0.8781591,-0.10732512
1.44,-0.30070594,-0.8385539,-0.10145769
1.45,-0.32417566,-0.82266295,-0.095101304
1.47,-0.35082358,-0.8031049,-0.09070073
1.49,-0.37796044,-0.78941417,-0.0889894
1.51,-0.3867616,-0.7899031,-0.09265654
1.53,-0.38431683,-0.8163066,-0.07823244
1.55,-0.39971885,-0.86397946,-0.09192311
1.57,-0.38749504,-0.900162,-0.092167586
1.59,-0.41536534,-0.91042995,-0.07260948
1.61,-0.4241665,-0.94416773,-0.091678634
1.63,-0.4427467,-0.95932525,-0.11148122
1.65,-0.51462275,-0.99110717,-0.17920117
1.67,-0.53711456,-0.9937964,-0.25107723
1.69,-0.51975673,-0.9906182,-0.25890046
1.71,-0.43003392,-0.9581029,-0.23494178
1.73,-0.61485803,-1.0519818,-0.44763622
1.75,-0.7058033,-1.0370687,-0.5077774
1.77,-0.7546985,-1.0473367,-0.41194266
1.79,-0.7456529,-1.1206796,-0.573786
1.81,-0.88598233,-1.0395135,-0.7155823
1.83,-1.0316902,-0.97961676,-0.5886991
1.85,-1.007976,-0.9825505,-0.52782446
1.87,-1.0661614,-0.9473459,-0.5212236
1.89,-1.4832381,-0.9881735,-0.60996854
1.91,-1.592519,-1.0060202,-0.60776824
1.93,-1.499618,-0.9607921,-0.5916328
1.94,-1.4284754,-0.85811204,-0.7304954
1.95,-1.3257953,-0.69137913,-0.87131375
1.97,-1.46368,-0.62634844,-0.7566543
1.99,-1.867066,-0.72536135,-0.5138893
2.01,-1.9130275,-0.7820799,-0.3752712
2.03,-1.9433426,-0.72047186,-0.41707668
2.05,-1.990771,-0.77205634,-0.13323961
2.07,-1.8807566,-0.733918,-0.032026403
2.09,-1.6379917,-0.7324512,-0.107080646
2.11,-1.3580662,-0.84759957,-0.20022614
2.13,-0.9786389,-0.7561654,-0.0982795
2.15,-0.58356506,-0.57989794,0.18262385
2.17,-0.27161324,-0.4456804,0.30290622
2.19,-0.067475475,-0.46817222,0.2914158
2.21,0.2564557,-0.5923662,0.3165969
2.23,0.4332121,-0.7102038,0.52366835
2.25,0.40460837,-0.80212694,0.6219479
2.27,0.33444366,-0.69137913,0.59529996
2.29,0.17602298,-0.64370626,0.6243926
2.31,-0.07260948,-0.6889344,0.5547169
2.33,-0.6028787,-1.1563731,0.113925986
2.35,-1.2566085,-1.4788375,-0.31390765
2.37,-2.137457,-1.0519818,-0.11954894
2.39,-2.4780123,-0.9940409,-0.32955414
2.41,-2.4386518,-1.1089448,-1.1512392
2.42,-2.5269077,-0.64932925,-1.4106286
2.437,-2.440852,-0.33371022,-1.0365797
2.457,-2.201265,-0.022002872,-0.66546464
2.477,-1.8905357,0.050851084,-0.6349051
2.497,-1.4844605,0.13079485,-0.69382393
2.517,-1.0495371,0.37893835,-0.79088104
2.537,-0.58405405,0.60263425,-0.7021361
2.557,-0.25792256,0.8801149,-0.8390429
2.577,-0.5459157,0.99281853,-0.935611
2.597,-0.666687,0.87767017,-0.76081043
2.617,-0.71827155,0.7559209,-0.6295266
2.637,-0.5852764,0.5554503,-0.93878925
2.657,-1.096232,0.35962474,-0.9392782
2.677,-1.9531217,0.43394554,-0.7769459
2.697,-3.0405526,0.019802585,-0.5212236
2.717,-3.7964735,-0.6368609,-0.82461876
2.737,-3.1733031,-0.8644684,-0.9588363
2.757,-2.7950983,-0.99477434,-0.79137
2.777,-2.3904898,-1.1062555,-0.44641384
2.797,-1.990282,-1.2375393,-0.18531308
2.817,-1.2392507,-1.276411,0.056718517
2.837,-0.5811203,-1.0942762,0.21856187
2.857,-0.22222902,-0.92020905,0.34226692
2.877,0.03911622,-0.9133637,0.48430768
2.897,0.1334841,-0.8446658,0.60434556
2.907,0.28505945,-0.7490756,0.5190233
2.92,0.47648442,-0.6246371,0.4715949
2.94,0.48161843,-0.4789292,0.39580724
2.96,0.47697338,-0.32001957,0.35938025
2.98,0.45545948,-0.23103017,0.3454451
3,0.28261468,-0.41634324,0.31904164
3.02,0.090456255,-0.7466308,0.1799346
3.04,-0.5080219,-0.92216486,0.06845338
3.06,-2.4217827,-1.3275067,-0.211961
3.08,-2.8990006,-2.1880634,-0.7771903
3.1,-3.804052,-2.2418482,-1.4644134
3.12,-3.4234025,-1.2551416,-1.1404822
3.14,-2.4467194,-0.6429728,-0.8211961
3.16,-1.5235767,-0.14130734,-0.79503715
3.18,-0.8610457,0.36255845,-0.7676558
3.2,-0.92534304,0.55813956,-1.06445
3.22,-0.85297805,0.6214589,-0.9595697
3.24,-0.59847814,0.80799437,-0.491153
3.26,-0.23640864,0.9881735,-0.44543594
3.28,-0.22589616,1.0688506,-0.57060784
3.3,-0.26819056,0.8317086,-0.6082572
3.32,-0.4830853,0.72193867,-0.37869388
3.34,-0.599456,0.6371054,-0.3249091
3.36,-1.3221282,0.5813648,-0.13495095
3.38,-1.959478,0.22076215,-0.39287353
3.4,-2.832503,-0.37893835,-0.4818629
3.42,-3.5732665,-0.6388167,-0.73171777
3.44,-2.8122115,-0.6576414,-0.78012407
3.457,-2.421294,-0.81972927,-0.57989794
3.477,-1.9174281,-0.9434343,-0.57892
3.497,-1.2720106,-0.9864621,-0.51437825
3.517,-0.7485866,-0.9678819,-0.33664396
3.537,-0.37869388,-0.84759957,-0.15573144
3.557,-0.14106286,-0.6916236,0.013201724
3.577,-0.04253889,-0.60214525,0.18873575
3.597,0.13837363,-0.6908902,0.3351771
3.617,0.39629617,-0.6339272,0.25572228
3.637,0.37722704,-0.49824283,0.30143934
3.657,0.37380436,-0.36353636,0.3733154
3.677,0.21905082,-0.37967178,0.29239374
3.697,0.01075696,-0.6314824,0.14913058
3.717,-0.16233231,-0.86935794,-0.18555756
3.737,-0.8502888,-0.9422119,-0.16037649
3.757,-2.1171653,-1.3165052,-0.50924426
3.777,-2.043578,-1.9856371,-0.946368
3.797,-2.6095407,-1.3455979,-1.0077316
3.817,-2.3975797,-0.8551783,-0.8935611
3.837,-2.109342,-0.25694466,-0.6960242
3.857,-1.6426367,-0.1933808,-0.7226721
3.877,-1.3460869,-0.11148122,-0.78574705
3.897,-1.2033126,0.09070073,-0.81899583
3.915,-0.98548424,0.57647526,-0.6473734
3.935,-0.8532225,0.7774348,-0.54249305
3.955,-0.6246371,0.90334016,-0.5395593
3.975,-0.40265256,0.9585918,-0.48015156
3.995,-0.30217278,1.076185,-0.40314153
4.015,-0.27674726,1.0003973,-0.24789903
4.035,-0.42245516,0.7994377,-0.1283501
4.055,-0.97228247,0.6664426,-0.02420316
4.075,-1.7499619,0.36035815,-0.279192
4.095,-2.7496257,0.13837363,-0.45350364
4.115,-3.4373376,-0.29850563,-0.72780615
4.135,-3.4224246,-0.90554047,-0.78159094
4.155,-2.8992453,-1.1522171,-0.85664517
4.175,-2.2535832,-1.3018366,-0.7358739
4.195,-1.5942304,-1.2368059,-0.52929133
4.215,-0.9730159,-1.0788742,-0.33786634
4.235,-0.61167985,-0.9192311,-0.20193748
4.255,-0.3723375,-0.7664334,0.016624393
4.275,-0.15255325,-0.7006692,0.23714207
4.295,0.028359259,-0.72340554,0.30070594
4.315,0.20951624,-0.7397855,0.28701526
4.335,0.3537573,-0.6226813,0.32808727
4.345,0.36793694,-0.45790422,0.35620207
4.36,0.32026404,-0.37820494,0.43883508
4.38,0.18335727,-0.31586346,0.43785715
4.4,0.12786114,-0.36964825,0.35644653
4.42,0.07407634,-0.57623076,0.21416129
4.44,-0.10047978,-0.72536135,0.0982795
4.46,-1.2583199,-1.0485591,-0.11954894
4.48,-2.1782844,-1.6316352,-0.7454084
4.5,-2.8762643,-1.9692571,-0.9400116
4.52,-3.2669377,-1.246096,-1.3358189
4.54,-2.489503,-0.79137,-1.1297252
4.56,-1.9074045,-0.44127983,-0.98719555
4.58,-1.5194206,-0.22125112,-0.88671577
4.6,-1.2578309,-0.033248786,-0.6899123
4.62,-1.0678728,0.030804021,-0.90358466
4.64,-0.9808392,0.3121963,-0.7661889
4.66,-0.81361735,0.6534853,-0.569141
