# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.0319375, 0.268047, 0.174426, 0.0515193, 0.363241, 1.14472, 0.903, 0.580802, 0.625957, 0.323198, 0.254308, 0.496391, 0.432813, 0.358358, 0.464378, 0.689899, 0.513985, 0.454223, 0.5589, 0.505855, 0.737892, 0.502096, 0.439896, 0.42395, 0.332536, 0.582933, 0.693875, 0.680687, 0.709487, 0.667283, 0.604461, 0.498685, 0.662426, 0.442529, 0.533206, 0.858308, 0.770409, 0.518004, 0.66704, 0.670959, 0.76114, 0.906775, 1.04398, 1.20613, 1.37517, 1.61911, 1.41967, 1.00263, 0.805381, 0.621073, 0.834525
0.01, 0.0319375, 0.223479, 0.256061, 0.0939042, 0.372164, 1.10627, 0.805985, 0.360668, 0.707768, 0.456612, 0.404793, 0.615986, 0.35045, 0.381506, 0.646256, 0.563686, 0.429876, 0.539419, 0.413966, 0.45305, 0.650884, 0.478754, 0.352413, 0.57888, 0.439043, 0.58349, 0.730081, 0.626855, 0.551094, 0.709745, 0.622443, 0.641959, 0.575366, 0.629353, 0.686212, 0.969318, 0.757553, 0.500608, 0.631013, 0.670859, 0.931409, 0.70932, 0.761717, 1.18963, 1.31993, 1.49882, 1.27703, 1.09289, 0.724859, 0.614439, 0.694625
0.02, 0.0319375, 0.13406, 0.284574, 0.403177, 0.365507, 1.11616, 0.824362, 0.531001, 0.526977, 0.287602, 0.305303, 0.368753, 0.475998, 0.482636, 0.484025, 0.452986, 0.438956, 0.684074, 0.374999, 0.367572, 0.794019, 0.558505, 0.554808, 0.647544, 0.230667, 0.521291, 0.59288, 0.583781, 0.657107, 0.82106, 0.691643, 0.657943, 0.731989, 0.671603, 0.611011, 0.681317, 0.732326, 0.611735, 0.618518, 0.592033, 1.03413, 0.751629, 0.733023, 1.30605, 1.49949, 1.67303, 1.30761, 1.03343, 0.804536, 0.650589, 0.568338
0.03, 0.0319375, 0.0806932, 0.235469, 0.356792, 0.547232, 1.21867, 0.977396, 0.519117, 0.289268, 0.132134, 0.22457, 0.401659, 0.41507, 0.40587, 0.622046, 0.718469, 0.56946, 0.646895, 0.41083, 0.58445, 0.736727, 0.788832, 0.635326, 0.626279, 0.215765, 0.493893, 0.52876, 0.805194, 0.71693, 0.861559, 0.632185, 0.607791, 0.60811, 0.68896, 0.58741, 0.776301, 0.679979, 0.613274, 0.662349, 0.691147, 1.04438, 0.964741, 0.683089, 1.07712, 1.45293, 1.68711, 1.26109, 0.926542, 0.793442, 0.779047, 0.622392
0.04, 0.0319375, 0.169178, 0.138084, 0.0607881, 0.353133, 1.17786, 0.864858, 0.56197, 0.340171, 0.0753272, 0.298832, 0.425391, 0.17482, 0.330346, 0.496516, 0.719438, 0.755116, 0.875981, 0.56849, 0.468003, 0.500104, 0.81261, 0.754675, 0.48446, 0.265059, 0.572699, 0.700774, 0.806397, 0.737133, 0.551487, 0.625811, 0.579145, 0.585964, 0.747063, 0.768146, 0.832178, 0.71038, 0.662018, 0.712806, 0.65704, 0.82142, 0.89266, 0.89579, 1.02446, 1.41339, 1.62543, 1.45027, 1.00263, 0.785843, 0.634385, 0.631812
0.05, 0.0319375, 0.198996, 0.06121, 0.269584, 0.354272, 1.17175, 0.871741, 0.634881, 0.419745, 0.224795, 0.342049, 0.281302, 0.172683, 0.282572, 0.335687, 0.502037, 0.581185, 0.751727, 0.664374, 0.623779, 0.831481, 0.675337, 0.672779, 0.45172, 0.452497, 0.732079, 0.817678, 0.64824, 0.715266, 1.01769, 0.789012, 0.678977, 0.710686, 0.665689, 0.902203, 0.725136, 0.501548, 0.658164, 0.698816, 0.705216, 0.965985, 0.895162, 1.02479, 1.26965, 1.51117, 1.54955, 1.31089, 1.17046, 0.882163, 0.691439, 0.563583
0.06, 0.0319375, 0.264876, 0.0630917, 0.395866, 0.465682, 1.19514, 0.854557, 0.512944, 0.43346, 0.494034, 0.630648, 0.337724, 0.23714, 0.331485, 0.505535, 0.609471, 0.552253, 0.573361, 0.723475, 0.692211, 0.640025, 0.774477, 0.486843, 0.587584, 0.719883, 0.765553, 0.5832, 0.747548, 0.647579, 0.908813, 0.68249, 0.606791, 0.571433, 0.599845, 0.838108, 0.794285, 0.794052, 0.715567, 0.682415, 0.569299, 0.725476, 0.711564, 0.902913, 1.13692, 1.5369, 1.30303, 1.19215, 1.19962, 0.899611, 0.749038, 0.744708
0.07, 0.0319375, 0.342144, 0.191241, 0.330602, 0.490026, 1.25789, 0.937952, 0.390588, 0.358028, 0.445005, 0.670606, 0.372868, 0.152183, 0.330692, 0.534008, 0.696905, 0.470411, 0.507298, 0.638645, 0.425905, 0.466982, 0.70013, 0.535682, 0.663342, 0.716587, 0.808487, 0.42229, 0.704683, 0.587062, 0.689287, 0.806418, 0.4951, 0.443468, 0.659875, 0.680855, 0.810043, 0.646517, 0.718347, 0.736149, 0.751596, 0.756, 0.816316, 0.903632, 1.27, 1.46297, 1.49461, 1.34241, 1.22183, 0.812423, 0.777287, 0.631703
0.08, 0.0319375, 0.201698, 0.14059, 0.315528, 0.422881, 1.25211, 0.942566, 0.513496, 0.371152, 0.441797, 0.612626, 0.468825, 0.241599, 0.239771, 0.521871, 0.69189, 0.491871, 0.450518, 0.568223, 0.395161, 0.544223, 0.490511, 0.518378, 0.289886, 0.556752, 0.699108, 0.504773, 0.823698, 0.886508, 0.889609, 0.608713, 0.471105, 0.419806, 0.618478, 0.505587, 0.775989, 0.775842, 0.599284, 0.65297, 0.797972, 0.857058, 0.654847, 0.694843, 1.17573, 1.33481, 1.42283, 1.41112, 1.22831, 0.824381, 0.737943, 0.525514
0.09, 0.0319375, 0.0620632, 0.0456786, 0.180996, 0.403621, 1.23016, 1.00028, 0.570892, 0.472253, 0.496951, 0.586924, 0.341388, 0.239704, 0.293856, 0.554633, 0.760262, 0.450907, 0.395617, 0.600834, 0.511508, 0.676485, 0.618511, 0.679196, 0.545076, 0.597343, 0.491387, 0.672872, 0.578197, 0.746514, 0.839948, 0.581557, 0.596491, 0.569477, 0.566869, 0.516494, 0.906646, 0.786064, 0.642223, 0.749178, 0.63588, 0.587167, 0.679716, 0.786948, 0.859493, 1.34537, 1.46372, 1.31129, 1.17745, 0.82794, 0.707344, 0.597576
