# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.0319375, 0.14669, 0.100805, 0.0955953, 0.203355, 0.646383, 0.561081, 0.448916, 0.588653, 0.455666, 0.123307, 0.335837, 0.387987, 0.309091, 0.654893, 0.682032, 0.3801, 0.597048, 0.547407, 0.603829, 0.879876, 0.80335, 0.576834, 0.569417, 0.725991, 0.562166, 0.512052, 0.484547, 0.721347, 0.69991, 0.685373, 0.521135, 0.512613, 0.648317, 0.484717, 0.700994, 0.655008, 0.599856, 0.582838, 0.637596, 0.876542, 0.84586, 1.2392, 1.58751, 1.87385, 1.83191, 1.28902, 0.99501, 0.789528, 0.815358, 0.678135
0.01, 0.0319375, 0.154283, 0.129473, 0.147092, 0.254449, 0.510179, 0.410766, 0.522394, 0.387683, 0.237381, 0.33361, 0.357841, 0.274393, 0.39631, 0.644626, 0.678052, 0.610929, 0.411277, 0.529289, 0.601477, 0.960345, 0.784714, 0.581892, 0.631097, 0.72475, 0.751421, 0.597299, 0.410809, 0.55451, 0.942996, 0.688038, 0.617358, 0.662516, 0.524583, 0.474137, 0.587956, 0.606308, 0.506213, 0.57025, 0.596856, 0.71711, 0.944191, 0.904788, 1.24643, 1.7618, 1.66096, 1.35649, 0.888504, 0.638805, 0.714273, 0.725687
0.02, 0.0319375, 0.265677, 0.0354667, 0.12621, 0.370603, 0.556503, 0.212152, 0.612882, 0.487311, 0.293424, 0.311642, 0.29432, 0.387474, 0.448609, 0.513353, 0.537086, 0.611976, 0.426503, 0.647195, 0.648252, 1.08772, 0.853476, 0.460551, 0.560191, 0.696772, 0.596881, 0.651697, 0.521272, 0.591584, 0.805659, 0.509747, 0.705471, 0.725829, 0.569924, 0.451634, 0.54647, 0.501256, 0.604214, 0.776694, 0.71292, 0.902829, 1.0502, 1.01193, 1.30118, 1.83168, 1.51942, 1.33989, 0.710813, 0.667574, 0.879743, 0.715441
0.03, 0.0319375, 0.242763, 0.0333156, 0.180961, 0.30111, 0.617639, 0.544759, 0.769663, 0.48799, 0.263133, 0.303806, 0.295852, 0.327588, 0.564374, 0.558637, 0.231779, 0.378066, 0.686908, 0.498931, 0.655502, 0.964771, 0.671612, 0.714058, 0.497773, 0.518281, 0.601634, 0.471019, 0.470618, 0.464522, 0.889252, 0.659809, 0.666961, 0.484304, 0.565983, 0.55014, 0.791572, 0.490066, 0.708449, 0.946022, 0.7045, 0.817727, 1.09588, 1.01496, 1.28132, 1.79985, 1.53878, 1.19231, 0.876503, 0.706327, 0.800144, 0.83012
0.04, 0.0319375, 0.224167, 0.179519, 0.188572, 0.267115, 0.547632, 0.383696, 0.833588, 0.524228, 0.336257, 0.314812, 0.318955, 0.483362, 0.380816, 0.530313, 0.418231, 0.176898, 0.689678, 0.421785, 0.510221, 0.700886, 0.402178, 0.598721, 0.695094, 0.617143, 0.519435, 0.455104, 0.263124, 0.330604, 0.995832, 0.712407, 0.58118, 0.527523, 0.615856, 0.750204, 0.872769, 0.57291, 0.571665, 0.622486, 0.653202, 0.704668, 1.04265, 1.00707, 1.29575, 1.79627, 1.59093, 1.2103, 1.1094, 0.728729, 0.809129, 0.788171
0.05, 0.0319375, 0.218727, 0.192553, 0.118142, 0.364344, 0.632583, 0.399747, 0.648315, 0.476252, 0.374444, 0.449935, 0.387285, 0.433286, 0.376711, 0.584288, 0.541183, 0.479725, 0.605772, 0.543246, 0.51434, 0.792044, 0.523072, 0.377456, 0.55088, 0.708737, 0.583044, 0.581872, 0.476553, 0.664188, 0.857819, 0.754215, 0.535463, 0.794269, 0.762728, 0.673639, 0.896057, 0.545769, 0.641815, 0.713195, 0.827245, 0.764951, 0.970749, 0.989751, 1.25589, 1.73563, 1.75839, 1.29847, 1.03005, 0.680589, 0.732708, 0.686334
0.06, 0.0319375, 0.274682, 0.0730233, 0.144816, 0.193807, 0.464613, 0.43099, 0.635254, 0.458813, 0.239087, 0.207641, 0.209039, 0.462189, 0.430812, 0.871935, 0.737354, 0.3815, 0.520747, 0.623377, 0.585346, 0.716792, 0.704911, 0.471029, 0.453954, 0.592803, 0.387767, 0.635101, 0.642125, 0.826763, 1.02369, 0.7245, 0.536871, 0.722539, 0.820134, 0.595882, 0.793938, 0.816865, 0.551025, 0.658784, 0.658798, 0.653597, 0.768246, 1.04518, 1.34917, 1.97925, 1.58227, 1.12426, 0.929573, 0.678076, 0.709179, 0.671048
0.07, 0.0319375, 0.120794, 0.0930306, 0.227404, 0.192899, 0.536332, 0.322865, 0.480129, 0.682746, 0.53296, 0.284869, 0.442266, 0.313091, 0.507988, 0.661316, 0.405521, 0.54662, 0.6514, 0.827841, 0.807186, 1.01417, 0.904457, 0.721517, 0.590133, 0.475423, 0.471336, 0.651829, 0.477944, 0.720819, 0.949206, 0.930219, 0.690693, 0.633171, 0.662813, 0.663049, 0.829025, 0.821639, 0.560186, 0.543083, 0.472113, 0.736744, 0.844991, 1.06558, 1.56223, 2.09065, 1.55333, 1.18771, 0.916333, 0.729363, 0.709083, 0.671351
0.08, 0.0319375, 0.0873094, 0.138352, 0.393775, 0.351569, 0.538702, 0.358417, 0.365229, 0.318065, 0.40777, 0.218428, 0.448792, 0.29176, 0.394404, 0.385933, 0.273942, 0.581475, 0.618291, 0.505892, 0.53748, 0.9358, 0.855984, 0.950788, 0.707364, 0.518475, 0.599524, 0.594864, 0.516765, 0.746528, 0.971242, 0.827253, 0.506251, 0.77919, 0.908705, 0.723154, 0.826498, 0.638559, 0.644541, 0.683185, 0.756245, 0.742556, 0.875398, 1.07515, 1.56743, 1.74139, 1.55448, 1.27606, 0.826254, 0.726316, 0.606642, 0.743769
0.09, 0.0319375, 0.127844, 0.157174, 0.43076, 0.337382, 0.348884, 0.324009, 0.636671, 0.636696, 0.320968, 0.159444, 0.155537, 0.371561, 0.626616, 0.547397, 0.54803, 0.262457, 0.717342, 0.567968, 0.520505, 0.851664, 0.855821, 0.945405, 0.537802, 0.642396, 0.70622, 0.727395, 0.448209, 0.689888, 0.861176, 0.737714, 0.500746, 0.869004, 0.943517, 0.739516, 0.826596, 0.633547, 0.618345, 0.605701, 0.634694, 0.861597, 0.861961, 1.11109, 1.31066, 1.78735, 1.75252, 1.42539, 0.817938, 0.796792, 0.791498, 0.85524
0.1, 0.0319375, 0.154143, 0.12048, 0.153037, 0.29656, 0.530703, 0.297936, 0.542741, 0.507585, 0.281025, 0.206769, 0.0942167, 0.528675, 0.703884, 0.530749, 0.718064, 0.274817, 0.702903, 0.816153, 0.814605, 1.0174, 1.00423, 0.861656, 0.675287, 0.515467, 0.656473, 0.73799, 0.300337, 0.572026, 0.744754, 0.906387, 0.558403, 0.93838, 0.792131, 0.753638, 0.946107, 0.594253, 0.526948, 0.432578, 0.495501, 0.725783, 1.12542, 1.04011, 1.44548, 1.85444, 1.82851, 1.47397, 0.918405, 0.636781, 0.617353, 0.773876
0.11, 0.0319375, 0.140432, 0.114268, 0.169275, 0.306471, 0.648178, 0.335397, 0.234753, 0.317436, 0.264886, 0.406729, 0.18439, 0.478872, 0.535575, 0.519089, 0.66018, 0.567561, 0.709223, 0.657148, 0.68825, 0.8598, 0.822227, 0.61688, 0.70154, 0.502251, 0.756541, 0.83298, 0.452815, 0.549382, 0.861189, 1.0136, 0.602473, 0.891584, 0.831732, 0.528529, 0.71593, 0.555238, 0.591412, 0.82508, 0.587484, 0.935308, 1.10113, 0.945719, 0.963897, 1.7067, 2.07791, 1.53031, 1.05497, 0.716497, 0.685458, 0.6686
0.12, 0.0319375, 0.104107, 0.0894072, 0.138935, 0.157782, 0.464566, 0.391229, 0.412666, 0.331744, 0.434186, 0.484129, 0.425635, 0.494561, 0.416924, 0.311464, 0.682588, 0.599323, 0.622789, 0.737137, 0.809225, 1.08959, 0.6491, 0.537086, 0.732926, 0.569662, 0.593601, 0.592684, 0.56702, 0.682949, 0.852657, 0.599603, 0.427424, 0.66247, 0.767082, 0.56933, 0.900075, 0.701964, 0.730965, 0.786981, 0.632949, 1.02879, 1.03466, 0.952128, 1.24535, 1.7917, 1.80259, 1.43782, 1.03128, 0.695107, 0.784699, 0.703954
0.13, 0.0319375, 0.0607774, 0.0353315, 0.136129, 0.25913, 0.524191, 0.465171, 0.659504, 0.637987, 0.313793, 0.313044, 0.197599, 0.359162, 0.421018, 0.453559, 0.446267, 0.513263, 0.446827, 0.809508, 0.80868, 0.676543, 0.595612, 0.765737, 0.83582, 0.711502, 0.610847, 0.661304, 0.58635, 0.665079, 0.66461, 0.542388, 0.697137, 0.695898, 0.54641, 0.485589, 0.759752, 0.656794, 0.625169, 0.579532, 0.783119, 0.940691, 0.949918, 1.02711, 1.51546, 1.75073, 1.77971, 1.48334, 0.812126, 0.604493, 0.683729, 0.781469
0.14, 0.0319375, 0.112155, 0.0634542, 0.1199, 0.345004, 0.381568, 0.630944, 0.746179, 0.515798, 0.406901, 0.211419, 0.234864, 0.281214, 0.610957, 0.409925, 0.332196, 0.499998, 0.484179, 0.807242, 0.883509, 1.02996, 0.944762, 0.633656, 0.713306, 0.634172, 0.700652, 0.659529, 0.389349, 0.534588, 0.790581, 0.492027, 0.712007, 0.654059, 0.402622, 0.47652, 1.04364, 0.610287, 0.388618, 0.547341, 0.538961, 0.845239, 0.758618, 1.12319, 1.62429, 1.54897, 1.61069, 1.26974, 0.787504, 0.690863, 0.576383, 0.732496
0.15, 0.0319375, 0.133262, 0.156047, 0.208505, 0.402513, 0.447996, 0.385607, 0.972809, 0.589887, 0.199542, 0.175282, 0.465888, 0.66772, 0.702728, 0.462755, 0.415762, 0.364762, 0.481517, 0.511028, 0.730885, 0.995629, 1.01756, 0.765366, 0.406676, 0.651295, 0.673883, 0.624772, 0.361837, 0.574407, 0.766037, 0.525249, 0.613159, 0.824032, 0.561118, 0.512657, 0.999733, 0.66146, 0.466941, 0.576014, 0.612253, 0.850117, 0.765998, 1.10259, 1.41465, 1.49353, 1.93374, 1.54199, 1.07363, 0.807663, 0.771498, 0.814308
0.16, 0.0319375, 0.258397, 0.150864, 0.196122, 0.201681, 0.342253, 0.393319, 0.592615, 0.499765, 0.359224, 0.358536, 0.424618, 0.510986, 0.420438, 0.260667, 0.140237, 0.296477, 0.723065, 0.544366, 0.402352, 1.02844, 0.894, 0.465418, 0.700848, 0.640064, 0.698821, 0.671499, 0.484819, 0.649126, 0.533324, 0.440739, 0.682256, 0.778254, 0.607012, 0.426119, 0.738781, 0.681484, 0.552305, 0.606683, 0.590358, 0.820496, 0.995301, 0.866939, 1.19649, 1.8414, 1.90248, 1.54941, 1.06182, 0.972855, 0.940593, 0.805055
0.17, 0.0319375, 0.17053, 0.190384, 0.141212, 0.441603, 0.470684, 0.303749, 0.642184, 0.483963, 0.307818, 0.39682, 0.144856, 0.376652, 0.602984, 0.630745, 0.243206, 0.282188, 0.500969, 0.612544, 0.539675, 0.907275, 0.728399, 0.441627, 0.668172, 0.745352, 0.698926, 0.583119, 0.455865, 0.510873, 0.477353, 0.41912, 0.638327, 0.784121, 0.822795, 0.631763, 0.771015, 0.597325, 0.698765, 0.714848, 0.616283, 0.851166, 0.833088, 0.90024, 1.29679, 1.92202, 1.61009, 1.34776, 1.09328, 0.780403, 0.758053, 0.680133
0.18, 0.0319375, 0.213927, 0.165373, 0.140944, 0.255435, 0.58431, 0.625148, 0.946074, 0.83155, 0.253327, 0.138879, 0.141976, 0.404395, 0.623519, 0.548228, 0.378262, 0.237303, 0.435725, 0.589534, 0.779229, 0.94751, 0.949571, 0.498064, 0.700319, 0.641646, 0.871964, 0.583451, 0.436033, 0.590425, 0.559822, 0.547704, 0.530583, 0.555324, 0.60126, 0.658346, 0.788405, 0.492014, 0.598855, 0.705175, 0.527672, 0.848702, 1.02978, 0.811613, 1.29289, 1.76346, 1.55806, 1.4497, 0.996075, 0.689228, 0.83085, 0.750448
0.19, 0.0319375, 0.320299, 0.267002, 0.276851, 0.218462, 0.622892, 0.487919, 0.64943, 0.600154, 0.400012, 0.174725, 0.176707, 0.534137, 0.336735, 0.543485, 0.430168, 0.321666, 0.399577, 0.671149, 0.669453, 1.07962, 0.809855, 0.622069, 0.75091, 0.922715, 0.872614, 0.712327, 0.390608, 0.518269, 0.533424, 0.721735, 0.733983, 0.548674, 0.625953, 0.559045, 0.603669, 0.579324, 0.543155, 0.576151, 0.589993, 0.841201, 0.81494, 0.766592, 1.19751, 1.82984, 1.63069, 1.34561, 0.890183, 0.779968, 0.898984, 0.768783
