# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19
0, 0.0319375, -1.24839, -1.4646, -0.239624, 0.532735, 0.855804, 0.609415, -0.579415, -0.864953, -0.191857, -0.293874, -0.794154, -1.77128, -2.48066, -2.66819, -2.74198, -2.92553, -2.84471, -3.04147, -3.22752, -3.73597
0.01, 0.0319375, -1.39136, -1.41233, -0.292941, 0.340846, 0.364763, 0.229881, -0.426787, -0.66086, -0.543608, -0.646622, -1.23414, -1.56834, -2.24162, -2.59564, -2.6685, -2.76498, -2.68061, -2.9943, -2.89604, -3.62709
0.02, 0.0319375, -1.56565, -1.45231, 0.237081, 0.35335, 0.922431, 0.21156, -0.27901, -0.234464, -0.64696, -0.670705, -0.932542, -1.59852, -2.13974, -2.67559, -2.59765, -2.85311, -2.96663, -3.03784, -2.71589, -3.43495
0.03, 0.0319375, -1.27995, -0.774673, 0.214794, 0.636313, 0.898819, 0.532429, -0.516528, -0.731839, -0.804861, -1.25772, -1.11956, -1.60869, -2.20904, -2.90599, -2.93105, -3.12434, -3.11355, -2.95815, -2.89763, -3.35737
0.04, 0.0319375, -1.21978, -0.795411, 0.0786189, 0.535045, 0.875416, 0.227992, -0.741237, -0.899365, -0.620697, -0.80915, -1.00465, -1.84517, -2.3411, -2.93542, -2.76635, -2.62887, -2.87043, -2.99152, -2.68336, -3.64491
0.05, 0.0319375, -1.81326, -1.0184, 0.195731, 0.495736, 0.553581, 0.0647773, -0.581561, -0.833989, -0.27295, -0.785862, -1.13518, -2.10008, -2.40029, -2.72377, -2.85318, -2.77872, -2.80162, -2.91145, -2.73578, -3.4572
0.06, 0.0319375, -1.89844, -1.42756, -0.553099, -0.0579192, 0.52388, 0.2429, -0.610379, -0.853688, -0.647072, -0.964965, -0.974379, -1.8938, -2.24003, -2.58949, -2.79445, -2.90266, -2.76547, -2.99021, -2.78873, -3.39982
0.07, 0.0319375, -1.49276, -1.36492, -0.399332, 0.250936, 0.849711, 0.731242, -0.4401, -0.66678, -0.549923, -0.845765, -1.05285, -1.87343, -2.12205, -2.82522, -2.99397, -2.72156, -3.12344, -2.93923, -2.68451, -3.4604
0.08, 0.0319375, -1.14766, -1.64734, -0.296343, 0.851771, 1.55665, 0.983203, -0.342022, -0.772063, -0.602844, -0.905794, -1.24034, -2.37942, -2.1863, -2.69808, -2.80405, -2.50949, -2.89648, -2.76985, -2.60036, -3.47281
0.09, 0.0319375, -1.01335, -2.07653, -0.290326, 0.818597, 1.21774, 0.786029, -0.522866, -1.0176, -0.382282, -0.654202, -1.16075, -1.96927, -2.21051, -2.54645, -3.08848, -2.85883, -2.92202, -2.89273, -2.44093, -3.44072
0.1, 0.0319375, -1.74367, -1.54702, -0.0538473, 0.964458, 1.09172, 0.601425, -0.322384, -0.92829, -0.544248, -0.753139, -1.12726, -2.11394, -2.20258, -2.74447, -3.00315, -2.95081, -3.06136, -3.15892, -2.819, -3.31108
0.11, 0.0319375, -1.47941, -1.44349, -0.488558, 0.710419, 1.1494, 0.799159, -0.619281, -1.06569, -0.606267, -0.903005, -1.07922, -2.00463, -2.30928, -2.70394, -3.09398, -2.68312, -2.67282, -2.879, -2.5382, -3.3493
0.12, 0.0319375, -1.30945, -1.11493, -0.4646, 0.772343, 1.20848, 0.795388, -0.62177, -0.734893, -0.857795, -1.17254, -1.43203, -2.09815, -2.293, -2.42609, -2.87171, -2.54054, -2.70298, -2.90374, -2.5083, -3.38986
0.13, 0.0319375, -0.978128, -0.882287, -0.477812, 0.980071, 0.973734, 0.342087, -0.561699, -0.741784, -0.707094, -0.880659, -1.73982, -2.04835, -2.21939, -2.52853, -2.68059, -2.43756, -2.81754, -2.811, -2.45464, -3.42726
