# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.0319375, 0.0153193, 0.00711621, 0.0116029, 0.0180282, 0.0633968, 0.0495252, 0.0409024, 0.0434863, 0.0422973, 0.0301169, 0.0173418, 0.0195507, 0.0192542, 0.0287496, 0.0147191, 0.0155724, 0.0162037, 0.0507673, 0.0854088, 0.0619539, 0.0593416, 0.0665059, 0.0561765, 0.14102, 0.0640675, 0.113842, 0.141009, 0.0681518, 0.10923, 0.0676546, 0.0659282, 0.115338, 0.141216, 0.0924494, 0.083318, 0.108037, 0.0688256, 0.106121, 0.162193, 0.175012, 0.119821, 0.0649804, 0.10955, 0.129136, 0.158421, 0.177716, 0.197694, 0.188833, 0.204431, 0.20359
0.01, 0.0319375, 0.022527, 0.00353996, 0.0168529, 0.0218315, 0.0461823, 0.0229046, 0.0410053, 0.0546296, 0.03877, 0.0152193, 0.0183965, 0.0170528, 0.0174863, 0.026255, 0.0208493, 0.0210786, 0.011702, 0.0620804, 0.0593876, 0.0457947, 0.0684919, 0.052486, 0.0302961, 0.0910351, 0.0561252, 0.146534, 0.164042, 0.0632815, 0.0509731, 0.066725, 0.0925493, 0.14408, 0.131626, 0.132901, 0.13905, 0.0783809, 0.0644911, 0.076189, 0.15699, 0.134847, 0.08678, 0.0819017, 0.0761505, 0.0973357, 0.118217, 0.139561, 0.14641, 0.193552, 0.258123, 0.167993
0.02, 0.0319375, 0.0334151, 0.00510887, 0.0191273, 0.0384251, 0.0482289, 0.0157443, 0.025426, 0.0118363, 0.0246888, 0.0177015, 0.0161309, 0.0152351, 0.0163337, 0.020997, 0.0265188, 0.0186866, 0.01487, 0.0621108, 0.026589, 0.0350656, 0.0431428, 0.0443927, 0.0284044, 0.0723736, 0.0653818, 0.126077, 0.0960344, 0.0673922, 0.0620184, 0.050928, 0.140955, 0.200261, 0.114936, 0.0957097, 0.0790006, 0.0717932, 0.061195, 0.0721558, 0.134622, 0.140483, 0.0946957, 0.0806131, 0.082182, 0.0978269, 0.0915919, 0.109628, 0.135965, 0.162853, 0.134329, 0.105369
0.03, 0.0319375, 0.0332498, 0.00876154, 0.0133707, 0.0406395, 0.0595089, 0.0395669, 0.0465462, 0.0267297, 0.0299899, 0.0149948, 0.0130618, 0.0164087, 0.00739444, 0.0181484, 0.0176543, 0.0252847, 0.0279599, 0.0443565, 0.0629292, 0.0510315, 0.0709027, 0.0543357, 0.0324554, 0.0916069, 0.0821327, 0.0695487, 0.110104, 0.0967172, 0.0760058, 0.0479474, 0.0927015, 0.11538, 0.104758, 0.0539397, 0.0619239, 0.109773, 0.100624, 0.0526443, 0.0905715, 0.153635, 0.103397, 0.0928516, 0.0808696, 0.0963432, 0.102809, 0.0997808, 0.0815702, 0.0980028, 0.129721, 0.0603847
0.04, 0.0319375, 0.0172694, 0.00670031, 0.017803, 0.0291157, 0.040567, 0.0328387, 0.0325084, 0.0494555, 0.0288807, 0.0066443, 0.00711077, 0.0128233, 0.00634986, 0.0137267, 0.015495, 0.021507, 0.0335304, 0.032783, 0.046737, 0.0333245, 0.0744147, 0.0442365, 0.0420804, 0.122127, 0.105074, 0.115833, 0.164123, 0.0543804, 0.0583432, 0.0253616, 0.0846765, 0.117549, 0.0881167, 0.0525408, 0.0772788, 0.111747, 0.0751956, 0.0638927, 0.0799095, 0.188092, 0.110205, 0.0662596, 0.0631075, 0.0520783, 0.0664002, 0.0758915, 0.0671002, 0.074298, 0.0949892, 0.032545
0.05, 0.0319375, 0.0121489, 0.00872006, 0.021978, 0.0360633, 0.0300917, 0.0310831, 0.0308194, 0.0211788, 0.0131098, 0.00348437, 0.00336034, 0.0105502, 0.0134137, 0.0162014, 0.0132171, 0.0197615, 0.0360764, 0.022585, 0.0323862, 0.0197631, 0.060225, 0.0473846, 0.0614124, 0.120042, 0.0588285, 0.172305, 0.205588, 0.0539683, 0.062513, 0.0285387, 0.0955496, 0.215064, 0.147413, 0.0879673, 0.0706149, 0.0902292, 0.0453686, 0.0655055, 0.0929424, 0.182135, 0.108755, 0.0593246, 0.0490128, 0.048545, 0.0602249, 0.066116, 0.0719334, 0.0762278, 0.0672043, 0.0469694
0.06, 0.0319375, 0.0159533, 0.00656247, 0.00801064, 0.0208552, 0.0103651, 0.0263504, 0.0156646, 0.0225541, 0.0138149, 0.0110446, 0.00676532, 0.00692255, 0.0132754, 0.0189377, 0.0175002, 0.0244048, 0.032402, 0.0187868, 0.0387858, 0.056225, 0.0688762, 0.0455498, 0.0376182, 0.0829008, 0.0468198, 0.127303, 0.162922, 0.0625082, 0.0753711, 0.0508982, 0.0921471, 0.217062, 0.15067, 0.0727386, 0.0445641, 0.0614634, 0.0455903, 0.0449054, 0.100842, 0.156602, 0.112685, 0.0603429, 0.0505117, 0.0508306, 0.0818001, 0.0769493, 0.0972113, 0.0980533, 0.0894096, 0.0620991
0.07, 0.0319375, 0.00794678, 0.0133253, 0.0140612, 0.0342207, 0.0482447, 0.0396487, 0.0222045, 0.0246721, 0.00817725, 0.00703667, 0.0124622, 0.0178255, 0.0122873, 0.0145592, 0.0136897, 0.0249419, 0.0339852, 0.0271007, 0.0502308, 0.0584477, 0.0769759, 0.0586694, 0.0472953, 0.104697, 0.0815978, 0.124543, 0.157201, 0.0838603, 0.109653, 0.0381754, 0.0878775, 0.106758, 0.0911934, 0.0657829, 0.0621101, 0.0767411, 0.0813781, 0.0576245, 0.113312, 0.158421, 0.100988, 0.0705887, 0.0607487, 0.0706895, 0.0582061, 0.0625781, 0.096324, 0.0937445, 0.0895289, 0.0677028
0.08, 0.0319375, 0.0107187, 0.0121773, 0.00874913, 0.0416345, 0.0280383, 0.0257177, 0.0154333, 0.0192364, 0.0111215, 0.00524205, 0.0120705, 0.0178714, 0.0102121, 0.0153415, 0.0191795, 0.0122676, 0.0280292, 0.0419946, 0.0353466, 0.0355787, 0.0910537, 0.0542439, 0.0413568, 0.0970304, 0.0423608, 0.166189, 0.181784, 0.0758689, 0.104203, 0.0337541, 0.115136, 0.15438, 0.0975793, 0.037315, 0.0581408, 0.0759749, 0.0912008, 0.0761626, 0.110985, 0.172004, 0.126372, 0.0803578, 0.0449927, 0.0484505, 0.0537074, 0.0523788, 0.052938, 0.072927, 0.055893, 0.0584948
0.09, 0.0319375, 0.0151383, 0.0228832, 0.0228322, 0.0656296, 0.0217155, 0.0188554, 0.0278818, 0.0148484, 0.00536739, 0.0110158, 0.0213698, 0.0201005, 0.0159385, 0.0238402, 0.0234026, 0.0110158, 0.0211505, 0.0295699, 0.0222794, 0.0208392, 0.0520944, 0.0390913, 0.0590248, 0.112527, 0.0618145, 0.112929, 0.172728, 0.0706193, 0.0640757, 0.0329972, 0.115079, 0.183257, 0.0949922, 0.0436804, 0.0578941, 0.102404, 0.0775204, 0.0916567, 0.0800213, 0.10772, 0.0831306, 0.072521, 0.0469922, 0.0457606, 0.0463417, 0.0568226, 0.0699754, 0.066307, 0.0618295, 0.0467899
