# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5
0.0200776, 0, 0.009089, -0.12447, -0.0030195, 0.0853125, 0.07875, 0.109375
0.0401552, 0, 0.0092415, -0.124135, -0.0029585, -0.035, 0.0634375, 0.168437
0.0602328, 0, 0.0088145, -0.124715, -0.00305, -0.260312, -0.04375, 0.216562
0.0803104, 0, 0.0085705, -0.125691, -0.003294, -0.339063, -0.07, 0.240625
0.100388, 0, 0.0089365, -0.125996, -0.003416, -0.336875, -0.0896875, 0.258125
0.120466, 0, 0.0087535, -0.125934, -0.00366, -0.2625, -0.083125, 0.299688
0.140543, 0, 0.0087535, -0.124867, -0.0039345, -0.223125, -0.065625, 0.334688
0.160621, 0, 0.009272, -0.124196, -0.00427, -0.275625, -0.048125, 0.369687
0.180698, 0, 0.0097905, -0.124226, -0.004087, -0.315, -0.048125, 0.35875
0.200776, 0, 0.0096685, -0.124501, -0.00366, -0.3325, -0.048125, 0.321562
0.220854, 0, 0.009028, -0.125538, -0.004331, -0.352188, -0.0546875, 0.28875
0.240931, 0, 0.0083875, -0.126362, -0.004575, -0.32375, -0.0284375, 0.229687
0.261009, 0, 0.008052, -0.12688, -0.004392, -0.225313, 0.0240625, 0.150937
0.281087, 0, 0.007564, -0.126727, -0.004453, -0.107188, 0.065625, 0.0765625
0.301164, 0, 0.007015, -0.125965, -0.003477, -0.04375, 0.0809375, 0.07
0.321242, 0, 0.007198, -0.125019, -0.0034465, -0.0459375, 0.0371875, 0.083125
0.341319, 0, 0.0080215, -0.123525, -0.0032025, -0.129063, -0.0065625, 0.06125
0.361397, 0, 0.0085705, -0.121512, -0.0013725, -0.260312, -0.0896875, 0.0634375
0.381475, 0, 0.007625, -0.125019, -0.0023485, -0.487812, -0.212187, 0.199062
0.401552, 0, 0.006527, -0.128618, -0.0032635, -0.540313, -0.185937, 0.275625
0.42163, 0, 0.005612, -0.129198, -0.004209, -0.422188, -0.100625, 0.28
0.441707, 0, 0.0061305, -0.127246, -0.0043615, -0.229687, -0.107188, 0.21
0.461785, 0, 0.006893, -0.125508, -0.004026, -0.168437, -0.153125, 0.161875
0.481863, 0, 0.0076555, -0.123281, -0.003782, -0.133437, -0.2275, 0.126875
0.50194, 0, 0.0064965, -0.122, -0.0045445, -0.179375, -0.328125, 0.170625
0.522018, 0, 0.0060695, -0.12139, -0.0051545, -0.365312, -0.500938, 0.229687
0.542095, 0, 0.006222, -0.122183, -0.005734, -0.619062, -0.665, 0.2275
0.562173, 0, 0.0055815, -0.123708, -0.0060695, -0.833438, -0.702187, 0.21875
0.582251, 0, 0.00549, -0.126544, -0.0065575, -0.949375, -0.7, 0.240625
0.602328, 0, 0.0053985, -0.128069, -0.0063745, -0.829063, -0.665, 0.264688
0.622406, 0, 0.006222, -0.128375, -0.006954, -0.570938, -0.610313, 0.317187
0.642484, 0, 0.0065575, -0.127063, -0.007564, -0.32375, -0.56875, 0.354375
0.662561, 0, 0.005307, -0.12627, -0.0092415, -0.3675, -0.645312, 0.422188
0.682639, 0, 0.0059475, -0.12505, -0.008906, -0.374063, -0.807187, 0.441875
0.702716, 0, 0.0071675, -0.124074, -0.0085095, -0.452812, -0.833438, 0.570938
0.722794, 0, 0.0059475, -0.124226, -0.008296, -0.511875, -0.732813, 0.649688
0.742872, 0, 0.0044835, -0.124532, -0.007625, -0.500938, -0.654063, 0.605937
0.762949, 0, 0.0049715, -0.12383, -0.0072895, -0.53375, -0.549062, 0.56875
0.783027, 0, 0.008479, -0.122183, -0.006832, -0.69125, -0.553438, 0.49875
0.803104, 0, 0.0080215, -0.12383, -0.007137, -0.850937, -0.715312, 0.354375
0.823182, 0, 0.005917, -0.123891, -0.007686, -0.748125, -0.776563, 0.126875
0.84326, 0, 0.005429, -0.124135, -0.008357, -0.669375, -0.706563, -0.035
0.863337, 0, 0.0064965, -0.124104, -0.0107665, -0.7, -0.5775, -0.105
0.883415, 0, 0.007991, -0.126087, -0.013115, -0.829063, -0.37625, -0.021875
0.903492, 0, 0.0087535, -0.127947, -0.0129015, -0.809375, -0.330312, 0.0196875
0.92357, 0, 0.0075945, -0.125629, -0.01098, -0.527188, -0.39375, -0.0940625
0.943648, 0, 0.0064355, -0.122244, -0.0099735, -0.461563, -0.380625, -0.135625
0.963725, 0, 0.006771, -0.122518, -0.0113155, -0.643125, -0.273438, -0.035
0.983803, 0, 0.007869, -0.124989, -0.012871, -0.7875, -0.0809375, 0.056875
1.00388, 0, 0.0094855, -0.127154, -0.013542, -0.774375, 0.144375, 0.07
1.02396, 0, 0.010553, -0.127673, -0.012688, -0.614688, 0.345625, 0.039375
1.04404, 0, 0.010187, -0.125813, -0.012993, -0.3675, 0.496563, -0.0809375
1.06411, 0, 0.0086925, -0.123616, -0.0135725, -0.234063, 0.651875, -0.214375
1.08419, 0, 0.007686, -0.122518, -0.0143045, -0.247187, 0.756875, -0.275625
1.10427, 0, 0.0066185, -0.122518, -0.0142435, -0.378437, 0.829063, -0.258125
1.12435, 0, 0.0067405, -0.124928, -0.013725, -0.531563, 0.86625, -0.155312
1.14442, 0, 0.0077165, -0.125691, -0.013481, -0.505313, 0.90125, -0.091875
1.1645, 0, 0.0082655, -0.126209, -0.0136335, -0.41125, 0.872813, -0.07875
1.18458, 0, 0.008113, -0.124715, -0.0135115, -0.273438, 0.780937, -0.164062
1.20466, 0, 0.0069845, -0.122671, -0.012749, -0.242812, 0.684687, -0.25375
1.22473, 0, 0.006771, -0.123799, -0.013237, -0.391562, 0.63, -0.23625
1.24481, 0, 0.0064355, -0.126362, -0.0141825, -0.476875, 0.658437, -0.170625
1.26489, 0, 0.007015, -0.125446, -0.014274, -0.21, 0.754687, -0.00875
1.28497, 0, 0.00793, -0.124745, -0.014091, -0.214375, 0.737188, 0.0459375
1.30504, 0, 0.008113, -0.123525, -0.0138165, -0.164062, 0.7525, 0.0175
1.32512, 0, 0.007381, -0.123037, -0.0136335, -0.20125, 0.750313, 0.013125
1.3452, 0, 0.006893, -0.123677, -0.013969, -0.315, 0.735, 0.0415625
1.36528, 0, 0.006039, -0.125263, -0.0143655, -0.413438, 0.689062, 0.0525
1.38535, 0, 0.005795, -0.125843, -0.014213, -0.328125, 0.640938, 0.0021875
1.40543, 0, 0.005429, -0.124623, -0.0145485, -0.199062, 0.597188, -0.035
1.42551, 0, 0.0058865, -0.12444, -0.0145485, -0.175, 0.546875, 0.021875
1.44559, 0, 0.006832, -0.124592, -0.0141215, -0.115938, 0.4725, 0.0721875
1.46567, 0, 0.007503, -0.12444, -0.014213, -0.0634375, 0.42, 0.0525
1.48574, 0, 0.007869, -0.124165, -0.0149755, -0.039375, 0.404687, 0.0175
1.50582, 0, 0.0077775, -0.124288, -0.0153415, -0.056875, 0.424375, 0.0021875
