# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19
0, 0.0319375, -2.46334, -4.24842, -4.00923, -2.44015, -4.24641, -3.38928, -4.52161, -3.48268, -3.94966, -3.74002, -4.34943, -4.0025, -4.3276, -4.62282, -4.6988, -4.12032, -3.76366, -3.41986, -3.95669, -4.04833
0.01, 0.0319375, -1.3538, -3.26609, -3.0473, -1.37098, -3.25312, -2.50882, -3.1137, -2.28974, -3.03741, -2.77137, -3.31474, -3.34064, -3.40744, -3.27438, -3.40131, -2.93513, -2.73321, -2.59789, -2.79499, -2.92633
0.02, 0.0319375, -0.61258, -2.57619, -2.43054, -0.719356, -2.70754, -1.87045, -2.5752, -1.64432, -2.36798, -1.797, -2.56038, -2.7122, -2.70032, -2.30825, -2.28572, -1.88106, -1.78971, -1.98071, -2.41301, -2.21095
0.03, 0.0319375, -0.166736, -2.22915, -1.94991, -0.120798, -2.23128, -1.43515, -2.19542, -1.04534, -1.85083, -1.59368, -1.91818, -2.02155, -2.28978, -1.8671, -2.14404, -1.51078, -1.53395, -1.37956, -1.63111, -1.8088
0.04, 0.0319375, 0.290012, -1.42017, -1.57119, 0.227114, -1.70128, -0.765933, -1.94698, -0.611706, -1.49179, -1.40556, -1.79897, -1.71837, -1.49676, -1.23361, -1.59772, -1.4323, -1.28512, -0.91804, -1.02454, -0.967972
0.05, 0.0319375, 0.59606, -1.23677, -1.44778, 0.593176, -0.976646, -0.49001, -1.38439, -0.227356, -0.949685, -1.06214, -1.22928, -1.39245, -1.0725, -0.837455, -0.957475, -0.830992, -0.741021, -0.608842, -0.623702, -0.668625
0.06, 0.0319375, 0.787914, -0.575908, -1.21151, 0.876523, -0.771719, -0.462271, -1.22081, -0.047927, -0.945135, -0.559151, -0.586736, -0.9356, -1.17159, -0.720522, -0.483633, -0.449777, -0.0653315, -0.286636, -0.477606, -0.859048
0.07, 0.0319375, 1.01165, -0.617618, -1.21738, 1.08575, -0.226347, -0.112035, -0.757599, 0.125261, -0.805204, -0.441226, -0.457118, -0.677643, -0.969199, -0.929892, -0.718903, -0.581741, 0.0217966, -0.0190662, -0.206047, -0.617541
0.08, 0.0319375, 1.2243, -0.391157, -0.944187, 1.17104, -0.212967, -0.351784, -0.55903, 0.310092, -0.402654, -0.427494, -0.591884, -0.913048, -1.04326, -0.830918, -0.486416, -0.588756, 0.107825, 0.255977, 0.0599018, -0.509509
0.09, 0.0319375, 1.41674, -0.395327, -0.9029, 1.35205, 0.0113427, -0.257721, -0.441425, 0.389769, -0.187821, -0.134665, -0.428082, -0.67806, -0.571389, -0.459436, -0.218181, -0.209315, 0.334916, 0.275307, 0.23327, -0.570082
0.1, 0.0319375, 1.43772, -0.156963, -0.899388, 1.39149, 0.278928, -0.246462, -0.39222, 0.415586, -0.120253, -0.153512, -0.426184, -0.460353, -0.367205, -0.479805, -0.438165, -0.0680277, 0.527846, 0.355457, 0.115807, -0.524311
0.11, 0.0319375, 1.47465, 0.265245, -0.970939, 1.43162, 0.575849, -0.27873, -0.0469685, 0.483312, 0.181211, 0.0103885, -0.533561, -0.607395, -0.570991, -0.701694, -0.539879, -0.159989, 0.453953, 0.366238, 0.266383, -0.239698
0.12, 0.0319375, 1.51197, 0.516703, -0.645287, 1.45239, 0.91728, -0.321579, 0.0954247, 0.420485, 0.385996, 0.0747704, -0.389872, -0.537837, -0.452789, -0.635937, -0.458769, -0.22288, 0.448602, 0.294339, 0.450914, -0.0527905
0.13, 0.0319375, 1.51811, 0.709113, -1.04655, 1.41215, 0.988635, -0.468413, 0.144823, 0.292237, 0.566527, -0.0330646, -0.301636, -0.367303, -0.462554, -0.757072, -0.640952, -0.255249, 0.52411, 0.182426, 0.678923, 0.0516529
0.14, 0.0319375, 1.62192, 0.887355, -1.68501, 1.44097, 1.28192, -0.378128, 0.212141, 0.180495, 0.795999, 0.0893029, -0.0941161, -0.400047, -0.575781, -0.803222, -0.519567, -0.351059, 0.760771, 0.313966, 0.690475, 0.276033
0.15, 0.0319375, 1.71928, 1.28304, -1.07974, 1.48305, 1.63241, -1.07823, 0.362039, -0.101684, 0.876595, 0.0873565, 0.0335881, -0.282783, -0.486871, -0.562527, -0.827205, -0.506027, 0.686666, 0.512626, 0.661037, 0.222974
0.16, 0.0319375, 1.80188, 1.69249, -0.914927, 1.50272, 1.98598, -1.22605, 0.407145, -0.451659, 0.846144, -0.12932, -0.143347, -0.127306, -0.425923, -0.339529, -0.714847, 0.0200333, 0.565495, 0.429912, 0.547169, 0.0199129
0.17, 0.0319375, 1.84365, 2.12556, -0.662464, 1.41455, 2.26792, -0.98615, 0.56109, -0.483473, 0.703438, -0.218295, 0.0746298, -0.135487, -0.558754, -0.350948, -0.771546, 0.691949, 0.620084, 0.358269, 1.02587, 0.671077
0.18, 0.0319375, 1.85651, 2.54596, -0.404179, 1.17955, 2.593, -0.337122, 0.842736, 0.124353, 0.624752, 0.0260527, 0.328884, -0.00860466, -0.397908, -0.232869, 0.5016, 1.17035, 0.794362, 1.19278, 1.61151, 0.971301
0.19, 0.0319375, 1.73637, 2.98859, 0.271586, 0.712474, 2.8774, 0.846234, 1.36029, 1.54769, 0.795739, 0.524369, 0.773608, 0.148086, 0.19898, 0.195985, 1.38148, 1.74407, 1.3414, 1.89712, 1.95025, 0.745308
0.2, 0.0319375, 1.24523, 3.5244, 2.14393, 0.810301, 3.01224, 2.09217, 1.42397, 2.85207, 1.50437, 1.56465, 0.958917, 0.635735, 0.319776, 0.829622, 1.49004, 1.91043, 1.79167, 2.10983, 1.89023, 0.524198
0.21, 0.0319375, 0.35181, 3.71725, 3.09589, 1.22048, 2.45211, 2.56094, 1.33547, 3.28503, 2.92865, 1.91248, 1.63237, 0.807563, 0.564591, 1.20844, 1.41151, 1.78105, 1.54631, 1.75947, 1.33879, -0.0876691
0.22, 0.0319375, 0.521997, 3.57563, 4.03319, 1.44222, 0.987863, 2.35974, 1.73634, 2.75512, 3.65735, 2.43521, 2.40072, 1.46995, 0.712152, 1.18117, 1.46408, 2.21946, 2.00887, 2.07235, 1.52024, 0.21402
0.23, 0.0319375, -0.253082, 2.69458, 4.2525, 1.44739, 1.1188, 1.48521, 1.82681, 1.39702, 3.20409, 2.84199, 2.34511, 1.9847, 0.923639, 0.857336, 1.41531, 2.75486, 2.61745, 2.3751, 2.14989, 0.71719
0.24, 0.0319375, 0.704544, 2.56064, 4.21105, 3.07329, 3.06168, 2.06607, 1.96748, 2.73616, 2.98072, 3.36301, 3.05845, 2.41065, 1.51601, 1.33363, 1.82067, 2.76678, 3.05072, 2.44492, 2.38454, 0.91747
0.25, 0.0319375, 1.65324, 3.17835, 3.80856, 4.07941, 3.92028, 2.51299, 2.75822, 3.19906, 3.32148, 4.10134, 3.77555, 3.24225, 2.08513, 1.66287, 2.3079, 3.18361, 3.17641, 2.37567, 2.1697, 1.27216
0.26, 0.0319375, 0.993136, 3.16907, 3.82794, 3.67544, 3.88611, 2.85693, 2.59163, 3.04082, 3.0672, 3.56435, 3.74501, 3.29117, 1.81605, 1.7506, 2.52015, 3.37636, 3.35657, 2.47063, 2.15893, 1.24347
0.27, 0.0319375, 0.53724, 2.85261, 4.13733, 3.60778, 3.62436, 2.48481, 2.62198, 2.83243, 2.64582, 3.16923, 3.75498, 3.19354, 1.77695, 1.61197, 2.46744, 3.28831, 3.24863, 2.47271, 2.21796, 1.29185
0.28, 0.0319375, 1.05385, 3.16103, 3.88043, 3.92682, 3.85692, 2.83005, 2.8777, 2.79034, 2.67955, 3.65661, 4.10008, 3.45605, 1.97276, 1.76017, 2.46213, 3.06941, 3.08851, 2.34446, 1.99803, 1.27942
0.29, 0.0319375, 1.68722, 3.25228, 3.78519, 3.94799, 4.08832, 2.45771, 2.49466, 2.96661, 3.12951, 3.85154, 4.03093, 3.40133, 1.971, 1.70927, 1.98406, 2.83964, 2.93807, 2.14101, 1.66871, 1.01361
0.3, 0.0319375, 1.54761, 3.36565, 3.71011, 3.94626, 4.06401, 2.66513, 2.46827, 3.06671, 2.98223, 3.64923, 3.89345, 3.4187, 2.0588, 1.8756, 2.11321, 3.02883, 3.00015, 2.01625, 1.69525, 1.3795
0.31, 0.0319375, 2.08882, 3.15648, 3.05834, 4.1396, 4.35209, 2.19602, 2.36565, 3.0036, 3.36564, 3.50946, 3.90583, 3.28688, 2.35782, 2.01531, 2.21597, 2.69675, 2.87828, 1.96658, 1.87872, 1.65425
0.32, 0.0319375, 2.08042, 2.13538, 1.68704, 3.89934, 4.37731, 1.66054, 1.78428, 2.2938, 3.10672, 3.50008, 3.60848, 2.97978, 2.33106, 1.97549, 2.34971, 2.6218, 2.87067, 1.77143, 1.32846, 1.19359
0.33, 0.0319375, 2.06706, 2.09796, 1.40224, 3.74782, 4.36856, 1.26109, 1.5679, 1.93684, 3.01583, 3.30436, 3.50174, 2.79826, 2.15517, 1.87724, 2.25985, 2.72332, 2.8848, 1.61722, 1.1407, 1.14177
