Time (seconds),x0,x1,x2,x3,x4,x5
0.0,1177,1176,0,1167,1172,0
0.009,1179,1176,0,1167,1172,0
0.019,1177,1176,0,1164,1172,0
0.029,1175,1176,0,1161,1172,0
0.04,1176,1176,0,1165,1172,0
0.05,1175,1176,0,1165,1172,0
0.06,1176,1176,0,1166,1172,0
0.071,1176,1176,0,1165,1172,0
0.081,1173,1176,0,1163,1171,0
0.09,1175,1176,0,1166,1171,0
0.1,1175,1176,0,1165,1171,0
0.109,1176,1176,0,1164,1171,0
0.119,1178,1176,0,1173,1171,0
0.131,1176,1176,0,1161,1171,0
0.141,1176,1176,0,1165,1171,0
0.152,1177,1176,0,1171,1171,0
0.164,1175,1176,0,1166,1171,0
0.175,1176,1176,0,1165,1171,0
0.186,1175,1176,0,1168,1171,0
0.198,1175,1176,0,1165,1171,0
0.21,1175,1176,0,1162,1171,0
0.219,1178,1176,0,1164,1171,0
0.228,1177,1176,0,1167,1171,0
0.24,1171,1176,0,1163,1171,0
0.251,1176,1176,0,1161,1171,0
0.261,1174,1176,0,1160,1171,0
0.271,1181,1176,0,1167,1171,0
0.28,1175,1176,0,1165,1171,0
0.29,1174,1176,0,1167,1171,0
0.3,1180,1176,0,1166,1171,0
0.309,1183,1176,0,1166,1171,0
0.32,1179,1176,0,1170,1171,0
0.328,1175,1176,0,1164,1171,0
0.337,1185,1176,0,1167,1171,0
0.345,1179,1176,0,1162,1171,0
0.352,1173,1176,0,1162,1171,0
0.359,1182,1176,0,1165,1171,0
0.365,1176,1176,0,1162,1171,0
0.375,1174,1176,0,1165,1171,0
0.384,1174,1176,0,1171,1171,0
0.394,1180,1176,0,1164,1171,0
0.404,1180,1176,0,1168,1171,0
0.413,1177,1176,0,1168,1171,0
0.423,1180,1176,0,1167,1171,0
0.432,1178,1176,0,1169,1171,0
0.44,1178,1176,0,1165,1171,0
0.45,1178,1176,0,1172,1171,0
0.46,1177,1176,0,1173,1171,0
0.471,1179,1176,0,1171,1171,0
0.481,1180,1176,0,1172,1171,0
0.493,1179,1176,0,1174,1171,0
0.504,1177,1176,0,1177,1171,0
0.515,1186,1176,0,1185,1171,0
0.527,1178,1176,0,1194,1171,0
0.539,1180,1176,0,1209,1171,0
0.548,1181,1177,0,1224,1171,53
0.56,1177,1177,0,1236,1171,65
0.57,1177,1177,0,1281,1171,110
0.581,1174,1176,0,1341,1171,170
0.591,1179,1176,0,1385,1171,214
0.602,1177,1176,0,1416,1171,245
0.61,1183,1177,0,1417,1171,246
0.618,1176,1177,0,1440,1171,269
0.628,1178,1177,0,1439,1171,268
0.636,1186,1177,0,1449,1171,278
0.645,1175,1177,0,1447,1171,276
0.653,1181,1177,0,1454,1171,283
0.663,1178,1177,0,1444,1171,273
0.671,1177,1177,0,1451,1171,280
0.68,1177,1177,0,1446,1171,275
0.689,1176,1177,0,1443,1171,272
0.697,1179,1177,0,1460,1171,289
0.704,1172,1177,0,1451,1171,280
0.711,1179,1177,0,1451,1171,280
0.72,1174,1176,0,1455,1171,284
0.731,1172,1176,0,1448,1171,277
0.742,1177,1176,0,1455,1171,284
0.75,1182,1176,0,1448,1171,277
0.759,1178,1177,0,1451,1171,280
0.767,1177,1177,0,1456,1171,285
0.776,1173,1176,0,1444,1171,273
0.786,1178,1176,0,1427,1171,256
0.793,1180,1177,0,1417,1171,246
0.799,1175,1176,0,1362,1171,191
0.808,1177,1176,0,1318,1171,147
0.816,1185,1177,0,1282,1171,111
0.824,1176,1177,0,1260,1171,89
0.831,1178,1177,0,1244,1171,73
0.839,1176,1177,0,1238,1171,67
0.846,1178,1177,0,1231,1171,60
0.853,1174,1176,0,1229,1171,58
